SantaID,Santa_Event,Santa_Tag,Santa_INI,Santa_END,Santa_Recombinant,santa_popSize,santa_mutationRate,santa_recombProb,santa_dualInfectProb,santa_genCount,santa_sampleSize,RDP_Event_ID,RDP_INI,RDP_END,RDP_Breakpoints,RDP_Recombinant,RDP_Minor,RDP_Major,INI_Difference,END_Difference,Total_Difference,Overlap_Percentage,Fragment_Size,Dynamic_Tolerance,Tolerance_Percent,Source_Tab,Match_Type,Validation,Recombinant_Match_Quality,Quality_Score,Jaccard_Similarity,Sequence_Ratio,Sequence_Coverage,Santa_Recombinant_Count,RDP_Recombinant_Count,Covered_Sequences,Breakpoint_Score,Overlap_Score,Santa_Breakpoint,Santa_Size,Santa_Seqs_Count,Santa_Recombinant_Full,Santa_Recombinant_List,Chain_Score,Start_Score,End_Score,Continuity_Score,Recombinant_Score,Seq_Ratio,Seq_Ratio_%,Reaches_Santa_End,Reaches_End,Reaches_Start,RDP_Recombinant_Full,RDP_Recombinant_List,RDP_Tags,Chain_Length,Chain_INI,Chain_END,Start_Distance,End_Distance,Total_Gap,Chain_Logic_Valid,Logic_Validation_Msg,All_Collected_Recombinants,All_Collected_Recombinants_Count,Recombinants_List,Coverage_Percentage,Start_Gap,End_Gap,_Total_Distance,RDP_Match_Types,Tag,Santa_ID,Santa_Breakpoints,Recombinant_Match_Score,Start_End_Diff_Score,RDP_Set,Tag_Specific_Quality_Score,Tag_Rank,Global_Rank,Tag_RDP_Count,Tag_Santa_Count,Tag_Original_RDP_Count,Tag_Original_Santa_Count,Tag_Remaining_RDP,Tag_Remaining_Santa,Tag_RDP_Match_Rate,Tag_Santa_Match_Rate,RDP_Santa_Equal,Tag_Total_Original,Tag_Total_Matched,Tag_Total_Remaining
75_Recombination events.csv|4907,4907,75_Recombination events.csv,4170,8160,"['24', '25', '31', '39', '40', '47']",1000,2.5e-05,0.01,0.1,5000,50,1,4178,7962,4178-7962,"['25', '39', '40', '47', '24', '31']","['35', '5', '10', '46', '27', '4', '28', '43', '29', '22', '50', '41', '42', '8', '26', '7', '12']","['3', '2']",8.0,198.0,206.0,94.8,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (6/6),53.96,100.0,6/6,100.0,6.0,6.0,6/6,74.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,4907,4170-8160,33.33333333333333,79.4,1,100.0,1,1,1,1,1,10,0,9,100.0%,10.0%,✅ Equal,11,2,9
41_Recombination events.csv|4544,4544,41_Recombination events.csv,2442,4899,"['16', '21', '36', '47']",1000,2.5e-05,0.01,0.1,5000,50,2,2524,4905,2524-4905,"['16', '36', '47', '21']","['32', '9', '30', '6', '19', '1', '11', '18', '50', '41', '31', '35', '3', '42', '40', '7', '2', '17', '43', '45']","['25', '20', '10', '23', '27', '4', '13', '39', '22', '38', '15', '26', '37', '12']",82.0,6.0,88.0,96.7,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (4/4),56.34,100.0,4/4,100.0,4.0,4.0,4/4,82.1,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,4544,2442-4899,50.0,91.2,2,72.64890282131661,3,192,3,3,3,16,0,13,100.0%,18.8%,✅ Equal,19,6,13
36_Recombination events.csv|4901,4901,36_Recombination events.csv,5298,6234,"['14', '2', '23', '25', '31', '38', '46', '9']",1000,2.5e-05,0.01,0.1,5000,50,3,5261,6214,5261-6214,"['25', '23', '46', '9', '14', '38', '31', '2']","['30', '40', '10', '36', '22', '11', '41', '21', '8']","['6', '47', '4', '13', '43', '15', '39', '29', '49', '16', '26', '7', '12']",37.0,20.0,57.0,97.9,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (8/8),56.58,100.0,8/8,100.0,8.0,8.0,8/8,69.6,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,4901,5298-6234,50.0,94.3,3,72.57820383451059,3,193,3,3,3,25,0,22,100.0%,12.0%,✅ Equal,28,6,22
53_Recombination events.csv|4917,4917,53_Recombination events.csv,2484,10000,"['32', '36', '46', '9']",1000,2.5e-05,0.01,0.1,5000,50,4,2494,9940,2494-9940,"['32', '9', '46', '36']","['28', '38', '10', '34']","['48', '3']",10.0,60.0,70.0,99.1,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (4/4),56.82,100.0,4/4,100.0,4.0,4.0,4/4,85.9,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,4917,2484-10000,50.0,93.0,4,72.4006116207951,3,194,5,5,7,22,2,17,71.4%,22.7%,✅ Equal,29,10,19
97_Recombination events.csv|4881,4881,97_Recombination events.csv,4731,10000,"['11', '20']",1000,2.5e-05,0.01,0.1,5000,50,5,4180,9990,4180-9990,"['11', '20']","['30', '42', '10', '46', '27', '43', '48', '18', '50', '21', '40', '16', '49', '2']","['3', '12']",551.0,10.0,561.0,99.81021066616056,4731.0,1182.8,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,52.96204213323212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,4881,4731-10000,100.0,43.89999999999999,5,71.9939879759519,7,195,11,11,13,23,2,12,84.6%,47.8%,✅ Equal,36,22,14
24_Recombination events.csv|4806,4806,24_Recombination events.csv,231,6477,"['1', '10', '12', '27', '30', '39', '9']",1000,2.5e-05,0.01,0.1,5000,50,1,231,6478,231-6478,"['30', '10', '27', '9', '39', '1', '12']",['42'],"['6', '36', '47', '4', '29', '14', '44', '48', '45', '41', '16', '31', '26', '34', '2']",0.0,1.0,1.0,100.0,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,✅ Complete (7/7),59.0,100.0,7/7,100.0,7.0,7.0,7/7,99.9,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,4806,231-6477,42.857142857142854,99.9,1,71.42857142857143,2,196,2,2,2,28,0,26,100.0%,7.1%,✅ Equal,30,4,26
22_Recombination events.csv|4656,4656,22_Recombination events.csv,1800,9684,"['1', '10', '27', '32', '37', '4', '48']",1000,2.5e-05,0.01,0.1,5000,50,1,1794,9700,1794-9700,"['10', '27', '4', '32', '1', '48', '37']","['17', '36', '41', '33', '7', '15']","['25', '13', '19', '14', '34']",6.0,16.0,22.0,100.0,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (7/7),57.0,100.0,7/7,100.0,7.0,7.0,7/7,94.8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,4656,1800-9684,42.857142857142854,97.8,1,71.42857142857143,2,197,3,3,3,28,0,25,100.0%,10.7%,✅ Equal,31,6,25
29_Recombination events.csv|4938,4938,29_Recombination events.csv,6450,10000,"['21', '28', '3', '39', '45']",1000,2.5e-05,0.01,0.1,5000,50,1,6448,9993,6448-9993,"['3', '28', '39', '45', '21']","['17', '4', '13', '50', '41', '7']","['10', '32', '19', '44', '1', '48', '40', '16', '15']",2.0,7.0,9.0,99.8,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (5/5),58.96,100.0,5/5,100.0,5.0,5.0,5/5,98.7,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,4938,6450-10000,40.0,99.1,1,70.0,1,198,5,5,12,24,7,19,41.7%,20.8%,✅ Equal,36,10,26
45_Recombination events.csv|4892,4892,45_Recombination events.csv,2892,10000,"['13', '40', '43']",1000,2.5e-05,0.01,0.1,5000,50,1,2892,9997,2892-9997,"['13', '43', '40']",['38'],"['2', '45', '14']",0.0,3.0,3.0,100.0,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,✅ Complete (3/3),59.0,100.0,3/3,100.0,3.0,3.0,3/3,99.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,4892,2892-10000,33.33333333333333,99.7,1,69.69696969696969,3,199,5,5,5,26,0,21,100.0%,19.2%,✅ Equal,31,10,21
98_Recombination events.csv|4966,4966,98_Recombination events.csv,3810,10000,"['13', '24', '32', '35', '37', '43', '6', '9']",1000,2.5e-05,0.01,0.1,5000,50,4,3779,9990,3779-9990,"['35', '6', '13', '32', '9', '24', '37']","['30', '42', '27', '4', '28', '39', '19', '14', '18', '40', '16', '31']",['5'],31.0,10.0,41.0,99.8,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (7/7),56.96,87.5,7/7,100.0,8.0,7.0,7/7,94.6,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,4966,3810-10000,42.857142857142854,95.9,4,69.57114170969594,3,200,4,4,4,23,0,19,100.0%,17.4%,✅ Equal,27,8,19
45_Recombination events.csv|4907,4907,45_Recombination events.csv,2745,10000,"['29', '7', '9']",1000,2.5e-05,0.01,0.1,5000,50,3,2740,9993,2740-9993,"['9', '7', '29']","['14', '45', '41', '2']",['46'],5.0,7.0,12.0,99.9,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (3/3),58.980000000000004,100.0,3/3,100.0,3.0,3.0,3/3,97.8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,4907,2745-10000,33.33333333333333,98.8,3,69.24561563478312,4,201,5,5,5,26,0,21,100.0%,19.2%,✅ Equal,31,10,21
55_Recombination events.csv|5030,5030,55_Recombination events.csv,5730,8112,['25'],1000,2.5e-05,0.01,0.1,5000,50,3,5866,8622,5866-8622,['25'],"['43', '33']",['42'],136.0,510.0,646.0,94.29051217464315,2382.0,595.5,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,51.85810243492863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,5030,5730-8112,100.0,35.39999999999999,3,67.896865520728,2,202,3,3,3,28,0,25,100.0%,10.7%,✅ Equal,31,6,25
87_Recombination events.csv|4834,4834,87_Recombination events.csv,5625,8700,"['11', '22', '26', '3', '31', '34', '39', '41', '5', '7', '8']",1000,2.5e-05,0.01,0.1,5000,50,8,5624,8545,5624-8545,"['3', '39', '11', '34', '7', '31']","['36', '27', '9', '29', '14', '48', '49', '47', '12', '4', '19', '1', '18', '33', '35', '38', '40', '20', '10', '46', '43']","['24', '21', '42']",1.0,155.0,156.0,95.0,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (6/6),54.0,54.5,6/6,100.0,11.0,6.0,6/6,74.6,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,4834,5625-8700,50.0,84.4,8,67.5832492431887,4,203,7,7,12,25,5,18,58.3%,28.0%,✅ Equal,37,14,23
97_Recombination events.csv|4915,4915,97_Recombination events.csv,3363,6858,['4'],1000,2.5e-05,0.01,0.1,5000,50,6,4008,6879,4008-6879,['4'],['40'],"['20', '2']",645.0,21.0,666.0,81.54506437768241,3495.0,873.8,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,49.30901287553648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,4915,3363-6858,100.0,33.39999999999999,6,66.73346693386773,8,204,11,11,13,23,2,12,84.6%,47.8%,✅ Equal,36,22,14
90_Recombination events.csv|4878,4878,90_Recombination events.csv,3597,10000,"['11', '13', '22', '24', '36', '4']",1000,2.5e-05,0.01,0.1,5000,50,2,3593,9994,3593-9994,"['36', '4', '13', '22', '11', '24']","['6', '46', '27', '1', '48', '50', '21', '16']","['32', '39']",4.0,6.0,10.0,99.9,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (6/6),58.980000000000004,100.0,6/6,100.0,6.0,6.0,6/6,98.6,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,4878,3597-10000,33.33333333333333,99.0,2,66.66666666666666,3,205,4,4,4,18,0,14,100.0%,22.2%,✅ Equal,22,8,14
83_Recombination events.csv|4786,4786,83_Recombination events.csv,5652,7881,"['11', '24', '28', '31', '4', '49']",1000,2.5e-05,0.01,0.1,5000,50,1,5658,7884,5658-7884,"['4', '28', '11', '49', '24', '31']","['30', '7', '6']","['39', '15']",6.0,3.0,9.0,99.7,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (6/6),58.94,100.0,6/6,100.0,6.0,6.0,6/6,98.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,4786,5652-7881,33.33333333333333,99.1,1,66.66666666666666,2,206,2,2,2,14,0,12,100.0%,14.3%,✅ Equal,16,4,12
13_Recombination events.csv|4862,4862,13_Recombination events.csv,6450,10000,"['22', '23', '34', '39', '44', '7']",1000,2.5e-05,0.01,0.1,5000,50,1,6434,9984,6434-9984,"['23', '39', '44', '22', '7', '34']",['8'],"['36', '43', '19', '48', '45', '21', '41', '16']",16.0,16.0,32.0,99.5,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (6/6),56.900000000000006,100.0,6/6,100.0,6.0,6.0,6/6,95.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,4862,6450-10000,33.33333333333333,96.8,1,66.66666666666666,4,207,4,4,4,13,0,9,100.0%,30.8%,✅ Equal,17,8,9
8_Recombination events.csv|4894,4894,8_Recombination events.csv,7461,10000,"['1', '39', '47']",1000,2.5e-05,0.01,0.1,5000,50,1,7462,9973,7462-9973,"['1', '47', '39']","['20', '19', '12']","['30', '17', '9', '14', '50', '49', '34']",1.0,27.0,28.0,98.9,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (3/3),56.78,100.0,3/3,100.0,3.0,3.0,3/3,94.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4894,7461-10000,33.33333333333333,97.2,1,66.66666666666666,3,208,4,4,5,29,1,25,80.0%,13.8%,✅ Equal,34,8,26
11_Recombination events.csv|4964,4964,11_Recombination events.csv,2529,10000,"['20', '48', '9']",1000,2.5e-05,0.01,0.1,5000,50,2,2538,9989,2538-9989,"['48', '20', '9']","['18', '14', '12']","['35', '25', '5', '17', '4', '29', '44', '11', '38', '42', '37', '2']",9.0,11.0,20.0,99.7,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (3/3),56.94,100.0,3/3,100.0,3.0,3.0,3/3,96.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,4964,2529-10000,33.33333333333333,98.0,2,65.91289782244556,4,209,5,5,7,14,2,9,71.4%,35.7%,✅ Equal,21,10,11
15_Recombination events.csv|4820,4820,15_Recombination events.csv,2130,10000,"['13', '35', '38']",1000,2.5e-05,0.01,0.1,5000,50,6,2128,9974,2128-9974,"['13', '38', '35']","['25', '39', '19', '42', '47', '24']","['17', '37', '18', '2']",2.0,26.0,28.0,99.7,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (3/3),56.94,100.0,3/3,100.0,3.0,3.0,3/3,93.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,4820,2130-10000,33.33333333333333,97.2,6,65.90678824721377,3,210,5,5,7,14,2,9,71.4%,35.7%,✅ Equal,21,10,11
58_Recombination events.csv|3824,3824,58_Recombination events.csv,1707,7431,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '8', '9']",1000,2.5e-05,0.01,0.1,5000,50,4,1694,7420,1694-7420,"['18', '29', '49']","['25', '36', '27', '13', '32', '9', '14', '48', '21', '8', '47', '15', '30', '4', '19', '1', '11', '41', '16', '24', '33', '31', '35', '3', '5', '39', '22', '42', '34', '44', '17', '10', '46', '28', '43', '45', '37']","['20', '23', '6', '38', '2', '26', '7', '12']",13.0,11.0,24.0,99.8,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (3/3),56.96,6.4,3/3,100.0,47.0,3.0,3/3,97.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,3824,1707-7431,33.33333333333333,97.6,4,65.81067472306142,3,211,4,4,5,21,1,17,80.0%,19.0%,✅ Equal,26,8,18
35_Recombination events.csv|4977,4977,35_Recombination events.csv,4263,9864,"['23', '46', '50']",1000,2.5e-05,0.01,0.1,5000,50,1,4248,9857,4248-9857,"['23', '50', '46']","['16', '27']","['26', '34']",15.0,7.0,22.0,99.9,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (3/3),56.980000000000004,100.0,3/3,100.0,3.0,3.0,3/3,97.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,4977,4263-9864,33.33333333333333,97.8,1,65.61561561561561,2,212,5,4,5,17,0,13,100.0%,23.5%,❌ Diff: RDP=5 vs Santa=4,22,9,13
46_Recombination events.csv|4763,4763,46_Recombination events.csv,6702,10000,"['12', '15', '25', '29', '42', '44', '9']",1000,2.5e-05,0.01,0.1,5000,50,1,6680,9972,6680-9972,"['25', '9', '44', '12', '42', '15']","['20', '23', '43', '19', '22', '37']","['3', '10', '32', '29', '48', '18', '50', '34']",22.0,28.0,50.0,99.2,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (6/6),56.84,85.7,6/6,100.0,7.0,6.0,6/6,92.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,4763,6702-10000,33.33333333333333,95.0,1,65.43463381245721,2,213,4,4,6,15,2,11,66.7%,26.7%,✅ Equal,21,8,13
56_Recombination events.csv|4703,4703,56_Recombination events.csv,2043,4776,"['17', '19', '2', '35']",1000,2.5e-05,0.01,0.1,5000,50,5,2042,4774,2042-4774,"['35', '17', '19', '2']","['11', '33', '10', '29']","['18', '31']",1.0,2.0,3.0,99.9,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,✅ Complete (4/4),58.980000000000004,100.0,4/4,100.0,4.0,4.0,4/4,99.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,4703,2043-4776,25.0,99.7,5,65.27777777777777,3,214,5,5,13,24,8,19,38.5%,20.8%,✅ Equal,37,10,27
4_Recombination events.csv|4765,4765,4_Recombination events.csv,564,5667,"['1', '18', '25', '32', '34', '46']",1000,2.5e-05,0.01,0.1,5000,50,4,590,5675,590-5675,"['25', '46', '32', '1', '18', '34']",['49'],"['43', '11', '42', '15']",26.0,8.0,34.0,99.5,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (6/6),56.900000000000006,100.0,6/6,100.0,6.0,6.0,6/6,96.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4765,564-5667,33.33333333333333,96.6,4,65.25821596244131,4,215,4,4,4,7,0,3,100.0%,57.1%,✅ Equal,11,8,3
86_Recombination events.csv|4819,4819,86_Recombination events.csv,5898,10000,"['1', '12', '40', '48']",1000,2.5e-05,0.01,0.1,5000,50,2,5855,9824,5855-9824,"['1', '48', '40', '12']","['3', '6', '44', '11', '38', '45', '50', '8', '31', '24', '2']","['13', '30', '43', '14']",43.0,176.0,219.0,95.7,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (4/4),54.14,100.0,4/4,100.0,4.0,4.0,4/4,73.3,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,4819,5898-10000,50.0,78.1,2,65.25773195876289,3,216,4,4,4,18,0,14,100.0%,22.2%,✅ Equal,22,8,14
88_Recombination events.csv|4850,4850,88_Recombination events.csv,2664,10000,"['11', '39', '50']",1000,2.5e-05,0.01,0.1,5000,50,4,2675,9972,2675-9972,"['11', '50', '39']","['35', '48', '18', '24', '44']","['8', '43', '41', '15']",11.0,28.0,39.0,99.5,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (3/3),56.900000000000006,100.0,3/3,100.0,3.0,3.0,3/3,92.7,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,4850,2664-10000,33.33333333333333,96.1,4,64.95812395309883,3,217,4,4,4,8,0,4,100.0%,50.0%,✅ Equal,12,8,4
69_Recombination events.csv|4938,4938,69_Recombination events.csv,7602,9219,"['15', '27', '37', '43', '45']",1000,2.5e-05,0.01,0.1,5000,50,3,7575,9138,7575-9138,"['27', '43', '45', '37', '15']","['25', '13', '11', '50', '8']","['17', '36', '28', '18', '49', '40', '16', '7', '31']",27.0,81.0,108.0,95.0,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (5/5),56.0,100.0,5/5,100.0,5.0,5.0,5/5,66.6,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,4938,7602-9219,40.0,89.2,3,64.73420260782348,3,218,5,4,5,13,0,9,100.0%,30.8%,❌ Diff: RDP=5 vs Santa=4,18,9,9
54_Recombination events.csv|4949,4949,54_Recombination events.csv,3660,4800,"['32', '40', '46', '8', '9']",1000,2.5e-05,0.01,0.1,5000,50,3,3669,4672,3669-4672,"['46', '32', '9', '40', '8']","['25', '23', '19', '14', '38', '26']","['7', '15']",9.0,128.0,137.0,88.0,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (5/5),52.6,100.0,5/5,100.0,5.0,5.0,5/5,39.9,97.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,4949,3660-4800,20.0,86.3,3,63.76267748478702,2,219,5,5,5,18,0,13,100.0%,27.8%,✅ Equal,23,10,13
37_Recombination events.csv|4741,4741,37_Recombination events.csv,3204,10000,"['16', '45', '46']",1000,2.5e-05,0.01,0.1,5000,50,2,3548,9879,3548-9879,"['16', '46', '45']","['3', '10']","['9', '29']",344.0,121.0,465.0,93.2,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (3/3),53.64,100.0,3/3,100.0,3.0,3.0,3/3,27.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,4741,3204-10000,33.33333333333333,53.5,2,63.49116873355881,2,220,2,2,2,11,0,9,100.0%,18.2%,✅ Equal,13,4,9
74_Recombination events.csv|4821,4821,74_Recombination events.csv,8304,10000,"['16', '36', '47', '5']",1000,2.5e-05,0.01,0.1,5000,50,2,8533,9982,8533-9982,"['16', '5', '47', '36']","['23', '27', '13', '9', '49', '12', '15', '30', '19', '1', '24', '39', '34', '7', '44', '2', '17', '43', '37']","['3', '10', '4', '28', '32', '31']",229.0,18.0,247.0,85.4,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (4/4),52.08,100.0,4/4,100.0,4.0,4.0,4/4,27.2,94.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,4821,8304-10000,50.0,75.3,2,62.991927346115034,2,221,3,3,5,26,2,23,60.0%,11.5%,✅ Equal,31,6,25
33_Recombination events.csv|1762,1762,33_Recombination events.csv,8217,10000,"['11', '13', '15', '2', '20', '21', '24', '29', '3', '40', '41', '49', '5', '50']",1000,2.5e-05,0.01,0.1,5000,50,4,8670,9976,8670-9976,"['5', '3', '20', '40', '13', '29', '11', '50', '49', '21', '15', '41', '24', '2']","['25', '36', '32', '14', '48', '47', '12', '6', '4', '19', '1', '31', '39', '42', '7', '17', '46', '28', '43']","['10', '22', '18', '38', '16', '33', '44']",453.0,24.0,477.0,73.24733595064498,1783.0,445.8,25.0,Step 1: Approximate,Case_A_End_End,Exact Recombinant Match,,41.078038618700425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,1762,8217-10000,71.42857142857143,52.300000000000004,4,62.58992805755396,3,222,4,4,4,18,0,14,100.0%,22.2%,✅ Equal,22,8,14
58_Recombination events.csv|4663,4663,58_Recombination events.csv,825,7920,"['12', '20', '38', '40']",1000,2.5e-05,0.01,0.1,5000,50,2,828,7924,828-7924,"['20', '38', '40', '12']","['35', '5', '30', '10', '27', '43', '9', '39', '11', '21', '42', '24', '44']","['23', '6', '26', '7', '2']",3.0,4.0,7.0,100.0,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (4/4),59.0,100.0,4/4,100.0,4.0,4.0,4/4,98.8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,4663,825-7920,25.0,99.3,2,62.5,4,223,4,4,5,21,1,17,80.0%,19.0%,✅ Equal,26,8,18
22_Recombination events.csv|4960,4960,22_Recombination events.csv,7137,8541,"['11', '30', '38']",1000,2.5e-05,0.01,0.1,5000,50,3,7180,8603,7180-8603,"['30', '11', '38']","['22', '5', '24']","['23', '47', '45', '8', '26', '31']",43.0,62.0,105.0,96.9,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (3/3),56.38,100.0,3/3,100.0,3.0,3.0,3/3,62.6,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,4960,7137-8541,33.33333333333333,89.5,3,62.42331288343558,3,224,3,3,3,28,0,25,100.0%,10.7%,✅ Equal,31,6,25
18_Recombination events.csv|5018,5018,18_Recombination events.csv,1488,10000,"['10', '12', '29']",1000,2.5e-05,0.01,0.1,5000,50,7,1537,9959,1537-9959,"['10', '29', '12']",['46'],['35'],49.0,41.0,90.0,98.9,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (3/3),56.78,100.0,3/3,100.0,3.0,3.0,3/3,69.8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,5018,1488-10000,33.33333333333333,91.0,7,62.34939759036145,5,225,6,6,7,25,1,19,85.7%,24.0%,✅ Equal,32,12,20
3_Recombination events.csv|4952,4952,3_Recombination events.csv,3987,6921,"['10', '13', '39', '42', '44', '8']",1000,2.5e-05,0.01,0.1,5000,50,3,4020,6522,4020-6522,"['10', '13', '39', '42', '8', '44']","['35', '17', '20', '6', '41']","['28', '33', '21']",33.0,399.0,432.0,85.3,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (6/6),52.06,100.0,6/6,100.0,6.0,6.0,6/6,26.4,94.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4952,3987-6921,66.66666666666666,56.8,3,61.818789702440654,2,226,3,3,3,24,0,21,100.0%,12.5%,✅ Equal,27,6,21
85_Recombination events.csv|4566,4566,85_Recombination events.csv,2721,4929,"['1', '15', '18', '24', '31', '7']",1000,2.5e-05,0.01,0.1,5000,50,7,2816,4922,2816-4922,"['4', '3', '24', '40']","['1', '18', '31', '7', '15']","['5', '25', '10', '43', '32', '9', '44', '14', '22', '45', '41', '42', '8', '50', '12']",95.0,7.0,102.0,95.4,,,,Step 2: Best Match,❌ Poor (1/4),,❌ Poor (1/4),33.58,11.1,1/4,25.0,6.0,4.0,1/4,76.9,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,4566,2721-4929,25.0,89.8,7,57.4,5,227,6,6,7,23,1,17,85.7%,26.1%,✅ Equal,30,12,18
42_Recombination events.csv|4796,4796,42_Recombination events.csv,2667,6972,"['1', '15', '18', '22', '26', '3', '30', '38', '44', '45', '47']",1000,2.5e-05,0.01,0.1,5000,50,3,2670,6417,2670-6417,"['3', '30', '44', '1', '22', '18', '38', '45', '47', '26', '15']","['28', '39', '11', '50', '49', '40', '37']","['5', '25', '23', '6', '4', '9', '48', '41', '42']",3.0,555.0,558.0,87.0,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (11/11),50.400000000000006,100.0,11/11,100.0,11.0,11.0,11/11,35.2,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,4796,2667-6972,63.63636363636363,44.199999999999996,3,54.18660287081339,4,228,4,4,5,20,1,16,80.0%,20.0%,✅ Equal,25,8,17
