SantaID,Santa_Event,Santa_Tag,Santa_INI,Santa_END,Santa_Recombinant,santa_popSize,santa_mutationRate,santa_recombProb,santa_dualInfectProb,santa_genCount,santa_sampleSize,RDP_Event_ID,RDP_INI,RDP_END,RDP_Breakpoints,RDP_Recombinant,RDP_Minor,RDP_Major,INI_Difference,END_Difference,Total_Difference,Overlap_Percentage,Fragment_Size,Dynamic_Tolerance,Tolerance_Percent,Source_Tab,Match_Type,Validation,Recombinant_Match_Quality,Quality_Score,Jaccard_Similarity,Sequence_Ratio,Sequence_Coverage,Santa_Recombinant_Count,RDP_Recombinant_Count,Covered_Sequences,Breakpoint_Score,Overlap_Score,Santa_Breakpoint,Santa_Size,Santa_Seqs_Count,Santa_Recombinant_Full,Santa_Recombinant_List,Chain_Score,Start_Score,End_Score,Continuity_Score,Recombinant_Score,Seq_Ratio,Seq_Ratio_%,Reaches_Santa_End,Reaches_End,Reaches_Start,RDP_Recombinant_Full,RDP_Recombinant_List,RDP_Tags,Chain_Length,Chain_INI,Chain_END,Start_Distance,End_Distance,Total_Gap,Chain_Logic_Valid,Logic_Validation_Msg,All_Collected_Recombinants,All_Collected_Recombinants_Count,Recombinants_List,Coverage_Percentage,Start_Gap,End_Gap,_Total_Distance,RDP_Match_Types,Tag,Santa_ID,Santa_Breakpoints,Recombinant_Match_Score,Start_End_Diff_Score,RDP_Set,Tag_Specific_Quality_Score,Tag_Rank,Global_Rank,Tag_RDP_Count,Tag_Santa_Count,Tag_Original_RDP_Count,Tag_Original_Santa_Count,Tag_Remaining_RDP,Tag_Remaining_Santa,Tag_RDP_Match_Rate,Tag_Santa_Match_Rate,RDP_Santa_Equal,Tag_Total_Original,Tag_Total_Matched,Tag_Total_Remaining
1_Recombination events.csv|9903,9903,1_Recombination events.csv,4968,5703,['46'],1000,0.0002,0.02,0.1,5000,50,2,4968,5700,4968-5700,['46'],['39'],"['21', '11']",0.0,3.0,3.0,99.6,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,🎯 Perfect (1/1),58.92,100.0,1/1,100.0,1.0,1.0,1/1,98.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9903,4968-5703,100.0,99.7,2,100.0,1,1,7,7,10,39,3,32,70.0%,17.9%,✅ Equal,49,14,35
100_Recombination events.csv|5214,5214,100_Recombination events.csv,5946,7521,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0002,0.02,0.1,5000,50,8,6108,7409,6108-7409,"['44', '7', '12', '36', '11', '27']","['38', '26', '23', '16', '2', '3', '35', '6', '32', '45', '14', '1', '42', '47', '5', '4', '25', '21', '41', '30', '49', '18', '13', '10', '24', '39', '48', '9', '20', '15', '22', '40', '34', '31']","['50', '8', '33', '28', '43', '19', '17', '37', '46']",162.0,112.0,274.0,82.6,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (6/6),51.519999999999996,12.0,6/6,100.0,50.0,6.0,6/6,13.0,91.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,5214,5946-7521,66.66666666666666,72.6,8,69.66966966966966,3,370,8,7,10,66,2,59,80.0%,10.6%,❌ Diff: RDP=8 vs Santa=7,76,15,61
49_Recombination events.csv|7082,7082,49_Recombination events.csv,2430,9171,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0002,0.02,0.1,5000,50,4,2092,9049,2092-9049,"['40', '8', '9', '12', '37', '36', '19', '20', '14', '41', '5', '21', '30', '24', '45', '46', '7', '2', '35', '47', '1', '6', '44', '17', '49']","['25', '42', '22', '33', '13', '15', '16', '26', '11']","['32', '39', '31', '23', '18', '28', '43', '48', '10', '38', '50', '34', '29']",338.0,122.0,460.0,98.2,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (25/25),54.64,50.0,25/25,100.0,50.0,25.0,25/25,29.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,7082,2430-9171,84.0,54.0,4,69.02702702702703,3,371,7,7,11,48,4,41,63.6%,14.6%,✅ Equal,59,14,45
15_Recombination events.csv|6882,6882,15_Recombination events.csv,6906,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0002,0.02,0.1,5000,50,8,6722,9850,6722-9850,"['30', '26', '38', '25', '34', '28', '9', '10', '11', '46']","['7', '21', '37', '14', '18', '12', '8', '29', '16', '24', '27', '13', '39', '23']","['15', '22', '19', '3', '17', '2']",184.0,150.0,334.0,95.2,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (10/10),54.040000000000006,20.0,10/10,100.0,50.0,10.0,10/10,46.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,6882,6906-10000,70.0,66.6,8,68.40020060180541,8,372,11,11,14,54,3,43,78.6%,20.4%,✅ Equal,68,22,46
8_Recombination events.csv|4968,4968,8_Recombination events.csv,2025,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0002,0.02,0.1,5000,50,8,2394,9986,2394-9986,"['14', '24', '4', '48', '10', '30', '33', '19']","['32', '6']","['8', '36', '27', '13', '43', '26', '20', '31', '25', '22', '21', '45', '46', '7', '2', '35', '39', '44', '38', '16', '49']",369.0,14.0,383.0,95.2,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (8/8),54.040000000000006,16.0,8/8,100.0,50.0,8.0,8/8,5.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4968,2025-10000,75.0,61.7,8,68.38088088088088,5,373,13,13,19,49,6,36,68.4%,26.5%,✅ Equal,68,26,42
15_Recombination events.csv|8227,8227,15_Recombination events.csv,1500,10000,['15'],1000,0.0002,0.02,0.1,5000,50,9,946,9904,946-9904,['15'],"['7', '21', '37', '14', '12', '8', '29', '16', '24', '27', '13', '39', '23']",['1'],554.0,96.0,650.0,98.87058823529412,1500.0,375.0,25.0,Step 1: Approximate,Case_A_End_End,Exact Recombinant Match,,52.77411764705883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,8227,1500-10000,100.0,35.0,9,67.55265797392177,9,374,11,11,14,54,3,43,78.6%,20.4%,✅ Equal,68,22,46
98_Recombination events.csv|8468,8468,98_Recombination events.csv,5115,6264,"['1', '10', '11', '12', '13', '14', '16', '17', '18', '19', '21', '22', '25', '28', '30', '32', '33', '35', '36', '38', '4', '40', '41', '47', '48', '49', '6', '9']",1000,0.0002,0.02,0.1,5000,50,7,4986,6232,4986-6232,"['17', '18', '10', '19']","['39', '50', '5', '20', '15', '2', '45', '34', '3', '42', '49', '31', '24']","['28', '35']",129.0,32.0,161.0,97.2,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (4/4),54.44,14.3,4/4,100.0,28.0,4.0,4/4,29.9,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,8468,5115-6264,50.0,83.9,7,67.03406813627255,4,375,5,5,10,49,5,44,50.0%,10.2%,✅ Equal,59,10,49
60_Recombination events.csv|9859,9859,60_Recombination events.csv,5511,8442,"['2', '24', '30']",1000,0.0002,0.02,0.1,5000,50,3,5511,8442,5511-8442,"['2', '30', '24']","['39', '47', '20', '14', '3', '46']","['35', '26', '7', '11']",0.0,0.0,0.0,100.0,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,✅ Complete (3/3),60.0,100.0,3/3,100.0,3.0,3.0,3/3,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,9859,5511-8442,33.33333333333333,100.0,3,66.66666666666666,3,376,10,10,21,64,11,54,47.6%,15.6%,✅ Equal,85,20,65
96_Recombination events.csv|9571,9571,96_Recombination events.csv,2058,10000,"['28', '32', '47', '49', '6']",1000,0.0002,0.02,0.1,5000,50,6,2058,10000,2058-10000,"['32', '49', '28', '47']","['45', '6', '11']","['44', '43']",0.0,0.0,0.0,100.0,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,✅ Complete (4/4),60.0,80.0,4/4,100.0,5.0,4.0,4/4,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,9571,2058-10000,25.0,100.0,6,66.66666666666666,6,377,19,19,22,60,3,41,86.4%,31.7%,✅ Equal,82,38,44
60_Recombination events.csv|9685,9685,60_Recombination events.csv,1653,2004,"['14', '2', '20', '24', '3', '30', '39', '46', '47']",1000,0.0002,0.02,0.1,5000,50,7,1654,2004,1654-2004,"['39', '3', '20']","['35', '7', '11']","['9', '33', '25', '16', '31']",1.0,0.0,1.0,99.7,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (3/3),58.94,33.3,3/3,100.0,9.0,3.0,3/3,98.6,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,9685,1653-2004,33.33333333333333,99.9,7,66.61666666666667,4,378,10,10,21,64,11,54,47.6%,15.6%,✅ Equal,85,20,65
37_Recombination events.csv|9795,9795,37_Recombination events.csv,2136,10000,"['25', '35', '40']",1000,0.0002,0.02,0.1,5000,50,3,2137,9999,2137-9999,"['40', '35', '25']",['24'],"['46', '37', '21']",1.0,1.0,2.0,100.0,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,✅ Complete (3/3),59.0,100.0,3/3,100.0,3.0,3.0,3/3,99.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,9795,2136-10000,33.33333333333333,99.8,3,66.61661661661661,5,379,9,9,13,42,4,33,69.2%,21.4%,✅ Equal,55,18,37
15_Recombination events.csv|1097,1097,15_Recombination events.csv,48,6375,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0002,0.02,0.1,5000,50,11,50,6710,50-6710,"['44', '22', '19', '3', '17', '2']","['7', '14', '12', '27', '21']","['49', '45', '31', '4']",2.0,335.0,337.0,100.0,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (6/6),55.0,12.0,6/6,100.0,50.0,6.0,6/6,54.1,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,1097,48-6375,66.66666666666666,66.3,11,66.58308258107655,10,380,11,11,14,54,3,43,78.6%,20.4%,✅ Equal,68,22,46
53_Recombination events.csv|9855,9855,53_Recombination events.csv,4818,10000,"['23', '34', '35', '7']",1000,0.0002,0.02,0.1,5000,50,2,4818,9998,4818-9998,"['7', '34', '35']","['36', '12']","['45', '32', '13', '41']",0.0,2.0,2.0,100.0,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,✅ Complete (3/3),59.0,75.0,3/3,100.0,4.0,3.0,3/3,99.8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,9855,4818-10000,33.33333333333333,99.8,2,66.56666666666666,6,381,11,11,23,58,12,47,47.8%,19.0%,✅ Equal,81,22,59
95_Recombination events.csv|9243,9243,95_Recombination events.csv,8652,10000,"['17', '39', '42', '47', '50']",1000,0.0002,0.02,0.1,5000,50,5,8652,9997,8652-9997,"['17', '50', '47']","['5', '34']","['45', '7', '11']",0.0,3.0,3.0,99.8,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (3/3),58.96,60.0,3/3,100.0,5.0,3.0,3/3,98.9,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,9243,8652-10000,33.33333333333333,99.7,5,66.51666666666667,5,382,10,9,15,50,5,41,66.7%,18.0%,❌ Diff: RDP=10 vs Santa=9,65,19,46
51_Recombination events.csv|9565,9565,51_Recombination events.csv,2616,10000,"['13', '8', '9']",1000,0.0002,0.02,0.1,5000,50,7,2616,9996,2616-9996,"['9', '8', '13']",['40'],"['49', '7']",0.0,4.0,4.0,99.9,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,✅ Complete (3/3),58.980000000000004,100.0,3/3,100.0,3.0,3.0,3/3,99.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,9565,2616-10000,33.33333333333333,99.6,7,66.5165165165165,8,383,8,8,8,51,0,43,100.0%,15.7%,✅ Equal,59,16,43
98_Recombination events.csv|9823,9823,98_Recombination events.csv,8376,10000,"['11', '25', '47']",1000,0.0002,0.02,0.1,5000,50,2,8378,9997,8378-9997,"['47', '25', '11']",['28'],"['40', '30', '41']",2.0,3.0,5.0,99.7,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (3/3),58.94,100.0,3/3,100.0,3.0,3.0,3/3,98.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,9823,8376-10000,33.33333333333333,99.5,2,66.51636606546427,5,384,5,5,10,49,5,44,50.0%,10.2%,✅ Equal,59,10,49
25_Recombination events.csv|9819,9819,25_Recombination events.csv,3342,10000,"['15', '21', '23', '29', '37', '49']",1000,0.0002,0.02,0.1,5000,50,2,3342,9995,3342-9995,"['37', '15', '29', '49', '21', '23']","['40', '50']","['7', '6', '12', '45', '31', '19', '36', '27', '17', '13']",0.0,5.0,5.0,99.9,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,✅ Complete (6/6),58.980000000000004,100.0,6/6,100.0,6.0,6.0,6/6,99.3,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,9819,3342-10000,33.33333333333333,99.5,2,66.51636606546427,3,385,4,4,6,47,2,43,66.7%,8.5%,✅ Equal,53,8,45
46_Recombination events.csv|9929,9929,46_Recombination events.csv,9111,10000,"['1', '13', '27']",1000,0.0002,0.02,0.1,5000,50,1,9110,9995,9110-9995,"['13', '1', '27']","['19', '15']",['39'],1.0,5.0,6.0,99.4,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (3/3),58.88,100.0,3/3,100.0,3.0,3.0,3/3,96.6,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,9929,9111-10000,33.33333333333333,99.4,1,66.51621531260449,3,386,6,6,6,37,0,31,100.0%,16.2%,✅ Equal,43,12,31
77_Recombination events.csv|9863,9863,77_Recombination events.csv,8451,10000,"['25', '33', '42']",1000,0.0002,0.02,0.1,5000,50,6,8450,9974,8450-9974,"['42', '33', '25']","['39', '20', '47']","['18', '15', '11', '45', '31', '35']",1.0,26.0,27.0,98.3,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (3/3),56.66,100.0,3/3,100.0,3.0,3.0,3/3,91.3,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,9863,8451-10000,33.33333333333333,97.3,6,66.5129781420765,4,387,8,8,9,62,1,54,88.9%,12.9%,✅ Equal,71,16,55
71_Recombination events.csv|9080,9080,71_Recombination events.csv,5073,5709,"['11', '18', '3', '31', '42', '5']",1000,0.0002,0.02,0.1,5000,50,6,5076,5710,5076-5710,"['3', '42', '11']","['15', '14']","['47', '29', '9', '8', '22', '16', '37', '36', '40', '45', '41', '43', '30', '49', '13', '10', '24']",3.0,1.0,4.0,99.5,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (3/3),58.900000000000006,50.0,3/3,100.0,6.0,3.0,3/3,96.9,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,9080,5073-5709,33.33333333333333,99.6,6,66.46666666666667,5,388,10,10,19,74,9,64,52.6%,13.5%,✅ Equal,93,20,73
61_Recombination events.csv|9711,9711,61_Recombination events.csv,5451,6885,"['15', '20', '40']",1000,0.0002,0.02,0.1,5000,50,3,5446,6886,5446-6886,"['40', '20', '15']","['39', '6', '38', '12', '36', '43', '27', '42', '13']",['7'],5.0,1.0,6.0,100.0,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (3/3),59.0,100.0,3/3,100.0,3.0,3.0,3/3,97.9,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,9711,5451-6885,33.33333333333333,99.4,3,66.46626586506346,3,389,6,6,6,46,0,40,100.0%,13.0%,✅ Equal,52,12,40
34_Recombination events.csv|9858,9858,34_Recombination events.csv,2775,3966,"['16', '40', '41']",1000,0.0002,0.02,0.1,5000,50,4,2786,3968,2786-3968,"['16', '41', '40']",['11'],['26'],11.0,2.0,13.0,99.1,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (3/3),56.82,100.0,3/3,100.0,3.0,3.0,3/3,94.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,9858,2775-3966,33.33333333333333,98.7,4,66.46485031954255,6,390,7,7,9,37,2,30,77.8%,18.9%,✅ Equal,46,14,32
8_Recombination events.csv|10010,10010,8_Recombination events.csv,4839,10000,"['15', '34', '37']",1000,0.0002,0.02,0.1,5000,50,1,4841,9996,4841-9996,"['37', '34', '15']",['21'],"['32', '6']",2.0,4.0,6.0,99.9,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,✅ Complete (3/3),58.980000000000004,100.0,3/3,100.0,3.0,3.0,3/3,99.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,10010,4839-10000,33.33333333333333,99.4,1,66.41641641641641,6,391,13,13,19,49,6,36,68.4%,26.5%,✅ Equal,68,26,42
63_Recombination events.csv|9542,9542,63_Recombination events.csv,3783,4383,"['18', '23', '47']",1000,0.0002,0.02,0.1,5000,50,4,3789,4384,3789-4384,"['23', '18', '47']",['26'],"['36', '40', '34', '27', '30', '49', '31', '13']",6.0,1.0,7.0,99.0,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (3/3),58.8,100.0,3/3,100.0,3.0,3.0,3/3,94.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,9542,3783-4383,33.33333333333333,99.3,4,66.36636636636635,3,392,3,3,5,36,2,33,60.0%,8.3%,✅ Equal,41,6,35
36_Recombination events.csv|9751,9751,36_Recombination events.csv,282,3525,"['1', '40', '41', '45', '49', '5']",1000,0.0002,0.02,0.1,5000,50,2,281,3518,281-3518,"['41', '40', '45', '1', '5', '49']","['23', '8', '6', '28', '50']",['26'],1.0,7.0,8.0,99.8,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (6/6),58.96,100.0,6/6,100.0,6.0,6.0,6/6,98.8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,9751,282-3525,33.33333333333333,99.2,2,66.36606546426185,6,393,9,9,16,42,7,33,56.2%,21.4%,✅ Equal,58,18,40
92_Recombination events.csv|9793,9793,92_Recombination events.csv,9375,10000,"['10', '20', '29']",1000,0.0002,0.02,0.1,5000,50,4,9371,9996,9371-9996,"['29', '20', '10']","['36', '17', '50']","['3', '24']",4.0,4.0,8.0,99.4,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (3/3),58.88,100.0,3/3,100.0,3.0,3.0,3/3,93.6,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,9793,9375-10000,33.33333333333333,99.2,4,66.31631631631632,4,394,7,7,10,34,3,27,70.0%,20.6%,✅ Equal,44,14,30
92_Recombination events.csv|9295,9295,92_Recombination events.csv,6060,10000,"['22', '42', '48']",1000,0.0002,0.02,0.1,5000,50,5,6050,9998,6050-9998,"['42', '22', '48']","['38', '8', '23', '16', '11', '2', '35', '32', '14', '1', '46', '47', '5', '41', '30', '7', '15', '43', '31']","['33', '25', '28', '34', '19', '49', '18', '13']",10.0,2.0,12.0,99.9,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (3/3),58.980000000000004,100.0,3/3,100.0,3.0,3.0,3/3,98.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,9295,6060-10000,33.33333333333333,98.8,5,66.1161161161161,5,395,7,7,10,34,3,27,70.0%,20.6%,✅ Equal,44,14,30
38_Recombination events.csv|10247,10247,38_Recombination events.csv,3897,8754,"['15', '24', '28', '34', '36', '5']",1000,0.0002,0.02,0.1,5000,50,7,3898,8742,3898-8742,"['24', '5', '36', '28', '15', '34']","['50', '31']","['17', '35']",1.0,12.0,13.0,99.7,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (6/6),56.94,100.0,6/6,100.0,6.0,6.0,6/6,98.7,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,10247,3897-8754,33.33333333333333,98.7,7,66.11556446225785,4,396,8,8,10,33,2,25,80.0%,24.2%,✅ Equal,43,16,27
57_Recombination events.csv|9794,9794,57_Recombination events.csv,4857,9597,"['27', '35', '38']",1000,0.0002,0.02,0.1,5000,50,2,4850,9590,4850-9590,"['27', '38', '35']","['42', '46', '33']","['40', '36']",7.0,7.0,14.0,99.9,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (3/3),58.980000000000004,100.0,3/3,100.0,3.0,3.0,3/3,98.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,9794,4857-9597,33.33333333333333,98.6,2,66.11501170177198,3,397,7,7,10,26,3,19,70.0%,26.9%,✅ Equal,36,14,22
95_Recombination events.csv|2697,2697,95_Recombination events.csv,714,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0002,0.02,0.1,5000,50,6,724,9998,724-9998,"['30', '5', '34']","['11', '2', '3', '27', '29', '45', '1', '42', '46', '4', '33', '25', '18', '10', '24', '39', '7', '20', '40', '19', '44', '31']","['48', '38', '22', '9', '15', '36', '21', '32', '41', '43', '37', '49']",10.0,2.0,12.0,99.9,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (3/3),58.980000000000004,6.0,3/3,100.0,50.0,3.0,3/3,91.6,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,2697,714-10000,33.33333333333333,98.8,6,66.06666666666666,6,398,10,9,15,50,5,41,66.7%,18.0%,❌ Diff: RDP=10 vs Santa=9,65,19,46
62_Recombination events.csv|7592,7592,62_Recombination events.csv,2349,10000,"['1', '12', '13', '14', '15', '16', '17', '19', '2', '20', '21', '22', '23', '24', '25', '26', '28', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '45', '46', '47', '48', '49', '5', '6', '7', '9']",1000,0.0002,0.02,0.1,5000,50,6,2173,9996,2173-9996,"['45', '7', '43', '1']","['47', '9', '20', '15', '25', '34', '41', '30', '49', '46', '24']","['21', '26', '17']",176.0,4.0,180.0,99.9,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (4/4),54.980000000000004,9.5,4/4,100.0,42.0,4.0,4/4,61.7,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,7592,2349-10000,50.0,82.0,6,66.04104104104104,8,399,9,9,13,43,4,34,69.2%,20.9%,✅ Equal,56,18,38
64_Recombination events.csv|9466,9466,64_Recombination events.csv,3237,9927,"['14', '21', '24']",1000,0.0002,0.02,0.1,5000,50,3,3243,9920,3243-9920,"['21', '14', '24']","['46', '35']","['16', '2', '27', '17', '37', '6', '29', '45', '1', '42', '47', '5', '4', '33', '36', '28', '41', '30', '49', '18', '10', '7', '48', '50', '9', '34', '43', '31']",6.0,7.0,13.0,99.8,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (3/3),58.96,100.0,3/3,100.0,3.0,3.0,3/3,98.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,9466,3237-9927,33.33333333333333,98.7,3,66.01666666666667,2,400,8,8,12,54,4,46,66.7%,14.8%,✅ Equal,66,16,50
82_Recombination events.csv|3741,3741,82_Recombination events.csv,3801,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0002,0.02,0.1,5000,50,4,3456,9997,3456-9997,"['50', '20', '36', '45', '3', '24']","['26', '8', '16', '11', '27', '17', '37', '29', '14', '1', '42', '46', '4', '33', '25', '21', '30', '49', '13', '10', '9', '22', '15', '34', '44', '31']","['39', '7', '6', '38', '48', '5', '23', '12', '2', '28', '32', '41', '19', '18', '35']",345.0,3.0,348.0,100.0,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (6/6),55.0,12.0,6/6,100.0,50.0,6.0,6/6,54.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,3741,3801-10000,66.66666666666666,65.2,4,65.99866399465597,4,401,4,4,4,32,0,28,100.0%,12.5%,✅ Equal,36,8,28
3_Recombination events.csv|3797,3797,3_Recombination events.csv,9555,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0002,0.02,0.1,5000,50,9,9563,9988,9563-9988,"['3', '44', '30']","['26', '43']","['40', '17', '7', '16', '49', '34']",8.0,12.0,20.0,95.5,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (3/3),56.1,6.0,3/3,100.0,50.0,3.0,3/3,77.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3797,9555-10000,33.33333333333333,98.0,9,65.96244131455398,6,402,12,12,17,31,5,19,70.6%,38.7%,✅ Equal,48,24,24
