SantaID,Santa_Event,Santa_Tag,Santa_INI,Santa_END,Santa_Recombinant,santa_popSize,santa_mutationRate,santa_recombProb,santa_dualInfectProb,santa_genCount,santa_sampleSize,RDP_Event_ID,RDP_INI,RDP_END,RDP_Breakpoints,RDP_Recombinant,RDP_Minor,RDP_Major,INI_Difference,END_Difference,Total_Difference,Overlap_Percentage,Fragment_Size,Dynamic_Tolerance,Tolerance_Percent,Source_Tab,Match_Type,Validation,Recombinant_Match_Quality,Quality_Score,Jaccard_Similarity,Sequence_Ratio,Sequence_Coverage,Santa_Recombinant_Count,RDP_Recombinant_Count,Covered_Sequences,Breakpoint_Score,Overlap_Score,Santa_Breakpoint,Santa_Size,Santa_Seqs_Count,Santa_Recombinant_Full,Santa_Recombinant_List,Chain_Score,Start_Score,End_Score,Continuity_Score,Recombinant_Score,Seq_Ratio,Seq_Ratio_%,Reaches_Santa_End,Reaches_End,Reaches_Start,RDP_Recombinant_Full,RDP_Recombinant_List,RDP_Tags,Chain_Length,Chain_INI,Chain_END,Start_Distance,End_Distance,Total_Gap,Chain_Logic_Valid,Logic_Validation_Msg,All_Collected_Recombinants,All_Collected_Recombinants_Count,Recombinants_List,Coverage_Percentage,Start_Gap,End_Gap,_Total_Distance,RDP_Match_Types,Tag,Santa_ID,Santa_Breakpoints,Recombinant_Match_Score,Start_End_Diff_Score,RDP_Set,Tag_Specific_Quality_Score,Tag_Rank,Global_Rank,Tag_RDP_Count,Tag_Santa_Count,Tag_Original_RDP_Count,Tag_Original_Santa_Count,Tag_Remaining_RDP,Tag_Remaining_Santa,Tag_RDP_Match_Rate,Tag_Santa_Match_Rate,RDP_Santa_Equal,Tag_Total_Original,Tag_Total_Matched,Tag_Total_Remaining
93_Recombination events.csv|2253,2253,93_Recombination events.csv,8646,9285,"['10', '16', '20', '22', '25', '28', '29', '3', '30', '34', '36', '37', '39', '40', '41', '44', '47', '48', '49', '5', '50', '6', '8']",1000,2.5e-05,0.005,0.1,5000,50,2,8656,9282,8656-9282,"['25', '29', '8', '44', '6', '40', '30', '20', '3', '39', '34', '41', '47', '50', '28', '22', '5', '16', '37', '49', '36']","['42', '35', '45', '24', '18', '27', '26', '12', '43']","['23', '11', '4', '13', '33', '14', '17', '1', '10', '31', '46', '7', '2', '32', '15', '9', '48', '19', '21', '38']",10.0,3.0,13.0,98.0,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (21/21),58.6,91.3,21/21,100.0,23.0,21.0,21/21,89.8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,2253,8646-9285,85.71428571428571,98.7,2,92.85714285714286,2,83,2,2,4,10,2,8,50.0%,20.0%,✅ Equal,14,4,10
89_Recombination events.csv|2423,2423,89_Recombination events.csv,2643,3876,['4'],1000,2.5e-05,0.005,0.1,5000,50,7,2806,3892,2806-3892,['4'],"['49', '13', '19', '22']","['34', '48', '5']",163.0,16.0,179.0,86.8,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),52.36,100.0,1/1,100.0,1.0,1.0,1/1,27.4,96.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,2423,2643-3876,100.0,82.1,7,91.54858299595142,5,84,7,7,8,12,1,5,87.5%,58.3%,✅ Equal,20,14,6
51_Recombination events.csv|2133,2133,51_Recombination events.csv,4041,10000,"['1', '10', '11', '13', '14', '15', '17', '2', '20', '21', '22', '23', '24', '25', '27', '3', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '45', '46', '47', '48', '49', '5', '50', '6', '7', '9']",1000,2.5e-05,0.005,0.1,5000,50,1,3984,9978,3984-9978,"['25', '42', '27', '43', '6', '11', '4', '40', '20', '13', '33', '3', '14', '34', '39', '41', '47', '1', '50', '22', '46', '45', '7', '15', '5', '9', '48', '38', '37', '21', '49', '10', '36']","['30', '31']","['19', '18', '8', '2', '12', '26', '29', '32', '44', '16', '28']",57.0,22.0,79.0,99.6,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (33/33),56.92,86.8,33/33,100.0,38.0,33.0,33/33,90.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,2133,4041-10000,87.87878787878788,92.1,1,90.88128996385876,3,85,4,4,4,8,0,4,100.0%,50.0%,✅ Equal,12,8,4
17_Recombination events.csv|2266,2266,17_Recombination events.csv,1476,7407,"['10', '13', '17', '2', '24', '25', '26', '27', '29', '31', '36', '37', '39', '4', '40', '41', '43', '44', '6', '8', '9']",1000,2.5e-05,0.005,0.1,5000,50,2,1453,7414,1453-7414,"['25', '27', '8', '29', '26', '44', '43', '4', '40', '13', '39', '41', '17', '31', '2', '9', '24', '37', '10', '36']","['11', '19', '35', '45', '30', '20', '23', '7', '33', '32', '47', '5', '49', '16', '28', '22']",['3'],23.0,7.0,30.0,100.0,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (20/20),57.0,95.2,20/20,100.0,21.0,20.0,20/20,96.3,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,2266,1476-7407,80.0,97.0,2,90.0,1,86,2,2,4,14,2,12,50.0%,14.3%,✅ Equal,18,4,14
18_Recombination events.csv|2343,2343,18_Recombination events.csv,1797,5073,"['1', '12', '14', '15', '16', '18', '2', '21', '23', '24', '26', '27', '28', '3', '30', '31', '36', '37', '4', '40', '42', '43', '44', '49']",1000,2.5e-05,0.005,0.1,5000,50,2,1736,5056,1736-5056,"['42', '23', '27', '12', '26', '44', '43', '4', '40', '3', '14', '1', '28', '31', '18', '2', '15', '16', '24', '37', '21', '49', '36']","['11', '19', '35', '46', '45', '7', '8', '32', '41', '5', '34', '17', '9', '10', '48', '22']","['6', '25', '13', '29', '47', '50', '38']",61.0,17.0,78.0,99.5,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (23/23),56.900000000000006,95.8,23/23,100.0,24.0,23.0,23/23,88.1,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,2343,1797-5073,82.6086956521739,92.2,2,89.77963699538243,2,87,2,2,2,5,0,3,100.0%,40.0%,✅ Equal,7,4,3
20_Recombination events.csv|2438,2438,20_Recombination events.csv,2499,3606,"['10', '36']",1000,2.5e-05,0.005,0.1,5000,50,5,2588,3770,2588-3770,"['10', '36']",['31'],"['15', '43']",89.0,164.0,253.0,91.9602529358627,1107.0,276.8,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,53.39205058717254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2438,2499-3606,100.0,74.7,5,87.61329305135952,1,88,4,4,5,12,1,8,80.0%,33.3%,✅ Equal,17,8,9
61_Recombination events.csv|2178,2178,61_Recombination events.csv,3705,10000,"['18', '19', '28', '30', '31', '32', '49', '5', '7']",1000,2.5e-05,0.005,0.1,5000,50,1,3705,9964,3705-9964,"['19', '31', '30', '7', '18', '32', '5', '49', '28']","['6', '11', '40', '46', '24', '29', '8', '12', '33', '37', '14', '50', '44', '1', '48']","['4', '20', '13', '26', '21', '43']",0.0,36.0,36.0,99.4,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (9/9),56.88,100.0,9/9,100.0,9.0,9.0,9/9,95.1,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,2178,3705-10000,55.55555555555556,96.4,1,84.72222222222223,2,89,2,2,3,4,1,2,66.7%,50.0%,✅ Equal,7,4,3
86_Recombination events.csv|2339,2339,86_Recombination events.csv,1875,3114,"['13', '18', '19', '20', '30', '32', '4', '45', '50']",1000,2.5e-05,0.005,0.1,5000,50,3,1904,3120,1904-3120,"['4', '19', '45', '30', '20', '13', '18', '32']","['40', '46', '23', '24', '2', '12', '37', '3', '14', '21', '39', '44', '43', '9']","['6', '25', '7', '41', '34', '17', '1', '38', '36', '48']",29.0,6.0,35.0,97.7,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (8/8),56.540000000000006,88.9,8/8,100.0,9.0,8.0,8/8,85.9,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,2339,1875-3114,62.5,96.5,3,80.28455284552845,2,90,4,4,4,10,0,6,100.0%,40.0%,✅ Equal,14,8,6
20_Recombination events.csv|2441,2441,20_Recombination events.csv,1758,4077,"['13', '29', '40', '49', '5', '9']",1000,2.5e-05,0.005,0.1,5000,50,1,1758,4146,1758-4146,"['40', '13', '29', '5', '49', '9']","['6', '16']",['2'],0.0,69.0,69.0,100.0,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (6/6),57.0,100.0,6/6,100.0,6.0,6.0,6/6,85.1,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2441,1758-4077,66.66666666666666,93.1,1,80.21148036253776,2,91,4,4,5,12,1,8,80.0%,33.3%,✅ Equal,17,8,9
65_Recombination events.csv|2346,2346,65_Recombination events.csv,8040,10000,"['24', '26', '34', '37', '45', '48']",1000,2.5e-05,0.005,0.1,5000,50,1,8027,9980,8027-9980,"['45', '24', '37', '34', '48']","['42', '25', '23', '29', '43', '11', '40', '13', '33', '39', '47', '17', '7', '32', '15', '5', '9', '19', '10', '36']","['41', '8', '46']",13.0,20.0,33.0,99.0,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (5/5),56.8,83.3,5/5,100.0,6.0,5.0,5/5,91.6,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,2346,8040-10000,60.0,96.7,1,78.54417670682732,2,92,4,4,4,14,0,10,100.0%,28.6%,✅ Equal,18,8,10
74_Recombination events.csv|793,793,74_Recombination events.csv,5706,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,2.5e-05,0.005,0.1,5000,50,2,5714,9551,5714-9551,"['3', '10', '2']","['42', '11', '19', '46', '7', '18', '33', '32', '14', '15', '5', '21', '39', '43', '50', '38']","['25', '23', '29', '8', '12', '26', '44', '6', '4', '40', '30', '20', '13', '47', '34', '17', '1', '28', '22', '31', '45', '9', '48', '35', '37', '36']",8.0,449.0,457.0,89.4,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (3/3),52.88,6.0,3/3,100.0,50.0,3.0,3/3,46.8,99.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,793,5706-10000,33.33333333333333,54.3,2,77.53549695740365,1,93,3,3,4,10,1,7,75.0%,30.0%,✅ Equal,14,6,8
86_Recombination events.csv|2240,2240,86_Recombination events.csv,6249,7203,"['11', '17', '27', '28', '29', '38', '50', '8']",1000,2.5e-05,0.005,0.1,5000,50,4,6320,7184,6320-7184,"['11', '29', '8', '27', '28']","['42', '40', '46', '16', '23', '24', '2', '12', '33', '37', '3', '14', '15', '21', '39', '43', '44', '9']","['6', '25', '4', '19', '45', '30', '20', '13', '7', '18', '32', '41', '34', '1', '48', '36']",71.0,19.0,90.0,90.6,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (5/5),55.120000000000005,62.5,5/5,100.0,8.0,5.0,5/5,52.8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,2240,6249-7203,60.0,91.0,4,76.23983739837398,3,94,4,4,4,10,0,6,100.0%,40.0%,✅ Equal,14,8,6
28_Recombination events.csv|2386,2386,28_Recombination events.csv,8139,10000,"['16', '33', '40', '41', '43', '46', '8']",1000,2.5e-05,0.005,0.1,5000,50,2,8182,9980,8182-9980,"['40', '46', '8', '33', '41', '43', '16']","['11', '19', '35', '23', '7', '3', '15', '5', '17']","['25', '42', '30', '20', '13', '27', '37', '1', '36']",43.0,20.0,63.0,96.6,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (7/7),56.32,100.0,7/7,100.0,7.0,7.0,7/7,83.1,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,2386,8139-10000,57.14285714285714,93.7,2,75.46832546832547,2,95,3,3,3,7,0,4,100.0%,42.9%,✅ Equal,10,6,4
22_Recombination events.csv|2524,2524,22_Recombination events.csv,4641,9885,"['15', '18', '2', '20', '26', '3']",1000,2.5e-05,0.005,0.1,5000,50,2,4646,9881,4646-9881,"['20', '18', '2', '26', '3', '15']",['45'],['38'],5.0,4.0,9.0,99.8,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,✅ Complete (6/6),58.96,100.0,6/6,100.0,6.0,6.0,6/6,99.1,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,2524,4641-9885,50.0,99.1,2,75.0,2,96,2,2,2,6,0,4,100.0%,33.3%,✅ Equal,8,4,4
96_Recombination events.csv|2465,2465,96_Recombination events.csv,6870,8397,"['10', '26', '29', '37', '6', '7']",1000,2.5e-05,0.005,0.1,5000,50,2,6874,8376,6874-8376,"['6', '29', '7', '26', '37', '10']","['32', '43', '19', '17']","['42', '27', '8', '12', '44', '4', '40', '30', '20', '13', '33', '3', '14', '39', '47', '50', '1', '31', '45', '18', '2', '5', '16', '9', '48', '35', '24', '21', '49', '38']",4.0,21.0,25.0,98.4,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (6/6),56.68000000000001,100.0,6/6,100.0,6.0,6.0,6/6,91.8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,2465,6870-8397,50.0,97.5,2,74.89764585465711,2,97,3,3,3,7,0,4,100.0%,42.9%,✅ Equal,10,6,4
16_Recombination events.csv|2303,2303,16_Recombination events.csv,1860,4341,"['12', '14', '15', '28', '31', '32', '34', '9']",1000,2.5e-05,0.005,0.1,5000,50,1,1917,4346,1917-4346,"['31', '12', '32', '14', '15', '34', '9', '28']","['25', '18', '5']","['13', '17']",57.0,5.0,62.0,97.7,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (8/8),56.540000000000006,100.0,8/8,100.0,8.0,8.0,8/8,87.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,2303,1860-4341,50.0,93.8,1,72.4216380182002,2,98,3,3,4,9,1,6,75.0%,33.3%,✅ Equal,13,6,7
98_Recombination events.csv|2498,2498,98_Recombination events.csv,3402,10000,['44'],1000,2.5e-05,0.005,0.1,5000,50,2,3946,9913,3946-9913,['44'],"['31', '20', '29', '27', '3', '47', '50', '9', '38', '36', '22']","['2', '21', '41', '43', '1']",544.0,87.0,631.0,90.43649590785087,3402.0,850.5,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,51.087299181570174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,2498,3402-10000,100.0,36.9,2,69.88146551724138,1,99,2,2,2,8,0,6,100.0%,25.0%,✅ Equal,10,4,6
65_Recombination events.csv|2392,2392,65_Recombination events.csv,4326,8472,"['1', '20', '38']",1000,2.5e-05,0.005,0.1,5000,50,2,4323,8471,4323-8471,"['1', '38', '20']","['25', '42', '23', '27', '29', '44', '43', '11', '40', '13', '33', '39', '47', '17', '7', '32', '15', '5', '16', '9', '19', '49', '10', '36']","['3', '18']",3.0,1.0,4.0,100.0,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,✅ Complete (3/3),59.0,100.0,3/3,100.0,3.0,3.0,3/3,99.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,2392,4326-8472,33.33333333333333,99.6,2,66.66666666666666,3,100,4,4,4,14,0,10,100.0%,28.6%,✅ Equal,18,8,10
33_Recombination events.csv|2261,2261,33_Recombination events.csv,123,4059,"['24', '31', '7']",1000,2.5e-05,0.005,0.1,5000,50,2,118,4068,118-4068,"['24', '7', '31']","['42', '23', '8', '12', '26', '6', '4', '40', '30', '20', '13', '3', '14', '39', '1', '28', '22', '46', '45', '35', '37', '49', '38', '36']","['11', '19', '29', '2', '33', '44', '21', '47', '5', '34', '50', '43', '10']",5.0,9.0,14.0,100.0,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (3/3),59.0,100.0,3/3,100.0,3.0,3.0,3/3,98.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,2261,123-4059,33.33333333333333,98.6,2,66.66666666666666,2,101,3,3,3,10,0,7,100.0%,30.0%,✅ Equal,13,6,7
36_Recombination events.csv|2190,2190,36_Recombination events.csv,1458,6909,"['26', '37', '6']",1000,2.5e-05,0.005,0.1,5000,50,3,1449,6956,1449-6956,"['6', '37', '26']",['10'],"['25', '42', '23', '27', '8', '29', '12', '44', '43', '11', '4', '40', '30', '20', '13', '33', '3', '14', '34', '39', '41', '17', '1', '50', '28', '22', '31', '45', '46', '7', '18', '2', '32', '15', '5', '16', '9', '48', '19', '35', '24', '21', '49', '38', '36']",9.0,47.0,56.0,100.0,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (3/3),57.0,100.0,3/3,100.0,3.0,3.0,3/3,93.8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,2190,1458-6909,33.33333333333333,94.4,3,64.48834853090172,3,102,4,4,4,7,0,3,100.0%,57.1%,✅ Equal,11,8,3
60_Recombination events.csv|2516,2516,60_Recombination events.csv,4224,10000,"['11', '16', '29']",1000,2.5e-05,0.005,0.1,5000,50,3,4234,9936,4234-9936,"['16', '11', '29']",['34'],"['1', '40']",10.0,64.0,74.0,98.7,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (3/3),56.74,100.0,3/3,100.0,3.0,3.0,3/3,91.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,2516,4224-10000,33.33333333333333,92.6,3,63.24614352783366,2,103,3,3,4,7,1,4,75.0%,42.9%,✅ Equal,11,6,5
16_Recombination events.csv|1968,1968,16_Recombination events.csv,3945,10000,"['12', '14', '15', '18', '25', '28', '31', '32', '34', '5', '9']",1000,2.5e-05,0.005,0.1,5000,50,4,3962,9900,3962-9900,"['25', '18', '5']","['19', '4', '45', '20', '39', '50', '49', '1', '38']","['13', '17']",17.0,100.0,117.0,98.1,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (3/3),56.620000000000005,27.3,3/3,100.0,11.0,3.0,3/3,85.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,1968,3945-10000,33.33333333333333,88.3,4,61.30771823390629,3,104,3,3,4,9,1,6,75.0%,33.3%,✅ Equal,13,6,7
51_Recombination events.csv|2520,2520,51_Recombination events.csv,9630,10000,"['17', '23', '24', '35']",1000,2.5e-05,0.005,0.1,5000,50,3,9621,9961,9621-9961,"['23', '24', '35', '17']","['21', '10', '3', '50']","['32', '26', '8', '12']",9.0,39.0,48.0,89.5,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (4/4),54.900000000000006,100.0,4/4,100.0,4.0,4.0,4/4,35.1,99.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,2520,9630-10000,25.0,95.2,3,61.02191641182467,4,105,4,4,4,8,0,4,100.0%,50.0%,✅ Equal,12,8,4
92_Recombination events.csv|2265,2265,92_Recombination events.csv,2139,10000,"['21', '26', '27', '37']",1000,2.5e-05,0.005,0.1,5000,50,2,2244,9936,2244-9936,"['37', '21', '27', '26']","['10', '14', '13', '18']","['25', '42', '23', '29', '8', '12', '44', '43', '6', '11', '4', '40', '30', '20', '33', '3', '39', '34', '41', '47', '17', '1', '50', '28', '22', '31', '45', '46', '7', '2', '32', '15', '5', '16', '9', '48', '19', '35', '24', '49', '38', '36']",105.0,64.0,169.0,97.9,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (4/4),54.58,100.0,4/4,100.0,4.0,4.0,4/4,60.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,2265,2139-10000,25.0,83.1,2,59.397810218978094,2,106,2,2,2,7,0,5,100.0%,28.6%,✅ Equal,9,4,5
20_Recombination events.csv|2401,2401,20_Recombination events.csv,4401,9114,"['18', '4']",1000,2.5e-05,0.005,0.1,5000,50,2,4406,9112,4406-9112,"['6', '4', '35', '45', '16', '23', '18', '33', '9', '38', '22']","['42', '20', '24', '32', '47', '17']","['3', '12', '8', '33']",5.0,2.0,7.0,99.9,,,,Step 2: Best Match,❌ Poor (2/11),,❌ Poor (2/11),34.440000000000005,18.2,2/11,18.2,2.0,11.0,2/11,99.3,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2401,4401-9114,0.0,99.3,2,50.0,3,107,4,4,5,12,1,8,80.0%,33.3%,✅ Equal,17,8,9
86_Recombination events.csv|2452,2452,86_Recombination events.csv,7068,10000,"['17', '38']",1000,2.5e-05,0.005,0.1,5000,50,2,7077,9993,7077-9993,"['38', '17']",['11'],['1'],9.0,7.0,16.0,99.5,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (2/2),58.900000000000006,100.0,2/2,100.0,2.0,2.0,2/2,97.3,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,2452,7068-10000,0.0,98.4,2,50.0,4,108,4,4,4,10,0,6,100.0%,40.0%,✅ Equal,14,8,6
32_Recombination events.csv|2477,2477,32_Recombination events.csv,4710,9894,"['22', '32']",1000,2.5e-05,0.005,0.1,5000,50,1,4710,9902,4710-9902,"['32', '22']","['13', '5', '11', '40']","['23', '45', '12']",0.0,8.0,8.0,100.0,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,✅ Complete (2/2),59.0,100.0,2/2,100.0,2.0,2.0,2/2,99.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,2477,4710-9894,0.0,99.2,1,50.0,3,109,3,3,3,9,0,6,100.0%,33.3%,✅ Equal,12,6,6
23_Recombination events.csv|2396,2396,23_Recombination events.csv,3999,4389,"['27', '38']",1000,2.5e-05,0.005,0.1,5000,50,2,4032,4378,4032-4378,"['38', '27']",['49'],['21'],33.0,11.0,44.0,88.7,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (2/2),54.74,100.0,2/2,100.0,2.0,2.0,2/2,43.6,98.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,2396,3999-4389,0.0,95.6,2,50.0,2,110,2,2,2,4,0,2,100.0%,50.0%,✅ Equal,6,4,2
87_Recombination events.csv|2455,2455,87_Recombination events.csv,2919,5886,2,1000,2.5e-05,0.005,0.1,5000,50,"4, 7",2930,5888,4907-5888 | 2930-4905,['2'] | ['2'],"['6', '23', '24', '27', '26', '39', '16', '38'] | ['7', '12']","['25', '35', '31', '45', '33', '32', '34', '10', '36', '28'] | ['44', '9', '40']",,,,100.0,,,,Step 6: Cross Matches,Cross Match (Case_S2_E1E),,,85.5,,,100.0,1.0,1.0,,,,2919-5886,2967.0,1.0,['2'],2,,,,,,1/1,100.0,✅ Yes,✅ Yes,✅ Yes,2,2,,2.0,,,,,,,,,,,100.0,,,13.0,,87,2455,2919-5886,0.0,98.7,"7, 4",50.0,3,111,4,3,7,11,3,8,57.1%,27.3%,❌ Diff: RDP=4 vs Santa=3,18,7,11
57_Recombination events.csv|2452,2452,57_Recombination events.csv,2460,10000,"['1', '32', '7']",1000,2.5e-05,0.005,0.1,5000,50,1,2468,9994,2468-9994,"['32', '1']",['7'],['9'],8.0,6.0,14.0,99.8,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (2/2),58.96,66.7,2/2,100.0,3.0,2.0,2/2,97.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,2452,2460-10000,0.0,98.6,1,50.0,2,112,3,3,3,8,0,5,100.0%,37.5%,✅ Equal,11,6,5
55_Recombination events.csv|2183,2183,55_Recombination events.csv,3978,10000,"['1', '10', '15', '28', '29', '3', '45', '8']",1000,2.5e-05,0.005,0.1,5000,50,1,1574,9900,1574-9900,"['45', '29', '8', '3', '15', '1', '10', '28']","['6', '25', '42', '40', '35', '31', '24', '13', '18', '27', '12', '33', '14', '21', '34', '39', '43', '36']","['23', '26', '44', '11', '4', '30', '20', '41', '47', '50', '17', '22', '46', '7', '2', '32', '5', '16', '9', '48', '19', '37', '49', '38']",2404.0,100.0,2504.0,98.33942211889737,3978.0,994.5,25.0,Step 1: Approximate,Case_A_End_End,Exact Recombinant Match,,37.667884423779476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,2183,3978-10000,50.0,0.0,1,50.0,1,113,1,1,2,7,1,6,50.0%,14.3%,✅ Equal,9,2,7
100_Recombination events.csv|2460,2460,100_Recombination events.csv,2997,8496,"['45', '8']",1000,2.5e-05,0.005,0.1,5000,50,1,3005,8499,3005-8499,"['8', '45']","['15', '7', '40', '23']","['48', '31']",8.0,3.0,11.0,99.9,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (2/2),58.980000000000004,100.0,2/2,100.0,2.0,2.0,2/2,98.8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,2460,2997-8496,0.0,98.9,1,50.0,1,114,2,2,3,4,1,2,66.7%,50.0%,✅ Equal,7,4,3
90_Recombination events.csv|2439,2439,90_Recombination events.csv,4620,10000,"['11', '15', '29', '7']",1000,2.5e-05,0.005,0.1,5000,50,1,4638,8958,4638-8958,"['29', '15', '11', '7']","['23', '47', '45']","['42', '35', '2', '14', '39', '43', '38']",18.0,1042.0,1060.0,80.29739776951673,4620.0,1155.0,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,34.059479553903344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,2439,4620-10000,50.0,0.0,1,50.0,1,115,1,1,1,4,0,3,100.0%,25.0%,✅ Equal,5,2,3
89_Recombination events.csv|2510,2510,89_Recombination events.csv,1515,7599,['35'],1000,2.5e-05,0.005,0.1,5000,50,8,7506,9880,7506-9880,['35'],"['49', '19']","['38', '12']",5991.0,2281.0,8272.0,1.5285996055226825,3916.0,979.0,25.0,Step 1: Approximate,Case_B_End_Ini,Exact Recombinant Match,,33.30571992110454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,2510,1515-7599,100.0,0.0,8,50.0,6,116,7,7,8,12,1,5,87.5%,58.3%,✅ Equal,20,14,6
9_Recombination events.csv|2401,2401,9_Recombination events.csv,1533,10000,"['28', '43', '9']",1000,2.5e-05,0.005,0.1,5000,50,1,1459,9970,1459-9970,"['9', '28', '43']","['6', '25', '4', '30', '24', '18', '27', '26', '33', '39', '47', '5', '16', '10', '22']","['11', '23', '14', '3', '41', '50', '36']",74.0,30.0,104.0,99.6,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (3/3),56.92,100.0,3/3,100.0,3.0,3.0,3/3,66.1,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2401,1533-10000,0.0,89.6,1,50.0,1,117,1,1,1,6,0,5,100.0%,16.7%,✅ Equal,7,2,5
