,Global_Rank,Tag_Rank,Tag_Specific_Quality_Score,Tag,Santa_ID,RDP_Event_ID,Match_Type,Source_Tab,Tag_RDP_Count,Tag_Santa_Count,Tag_Original_RDP_Count,Tag_Original_Santa_Count,Tag_Remaining_RDP,Tag_Remaining_Santa,Tag_RDP_Match_Rate,Tag_Santa_Match_Rate,RDP_Santa_Equal,Tag_Total_Original,Tag_Total_Matched,Tag_Total_Remaining,SantaID,Santa_Event,Santa_Tag,Santa_INI,Santa_END,Santa_Recombinant,santa_popSize,santa_mutationRate,santa_recombProb,santa_dualInfectProb,santa_genCount,santa_sampleSize,RDP_INI,RDP_END,RDP_Breakpoints,RDP_Recombinant,RDP_Minor,RDP_Major,INI_Difference,END_Difference,Total_Difference,Overlap_Percentage,Fragment_Size,Dynamic_Tolerance,Tolerance_Percent,Validation,Recombinant_Match_Quality,Quality_Score,Jaccard_Similarity,Sequence_Ratio,Sequence_Coverage,Santa_Recombinant_Count,RDP_Recombinant_Count,Covered_Sequences,Breakpoint_Score,Overlap_Score,Santa_Breakpoint,Santa_Size,Santa_Seqs_Count,Tolerance,Max_End_Distance,Chain_Score,Start_Score,End_Score,Continuity_Score,Recombinant_Score,Seq_Ratio,Seq_Ratio_%,Reaches_Santa_End,RDP_Tags,Chain_Length,Chain_INI,Chain_END,Start_Distance,End_Distance,Total_Gap,Chain_Logic_Valid,Logic_Validation_Msg,Quality_Check,Coverage_Percentage,Valid,Minor/Major,Start_Anchor,End_Anchor,Full_Coverage,Pre_Start_RDPs,Reaches_Start,Reaches_End,RDP_Num,Santa_Breakpoints,Display_Coverage,Display_Seq_Ratio,Structural_Score,Coverage_Score,tag,Parent_Child_Type,Matched_Value,Breakpoint_Matches,Num_Breakpoint_Matches,Avg_Distance,Total_Distance,Start_Dist,End_Dist,Recombinant_Match_Score,Start_End_Diff_Score,Chain_Bonus,Step_Priority,Match_Type_Priority,Reaches_Priority,RDP_Set,Reaches_Status
75,76,2,97.97365754812563,87,2432,2,✅ Complete Match (1/1),Step 2: Best Match,4,3,8,11,4,8,50.0%,27.3%,❌ Diff: RDP=4 vs Santa=3,19,7,12,87_Recombination events.csv|2432,2432,87_Recombination events.csv,6345,8532,['8'],1000,0.000025,0.005,0.1,5000,50,6346,8480,6346-8480,['8'],['40'],"['1', '49', '17']",1,52,53,97.6,,,,,🎯 Perfect (1/1),56.519999999999996,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,6345-8532,97.6%,100.0%,0,97.6,,,,,,,,,,100,94.7,0,1,3,0,2,❌ None
76,77,4,97.77327935222672,89,2487,4,Standard_Match,Step 1: Approximate,7,7,8,12,1,5,87.5%,58.3%,✅ Equal,20,14,6,89_Recombination events.csv|2487,2487,89_Recombination events.csv,8559,10000,['13'],1000,0.000025,0.005,0.1,5000,50,8539,9964,8539-9964,['13'],"['8', '15']",['49'],20,36,56,97.50173490631506,1441,360.2,25,Exact Recombinant Match,,56.500346981263014,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,8559-10000,97.5%,100.0%,0,97.50173490631506,,,,,,,,,,100,94.4,0,1,7,0,4,❌ None
77,78,2,97.5359342915811,42,2491,2,✅ Complete Match (1/1),Step 2: Best Match,2,2,2,11,0,9,100.0%,18.2%,✅ Equal,13,4,9,42_Recombination events.csv|2491,2491,42_Recombination events.csv,6390,10000,['9'],1000,0.000025,0.005,0.1,5000,50,6440,9976,6440-9976,['9'],['13'],"['37', '25', '6', '7', '5', '14', '20']",50,24,74,98,,,,,🎯 Perfect (1/1),56.6,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,6390-10000,98.0%,100.0%,0,98,,,,,,,,,,100,92.6,0,1,3,0,2,❌ None
78,79,1,97.4216380182002,16,2303,1,✅ Complete Match (1/1),Step 2: Best Match,3,3,3,9,0,6,100.0%,33.3%,✅ Equal,12,6,6,16_Recombination events.csv|2303,2303,16_Recombination events.csv,1860,4341,"['12', '14', '15', '28', '31', '32', '34', '9']",1000,0.000025,0.005,0.1,5000,50,1917,4346,1917-4346,"['14', '32', '28', '31', '34', '9', '12', '15']","['18', '5', '25']","['13', '17']",57,5,62,97.7,,,,,✅ Complete (8/8),56.540000000000006,100,8/8,100,8,8,8/8,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,1860-4341,97.7%,100.0%,0,97.7,,,,,,,,,,50,93.8,0,1,3,0,1,❌ None
79,80,2,97.0948012232416,51,2525,4,Standard_Match,Step 1: Approximate,3,3,4,8,1,5,75.0%,37.5%,✅ Equal,12,6,6,51_Recombination events.csv|2525,2525,51_Recombination events.csv,7986,10000,['4'],1000,0.000025,0.005,0.1,5000,50,7940,9970,7940-9970,['4'],"['45', '48', '20']","['1', '15', '37', '40', '25', '6', '38', '43', '47', '11', '42', '22', '13', '14', '41', '39']",46,30,76,98.51042701092354,2014,503.5,25,Exact Recombinant Match,,56.70208540218471,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,7986-10000,98.5%,100.0%,0,98.51042701092354,,,,,,,,,,100,92.4,0,1,7,0,4,❌ None
80,81,1,96.95740365111561,57,2486,3,✅ Complete Match (1/1),Step 2: Best Match,3,3,3,8,0,5,100.0%,37.5%,✅ Equal,11,6,5,57_Recombination events.csv|2486,2486,57_Recombination events.csv,2175,10000,['7'],1000,0.000025,0.005,0.1,5000,50,2183,9934,2183-9934,['7'],"['37', '35', '38', '43', '11', '8']","['4', '26']",8,66,74,99.1,,,,,🎯 Perfect (1/1),56.82,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,2175-10000,99.1%,100.0%,0,99.1,,,,,,,,,,100,92.6,0,1,3,0,3,❌ None
81,82,1,96.88128772635815,69,2477,2,Standard_Match,Step 1: Approximate,2,2,2,7,0,5,100.0%,28.6%,✅ Equal,9,4,5,69_Recombination events.csv|2477,2477,69_Recombination events.csv,1347,10000,"['1', '25', '3', '31', '37', '47']",1000,0.000025,0.005,0.1,5000,50,1357,9942,1357-9942,"['1', '37', '31', '25', '3', '47']","['9', '24']","['30', '15']",10,58,68,99.21414538310412,1347,336.8,25,Exact Recombinant Match,,56.84282907662083,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,1347-10000,99.2%,100.0%,0,99.21414538310412,,,,,,,,,,100,93.2,0,1,7,0,2,❌ None
82,83,1,96.87814702920443,20,2441,1,✅ Complete Match (1/1),Step 2: Best Match,3,3,4,12,1,9,75.0%,25.0%,✅ Equal,16,6,10,20_Recombination events.csv|2441,2441,20_Recombination events.csv,1758,4077,"['13', '29', '40', '49', '5', '9']",1000,0.000025,0.005,0.1,5000,50,1758,4146,1758-4146,"['40', '29', '49', '9', '5', '13']","['16', '6']",['2'],0,69,69,100,,,,,✅ Complete (6/6),57,100,6/6,100,6,6,6/6,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,1758-4077,100.0%,100.0%,0,100,,,,,,,,,,50,93.1,0,1,3,0,1,❌ None
83,84,2,96.65653495440729,36,2447,2,Standard_Match,Step 1: Approximate,4,4,5,7,1,3,80.0%,57.1%,✅ Equal,12,8,4,36_Recombination events.csv|2447,2447,36_Recombination events.csv,7881,10000,['33'],1000,0.000025,0.005,0.1,5000,50,7842,9960,7842-9960,['33'],"['35', '38', '43', '36', '11', '9', '45']","['4', '23', '42', '19', '41', '39']",39,40,79,98.11231713072203,2119,529.8,25,Exact Recombinant Match,,56.62246342614441,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,7881-10000,98.1%,100.0%,0,98.11231713072203,,,,,,,,,,100,92.1,0,1,7,0,2,❌ None
84,85,2,96.00818833162742,11,2513,3,✅ Complete Match (1/1),Step 2: Best Match,3,3,4,10,1,7,75.0%,30.0%,✅ Equal,14,6,8,11_Recombination events.csv|2513,2513,11_Recombination events.csv,1674,10000,['18'],1000,0.000025,0.005,0.1,5000,50,1699,9924,1699-9924,['18'],"['38', '15', '37']","['1', '22']",25,76,101,98.8,,,,,🎯 Perfect (1/1),56.760000000000005,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,1674-10000,98.8%,100.0%,0,98.8,,,,,,,,,,100,89.9,0,1,3,0,3,❌ None
85,86,3,95.8966565349544,36,2440,4,Standard_Match,Step 1: Approximate,4,4,5,7,1,3,80.0%,57.1%,✅ Equal,12,8,4,36_Recombination events.csv|2440,2440,36_Recombination events.csv,6027,10000,"['21', '25']",1000,0.000025,0.005,0.1,5000,50,6074,9953,6074-9953,"['21', '25']","['40', '44', '35', '38', '43', '2', '36', '11', '9', '45']","['22', '32']",47,47,94,97.63402970047824,3973,993.2,25,Exact Recombinant Match,,56.52680594009565,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,6027-10000,97.6%,100.0%,0,97.63402970047824,,,,,,,,,,100,90.6,0,1,7,0,4,❌ None
86,87,2,94.12746308233895,18,2343,2,✅ Complete Match (1/1),Step 2: Best Match,2,2,2,5,0,3,100.0%,40.0%,✅ Equal,7,4,3,18_Recombination events.csv|2343,2343,18_Recombination events.csv,1797,5073,"['1', '12', '14', '15', '16', '18', '2', '21', '23', '24', '26', '27', '28', '3', '30', '31', '36', '37', '4', '40', '42', '43', '44', '49']",1000,0.000025,0.005,0.1,5000,50,1736,5056,1736-5056,"['1', '44', '24', '43', '15', '28', '3', '27', '2', '36', '16', '26', '42', '40', '31', '21', '18', '49', '23', '12', '14', '37', '4']","['41', '32', '46', '35', '34', '7', '11', '5', '9', '48', '17', '8', '10', '22', '19', '45']","['29', '25', '38', '6', '47', '50', '13']",61,17,78,99.5,,,,,✅ Complete (23/23),56.900000000000006,95.8,23/23,100,24,23,23/23,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,1797-5073,99.5%,100.0%,0,99.5,,,,,,,,,,91.30434782608695,92.2,0,1,3,0,2,❌ None
87,88,1,93.41286307053943,61,2210,3,✅ Complete Match (1/1),Step 2: Best Match,2,2,3,4,1,2,66.7%,50.0%,✅ Equal,7,4,3,61_Recombination events.csv|2210,2210,61_Recombination events.csv,7917,9900,"['10', '15', '16', '17', '22', '23', '25', '27', '3', '34', '35', '36', '38', '39', '41', '42', '45', '47', '50', '9']",1000,0.000025,0.005,0.1,5000,50,7872,9782,7872-9782,"['35', '15', '39', '3', '27', '36', '16', '50', '17', '42', '10', '25', '38', '23', '34', '47', '22', '9', '45', '41']","['21', '4', '43', '5', '26', '13', '20']","['1', '37', '40', '29', '24', '44', '46', '6', '11', '48', '8', '33', '12', '14']",45,118,163,94,,,,,✅ Complete (20/20),53.8,100,20/20,100,20,20,20/20,50,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,7917-9900,94.0%,100.0%,0,94,,,,,,,,,,80,83.7,0,1,3,0,3,❌ None
88,89,1,93.33333333333334,91,2315,2,✅ Complete Match (1/1),Step 2: Best Match,3,3,3,13,0,10,100.0%,23.1%,✅ Equal,16,6,10,91_Recombination events.csv|2315,2315,91_Recombination events.csv,9123,10000,"['1', '11', '14', '16', '21', '25', '3', '30', '31', '40', '42', '47', '48', '6', '7']",1000,0.000025,0.005,0.1,5000,50,9122,9950,9122-9950,"['1', '40', '21', '25', '31', '3', '6', '47', '7', '11', '16', '48', '42', '30', '14']","['45', '9', '17', '24']",['46'],1,50,51,94.3,,,,,✅ Complete (15/15),55.86,100,15/15,100,15,15,15/15,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,9123-10000,94.3%,100.0%,0,94.3,,,,,,,,,,86.66666666666667,94.9,0,1,3,0,2,❌ None
89,90,2,92.99395161290323,32,2526,3,✅ Complete Match (1/1),Step 2: Best Match,3,3,3,9,0,6,100.0%,33.3%,✅ Equal,12,6,6,32_Recombination events.csv|2526,2526,32_Recombination events.csv,3651,5133,"['10', '24']",1000,0.000025,0.005,0.1,5000,50,3751,5086,3751-5086,"['10', '24']","['11', '13']","['48', '7']",100,47,147,90.1,,,,,✅ Complete (2/2),55.019999999999996,100,2/2,100,2,2,2/2,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,3651-5133,90.1%,100.0%,0,90.1,,,,,,,,,,100,85.3,0,1,3,0,3,❌ None
90,91,2,92.85714285714286,93,2253,2,✅ Complete Match (1/1),Step 2: Best Match,2,2,4,10,2,8,50.0%,20.0%,✅ Equal,14,4,10,93_Recombination events.csv|2253,2253,93_Recombination events.csv,8646,9285,"['10', '16', '20', '22', '25', '28', '29', '3', '30', '34', '36', '37', '39', '40', '41', '44', '47', '48', '49', '5', '50', '6', '8']",1000,0.000025,0.005,0.1,5000,50,8656,9282,8656-9282,"['44', '29', '30', '39', '28', '3', '36', '16', '50', '8', '20', '40', '25', '6', '49', '34', '47', '22', '37', '5', '41']","['24', '35', '18', '27', '43', '26', '12', '42', '45']","['1', '11', '15', '2', '48', '17', '33', '10', '13', '19', '21', '31', '32', '38', '23', '14', '46', '4', '7', '9']",10,3,13,98,,,,,✅ Complete (21/21),58.6,91.3,21/21,100,23,21,21/21,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,8646-9285,98.0%,100.0%,0,98,,,,,,,,,,85.71428571428571,98.7,0,1,3,0,2,❌ None
91,92,5,91.54858299595142,89,2423,7,✅ Complete Match (1/1),Step 2: Best Match,7,7,8,12,1,5,87.5%,58.3%,✅ Equal,20,14,6,89_Recombination events.csv|2423,2423,89_Recombination events.csv,2643,3876,['4'],1000,0.000025,0.005,0.1,5000,50,2806,3892,2806-3892,['4'],"['22', '49', '13', '19']","['5', '48', '34']",163,16,179,86.8,,,,,🎯 Perfect (1/1),52.36,100,1/1,100,1,1,1/1,50,96.4,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,7,2643-3876,86.8%,100.0%,0,86.8,,,,,,,,,,100,82.1,0,1,3,0,7,❌ None
92,93,1,88.23529411764706,63,2359,2,✅ Complete Match (1/1),Step 2: Best Match,3,3,3,12,0,9,100.0%,25.0%,✅ Equal,15,6,9,63_Recombination events.csv|2359,2359,63_Recombination events.csv,9279,10000,"['11', '12', '13', '14', '15', '17', '18', '19', '20', '21', '22', '23', '24', '25', '26', '27', '30', '32', '33', '34', '35', '37', '39', '41', '42', '47', '49', '50', '8']",1000,0.000025,0.005,0.1,5000,50,9274,9993,9274-9993,"['41', '21', '24', '25', '18', '35', '34', '30', '11', '17', '26', '8', '33', '13', '14', '19', '20']","['40', '44', '28', '31', '4', '7', '36', '16', '5', '10', '45']","['29', '3', '6', '38', '47', '48']",5,7,12,99,,,,,✅ Complete (17/17),58.8,58.6,17/17,100,29,17,17/17,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,9279-10000,99.0%,100.0%,0,99,,,,,,,,,,76.47058823529412,98.8,0,1,3,0,2,❌ None
93,94,2,86.03238866396762,63,2413,3,Standard_Match,Step 1: Approximate,3,3,3,12,0,9,100.0%,25.0%,✅ Equal,15,6,9,63_Recombination events.csv|2413,2413,63_Recombination events.csv,2139,6300,['47'],1000,0.000025,0.005,0.1,5000,50,2108,6557,2108-6557,['47'],"['25', '18', '17', '26', '13']","['38', '3', '48', '29']",31,257,288,100,4161,1040.2,25,Exact Recombinant Match,,55,,,,,,,50,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,2139-6300,100.0%,100.0%,0,100,,,,,,,,,,100,71.2,0,1,7,0,3,❌ None
94,95,2,84.72222222222223,61,2178,1,⭐ Excellent Match (1/1),Step 2: Best Match,2,2,3,4,1,2,66.7%,50.0%,✅ Equal,7,4,3,61_Recombination events.csv|2178,2178,61_Recombination events.csv,3705,10000,"['18', '19', '28', '30', '31', '32', '49', '5', '7']",1000,0.000025,0.005,0.1,5000,50,3705,9964,3705-9964,"['28', '31', '32', '18', '49', '7', '5', '30', '19']","['1', '37', '40', '29', '24', '44', '46', '6', '11', '50', '48', '8', '33', '12', '14']","['21', '4', '43', '26', '13', '20']",0,36,36,99.4,,,,,✅ Complete (9/9),56.88,100,9/9,100,9,9,9/9,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,3705-10000,99.4%,100.0%,0,99.4,,,,,,,,,,55.55555555555556,96.4,0,1,2,0,1,❌ None
95,96,2,83.02999662959218,16,1968,3,⭐ Excellent Match (1/1),Step 2: Best Match,3,3,3,9,0,6,100.0%,33.3%,✅ Equal,12,6,6,16_Recombination events.csv|1968,1968,16_Recombination events.csv,3945,10000,"['12', '14', '15', '18', '25', '28', '31', '32', '34', '5', '9']",1000,0.000025,0.005,0.1,5000,50,3940,9988,3940-9988,"['18', '5', '25']","['44', '29', '24', '35', '11', '30', '3', '27', '2', '36', '16', '48', '26', '8', '33', '10', '42', '40', '21', '6', '47', '22', '37', '46', '7']","['1', '4', '38', '49', '50', '17', '45', '13', '19', '20', '39']",5,12,17,99.8,,,,,✅ Complete (3/3),56.96,27.3,3/3,100,11,3,3/3,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,3945-10000,99.8%,100.0%,0,99.8,,,,,,,,,,33.33333333333333,98.3,0,1,2,0,3,❌ None
96,97,1,81.77710843373494,17,2444,2,Standard_Match,Step 1: Approximate,2,2,4,14,2,12,50.0%,14.3%,✅ Equal,18,4,14,17_Recombination events.csv|2444,2444,17_Recombination events.csv,5925,10000,['3'],1000,0.000025,0.005,0.1,5000,50,5614,9944,5614-9944,['3'],"['12', '46']","['25', '35', '49', '7', '5', '20']",311,56,367,98.62576687116564,4075,1018.8,25,Exact Recombinant Match,,54.72515337423313,,,,,,,50,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,5925-10000,98.6%,100.0%,0,98.62576687116564,,,,,,,,,,100,63.3,0,1,7,0,2,❌ None
97,98,2,81.25,38,2280,2,✅ Complete Match (1/1),Step 2: Best Match,2,2,2,3,0,1,100.0%,66.7%,✅ Equal,5,4,1,38_Recombination events.csv|2280,2280,38_Recombination events.csv,9693,10000,"['13', '30', '35', '4']",1000,0.000025,0.005,0.1,5000,50,9700,9990,9700-9990,"['30', '35', '4', '13']","['1', '44', '31', '3', '6', '43', '23', '7', '11', '16']","['24', '28', '27', '2', '48', '17', '42', '8', '33', '10', '20', '40', '21', '25', '38', '49', '34', '47', '22', '14', '5', '9', '45', '41']",7,10,17,94.5,,,,,✅ Complete (4/4),57.900000000000006,100,4/4,100,4,4,4/4,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,9693-10000,94.5%,100.0%,0,94.5,,,,,,,,,,25,98.3,0,1,3,0,2,❌ None
98,99,2,80.28455284552845,86,2339,3,✅ Complete Match (1/1),Step 2: Best Match,4,4,4,10,0,6,100.0%,40.0%,✅ Equal,14,8,6,86_Recombination events.csv|2339,2339,86_Recombination events.csv,1875,3114,"['13', '18', '19', '20', '30', '32', '4', '45', '50']",1000,0.000025,0.005,0.1,5000,50,1904,3120,1904-3120,"['32', '18', '4', '30', '45', '13', '19', '20']","['37', '40', '44', '21', '24', '46', '3', '43', '23', '2', '9', '12', '14', '39']","['1', '25', '6', '38', '34', '7', '36', '48', '17', '41']",29,6,35,97.7,,,,,✅ Complete (8/8),56.540000000000006,88.9,8/8,100,9,8,8/8,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,1875-3114,97.7%,100.0%,0,97.7,,,,,,,,,,62.5,96.5,0,1,3,0,3,❌ None
99,100,2,79.16926272066459,13,2463,2,✅ Complete Match (1/1),Step 2: Best Match,2,2,2,5,0,3,100.0%,40.0%,✅ Equal,7,4,3,13_Recombination events.csv|2463,2463,13_Recombination events.csv,1857,10000,"['16', '29', '48', '50', '8']",1000,0.000025,0.005,0.1,5000,50,1886,9976,1886-9976,"['29', '16', '50', '48', '8']","['44', '35', '11', '15', '27', '2', '36', '17', '42', '33', '10', '13', '19', '40', '25', '6', '23', '34', '22', '14', '7', '5', '9']","['46', '21', '24', '3', '4', '28', '32', '38', '47', '26', '12', '30', '20']",29,24,53,99.3,,,,,✅ Complete (5/5),56.86,100,5/5,100,5,5,5/5,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,1857-10000,99.3%,100.0%,0,99.3,,,,,,,,,,60,94.7,0,1,3,0,2,❌ None
100,101,2,77.62687234518219,60,2307,2,⭐ Excellent Match (1/1),Step 2: Best Match,4,4,4,7,0,3,100.0%,57.1%,✅ Equal,11,8,3,60_Recombination events.csv|2307,2307,60_Recombination events.csv,4449,5952,"['12', '18', '22', '24', '25', '27', '33', '45', '46']",1000,0.000025,0.005,0.1,5000,50,4446,5946,4446-5946,"['25', '24', '46', '18', '27', '22', '33', '12', '45']","['1', '44', '29', '35', '43', '11', '30', '15', '39', '28', '3', '2', '36', '16', '48', '50', '17', '26', '10', '19', '20', '40', '21', '31', '6', '49', '23', '47', '34', '14', '4', '7', '9']","['37', '32', '42', '8', '13', '41']",3,6,9,99.6,,,,,✅ Complete (9/9),58.92,100,9/9,100,9,9,9/9,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,4449-5952,99.6%,100.0%,0,99.6,,,,,,,,,,55.55555555555556,99.1,0,1,2,0,2,❌ None
101,102,3,76.23983739837398,86,2240,4,✅ Complete Match (1/1),Step 2: Best Match,4,4,4,10,0,6,100.0%,40.0%,✅ Equal,14,8,6,86_Recombination events.csv|2240,2240,86_Recombination events.csv,6249,7203,"['11', '17', '27', '28', '29', '38', '50', '8']",1000,0.000025,0.005,0.1,5000,50,6320,7184,6320-7184,"['29', '28', '27', '11', '8']","['15', '37', '40', '44', '21', '24', '46', '3', '43', '23', '2', '16', '9', '42', '33', '12', '14', '39']","['1', '41', '25', '32', '4', '6', '18', '34', '7', '30', '36', '48', '45', '13', '19', '20']",71,19,90,90.6,,,,,✅ Complete (5/5),55.120000000000005,62.5,5/5,100,8,5,5/5,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,6249-7203,90.6%,100.0%,0,90.6,,,,,,,,,,60,91,0,1,3,0,4,❌ None
102,103,2,75,39,2453,1,✅ Complete Match (1/1),Step 2: Best Match,2,2,3,6,1,4,66.7%,33.3%,✅ Equal,9,4,5,39_Recombination events.csv|2453,2453,39_Recombination events.csv,1668,10000,"['30', '35', '4', '44']",1000,0.000025,0.005,0.1,5000,50,1657,9990,1657-9990,"['35', '4', '30', '44']","['25', '27', '36', '42', '12', '13', '41']",['46'],11,10,21,99.9,,,,,✅ Complete (4/4),56.980000000000004,100,4/4,100,4,4,4/4,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,1668-10000,99.9%,100.0%,0,99.9,,,,,,,,,,50,97.9,0,1,3,0,1,❌ None
103,104,2,75,57,2452,1,⭐ Excellent Match (1/1),Step 2: Best Match,3,3,3,8,0,5,100.0%,37.5%,✅ Equal,11,6,5,57_Recombination events.csv|2452,2452,57_Recombination events.csv,2460,10000,"['1', '32', '7']",1000,0.000025,0.005,0.1,5000,50,2468,9994,2468-9994,"['1', '32']",['7'],['9'],8,6,14,99.8,,,,,✅ Complete (2/2),58.96,66.7,2/2,100,3,2,2/2,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,2460-10000,99.8%,100.0%,0,99.8,,,,,,,,,,50,98.6,0,1,2,0,1,❌ None
104,105,2,74.89764585465711,96,2465,2,✅ Complete Match (1/1),Step 2: Best Match,3,3,3,7,0,4,100.0%,42.9%,✅ Equal,10,6,4,96_Recombination events.csv|2465,2465,96_Recombination events.csv,6870,8397,"['10', '26', '29', '37', '6', '7']",1000,0.000025,0.005,0.1,5000,50,6874,8376,6874-8376,"['37', '29', '6', '7', '26', '10']","['43', '19', '17', '32']","['1', '44', '24', '35', '30', '39', '3', '27', '2', '16', '48', '50', '42', '8', '33', '13', '20', '40', '21', '31', '18', '38', '49', '47', '12', '14', '4', '9', '5', '45']",4,21,25,98.4,,,,,✅ Complete (6/6),56.68000000000001,100,6/6,100,6,6,6/6,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,6870-8397,98.4%,100.0%,0,98.4,,,,,,,,,,50,97.5,0,1,3,0,2,❌ None
105,106,3,70.96981965403018,63,2143,1,✅ Complete Match (1/1),Step 2: Best Match,3,3,3,12,0,9,100.0%,25.0%,✅ Equal,15,6,9,63_Recombination events.csv|2143,2143,63_Recombination events.csv,2985,10000,"['11', '12', '13', '14', '15', '17', '18', '19', '20', '21', '22', '23', '24', '25', '26', '27', '30', '32', '33', '34', '35', '37', '39', '41', '42', '47', '49', '50', '8']",1000,0.000025,0.005,0.1,5000,50,3381,9990,3381-9990,"['37', '32', '27', '49', '23', '50', '42', '22', '12', '15', '39']","['41', '24', '21', '35', '34', '11', '8', '33', '30', '14', '19', '20']","['1', '46', '43', '2', '9']",396,10,406,94.2,,,,,✅ Complete (11/11),53.84,37.9,11/11,100,29,11,11/11,50,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,2985-10000,94.2%,100.0%,0,94.2,,,,,,,,,,81.81818181818183,59.4,0,1,3,0,1,❌ None
106,107,1,69.88146551724138,98,2498,2,Standard_Match,Step 1: Approximate,2,2,2,8,0,6,100.0%,25.0%,✅ Equal,10,4,6,98_Recombination events.csv|2498,2498,98_Recombination events.csv,3402,10000,['44'],1000,0.000025,0.005,0.1,5000,50,3946,9913,3946-9913,['44'],"['29', '31', '3', '27', '38', '47', '36', '9', '50', '22', '20']","['1', '21', '43', '2', '41']",544,87,631,90.43649590785087,3402,850.5,25,Exact Recombinant Match,,51.087299181570174,,,,,,,30,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,3402-10000,90.4%,100.0%,0,90.43649590785087,,,,,,,,,,100,36.9,0,1,7,0,2,❌ None
107,108,2,68.32546832546832,28,2386,2,✅ Complete Match (1/1),Step 2: Best Match,3,3,3,7,0,4,100.0%,42.9%,✅ Equal,10,6,4,28_Recombination events.csv|2386,2386,28_Recombination events.csv,8139,10000,"['16', '33', '40', '41', '43', '46', '8']",1000,0.000025,0.005,0.1,5000,50,8182,9980,8182-9980,"['40', '46', '43', '16', '8', '33', '41']","['35', '3', '23', '7', '11', '5', '17', '15', '19']","['1', '37', '25', '27', '30', '36', '42', '13', '20']",43,20,63,96.6,,,,,✅ Complete (7/7),56.32,100,7/7,100,7,7,7/7,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,8139-10000,96.6%,100.0%,0,96.6,,,,,,,,,,42.857142857142854,93.7,0,1,3,0,2,❌ None
108,109,2,66.66666666666666,22,2524,2,🎯 Perfect Match (1/1),Step 2: Best Match,2,2,2,6,0,4,100.0%,33.3%,✅ Equal,8,4,4,22_Recombination events.csv|2524,2524,22_Recombination events.csv,4641,9885,"['15', '18', '2', '20', '26', '3']",1000,0.000025,0.005,0.1,5000,50,4646,9881,4646-9881,"['18', '3', '2', '26', '15', '20']",['45'],['38'],5,4,9,99.8,,,,,✅ Complete (6/6),58.96,100,6/6,100,6,6,6/6,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,4641-9885,99.8%,100.0%,0,99.8,,,,,,,,,,33.33333333333333,99.1,0,1,1,0,2,❌ None
