Unnamed: 0,Global_Rank,Tag_Rank,Tag_Specific_Quality_Score,Tag,Santa_ID,RDP_Event_ID,Match_Type,Source_Tab,Tag_RDP_Count,Tag_Santa_Count,Tag_Original_RDP_Count,Tag_Original_Santa_Count,Tag_Remaining_RDP,Tag_Remaining_Santa,Tag_RDP_Match_Rate,Tag_Santa_Match_Rate,RDP_Santa_Equal,Tag_Total_Original,Tag_Total_Matched,Tag_Total_Remaining,SantaID,Santa_Event,Santa_Tag,Santa_INI,Santa_END,Santa_Recombinant,santa_popSize,santa_mutationRate,santa_recombProb,santa_dualInfectProb,santa_genCount,santa_sampleSize,RDP_INI,RDP_END,RDP_Breakpoints,RDP_Recombinant,RDP_Minor,RDP_Major,INI_Difference,END_Difference,Total_Difference,Overlap_Percentage,Fragment_Size,Dynamic_Tolerance,Tolerance_Percent,Validation,Recombinant_Match_Quality,Quality_Score,Jaccard_Similarity,Sequence_Ratio,Sequence_Coverage,Santa_Recombinant_Count,RDP_Recombinant_Count,Covered_Sequences,Breakpoint_Score,Overlap_Score,Santa_Breakpoint,Santa_Size,Santa_Seqs_Count,Tolerance,Max_End_Distance,Chain_Score,Start_Score,End_Score,Continuity_Score,Recombinant_Score,Seq_Ratio,Seq_Ratio_%,Reaches_Santa_End,RDP_Tags,Chain_Length,Chain_INI,Chain_END,Start_Distance,End_Distance,Total_Gap,Chain_Logic_Valid,Logic_Validation_Msg,Quality_Check,Coverage_Percentage,Valid,Minor/Major,Start_Anchor,End_Anchor,Full_Coverage,Pre_Start_RDPs,Reaches_Start,Reaches_End,RDP_Num,Santa_Breakpoints,Display_Coverage,Display_Seq_Ratio,Structural_Score,Coverage_Score,tag,Parent_Child_Type,Matched_Value,Breakpoint_Matches,Num_Breakpoint_Matches,Avg_Distance,Total_Distance,Start_Dist,End_Dist,Recombinant_Match_Score,Start_End_Diff_Score,Chain_Bonus,Step_Priority,Match_Type_Priority,Reaches_Priority,RDP_Set,Reaches_Status
132,133,5,49.7991967871486,47,9771,3,🎯 Perfect Match (1/1),Step 2: Best Match,5,5,7,42,2,37,71.4%,11.9%,✅ Equal,49,10,39,47_Recombination events.csv|9771,9771,47_Recombination events.csv,5385,10000,"['27', '29', '41']",1000,0.0002,0.02,0.1,5000,50,5391,9998,5391-9998,"['29', '41', '27']","['32', '1', '25', '45', '8', '43', '16']",['34'],6.0,2.0,8.0,99.8,,,,,✅ Complete (3/3),58.96,100.0,3/3,100.0,3.0,3.0,3/3,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,3,5385-10000,99.8%,100.0%,0,99.8,,,,,,,,,,0.0,99.2,0,1,1,0,3,❌ None
133,134,7,49.74772956609485,34,9636,3,✅ Complete Match (1/1),Step 2: Best Match,8,7,9,37,1,30,88.9%,18.9%,❌ Diff: RDP=8 vs Santa=7,46,15,31,34_Recombination events.csv|9636,9636,34_Recombination events.csv,789,10000,"['22', '8']",1000,0.0002,0.02,0.1,5000,50,776,9999,776-9999,"['8', '22']","['42', '19', '20']","['1', '25', '45', '6', '21', '27', '3', '48', '30', '34', '11']",13.0,1.0,14.0,100.0,,,,,✅ Complete (2/2),57.0,100.0,2/2,100.0,2.0,2.0,2/2,70,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,3,789-10000,100.0%,100.0%,0,100.0,,,,,,,,,,0.0,98.6,0,1,3,0,3,❌ None
134,135,6,49.7,32,9473,6,🎯 Perfect Match (1/1),Step 2: Best Match,7,8,10,55,3,47,70.0%,14.5%,❌ Diff: RDP=7 vs Santa=8,65,15,50,32_Recombination events.csv|9473,9473,32_Recombination events.csv,2520,6168,"['47', '48']",1000,0.0002,0.02,0.1,5000,50,2521,6173,2521-6173,"['48', '47']","['7', '2', '17', '14', '40', '5', '44', '29', '38', '31', '45', '24', '34', '27', '9', '35', '11']","['21', '18', '12', '8', '1', '19', '41', '4', '36', '20']",1.0,5.0,6.0,100.0,,,,,✅ Complete (2/2),59.0,100.0,2/2,100.0,2.0,2.0,2/2,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,6,2520-6168,100.0%,100.0%,0,100.0,,,,,,,,,,0.0,99.4,0,1,1,0,6,❌ None
135,136,6,49.69969969969969,35,9836,3,⭐ Excellent Match (1/1),Step 2: Best Match,8,8,12,65,4,57,66.7%,12.3%,✅ Equal,77,16,61,35_Recombination events.csv|9836,9836,35_Recombination events.csv,1563,8256,"['42', '5']",1000,0.0002,0.02,0.1,5000,50,1558,8258,1558-8258,"['5', '42']","['17', '14', '30', '8']","['23', '41', '1']",5.0,2.0,7.0,100.0,,,,,✅ Complete (2/2),59.0,100.0,2/2,100.0,2.0,2.0,2/2,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,3,1563-8256,100.0%,100.0%,0,100.0,,,,,,,,,,0.0,99.3,0,1,2,0,3,❌ None
136,137,5,49.69909729187562,41,9746,4,⭐ Excellent Match (1/1),Step 2: Best Match,6,6,9,45,3,39,66.7%,13.3%,✅ Equal,54,12,42,41_Recombination events.csv|9746,9746,41_Recombination events.csv,1659,10000,"['11', '2']",1000,0.0002,0.02,0.1,5000,50,1662,9994,1662-9994,"['2', '11']","['38', '4', '9', '10', '30', '49']","['32', '39', '24', '40', '41', '45', '23', '42', '44', '33', '36', '18', '13', '46', '15', '48', '16', '29']",3.0,6.0,9.0,99.9,,,,,✅ Complete (2/2),58.98,100.0,2/2,100.0,2.0,2.0,2/2,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,4,1659-10000,99.9%,100.0%,0,99.9,,,,,,,,,,0.0,99.1,0,1,2,0,4,❌ None
137,138,3,49.597585513078464,33,8960,5,✅ Complete Match (1/1),Step 2: Best Match,5,5,7,49,2,44,71.4%,10.2%,✅ Equal,56,10,46,33_Recombination events.csv|8960,8960,33_Recombination events.csv,5637,6018,"['13', '30', '43']",1000,0.0002,0.02,0.1,5000,50,5647,6014,5647-6014,['30'],"['24', '23', '6', '22', '3', '49', '10', '33', '19', '47']","['39', '40', '4', '12', '9', '44', '28', '15', '16', '29']",10.0,4.0,14.0,96.3,,,,,🎯 Perfect (1/1),58.260000000000005,33.3,1/1,100.0,3.0,1.0,1/1,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,5,5637-6018,96.3%,100.0%,0,96.3,,,,,,,,,,0.0,98.6,0,1,3,0,5,❌ None
138,139,5,49.424424424424416,49,1325,3,✅ Complete Match (1/1),Step 2: Best Match,6,6,11,48,5,42,54.5%,12.5%,✅ Equal,59,12,47,49_Recombination events.csv|1325,1325,49_Recombination events.csv,2601,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0002,0.02,0.1,5000,50,2092,9997,2092-9997,"['49', '12', '37', '36']","['42', '15', '11']","['14', '5', '9', '44', '17', '46', '7', '19', '2', '20']",509.0,3.0,512.0,100.0,,,,,✅ Complete (4/4),53.0,8.0,4/4,100.0,50.0,4.0,4/4,30,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,3,2601-10000,100.0%,100.0%,0,100.0,,,,,,,,,,50.0,48.8,0,1,3,0,3,❌ None
139,140,7,49.3993993993994,35,9806,5,⭐ Excellent Match (1/1),Step 2: Best Match,8,8,12,65,4,57,66.7%,12.3%,✅ Equal,77,16,61,35_Recombination events.csv|9806,9806,35_Recombination events.csv,5685,10000,"['10', '40']",1000,0.0002,0.02,0.1,5000,50,5696,9998,5696-9998,"['40', '10']","['49', '20']","['23', '1', '41', '35']",11.0,2.0,13.0,99.7,,,,,✅ Complete (2/2),56.94,100.0,2/2,100.0,2.0,2.0,2/2,70,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,5,5685-10000,99.7%,100.0%,0,99.7,,,,,,,,,,0.0,98.7,0,1,2,0,5,❌ None
140,141,8,48.68819374369324,34,3226,7,Cluster (2 RDPs),Step 5: Cluster,8,7,9,37,1,30,88.9%,18.9%,❌ Diff: RDP=8 vs Santa=7,46,15,31,34_Recombination events.csv|3226,3226,34_Recombination events.csv,7554,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0002,0.02,0.1,5000,50,7520,9999,8368-9999,['43'] | ['43'],"['32', '40', '9', '12', '37', '36', '13', '28', '26', '14', '41', '31', '5', '4', '10', '24', '23', '46', '15', '33', '50', '2', '35', '47', '39', '44', '17', '18', '38', '16', '49', '29'] | ['1', '25', '45', '6', '21', '27', '3', '48', '30', '34', '11']","['1', '25', '45', '6', '21', '27', '3', '48', '30', '34', '11'] | ['32', '40', '9', '12', '37', '36', '13', '28', '26', '20', '14', '41', '31', '5', '4', '10', '24', '23', '46', '15', '7', '33', '50', '2', '35', '47', '39', '44', '17', '18', '38', '16', '49', '29']",,,,,,,,,,85.0,,,100.0,,,,50,,,,,,,,,,,,100.0,,,,,,,,,,,,,100.0,✅ Yes,✅ Yes,7.0,1.0,,0.0,✅ Yes,✅ Yes,7,7554-10000,100.0%,100.0%,100,100.0,,,,,,,,,,0.0,96.5,0,3,5,100,7,✅ Start+End
141,142,4,47.987927565392354,33,8256,2,🎯 Start-End Parent-Child (Minor_Exact_Match),Step 7: Start-End Parent-Child,5,5,7,49,2,44,71.4%,10.2%,✅ Equal,56,10,46,33_Recombination events.csv|8256,8256,33_Recombination events.csv,2004,10000,"['10', '19', '22', '23', '24', '3', '33', '47', '49', '6']",1000,0.0002,0.02,0.1,5000,50,1962,9996,1962-9996,"['39', '40', '4', '12', '9', '44', '28', '15', '30', '16', '29']","['24', '23', '6', '22', '3', '49', '10', '33', '19', '47']","['32', '42', '8', '37', '36', '27', '26', '34', '20', '14', '41', '31', '25', '5', '21', '48', '45', '46', '7', '50', '2', '35', '1', '17', '18', '38', '11']",,,,,2004.0,501.0,25.0,,,5.0,,,,10.0,,,50,,,,,,,80.0,,,,,0.0,,,,1.0,,,,,,,,,,✅ Start-End Parent-Child,✅ Minor_Exact_Match,2.0,2.0,,,,,2,2004-10000,,,0,0.0,33_Recombination events.csv,Minor_Exact_Match,"['24', '23', '6', '22', '3', '49', '10', '33', '19', '47']","Start_Start, End_End",2.0,23.0,46.0,,,0.0,95.4,0,4,1,0,2,❌ None
142,143,7,45.24048096192384,38,10268,9,✅ Complete Match (1/1),Step 2: Best Match,8,8,10,33,2,25,80.0%,24.2%,✅ Equal,43,16,27,38_Recombination events.csv|10268,10268,38_Recombination events.csv,6648,7161,"['14', '27', '4', '41']",1000,0.0002,0.02,0.1,5000,50,6676,7230,6676-7230,"['4', '14', '41', '27']","['32', '44', '46', '30', '7', '2', '11']","['39', '31', '8', '37', '21', '50', '29']",28.0,69.0,97.0,94.5,,,,,✅ Complete (4/4),55.900000000000006,100.0,4/4,100.0,4.0,4.0,4/4,70,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,9,6648-7161,94.5%,100.0%,0,94.5,,,,,,,,,,0.0,90.3,0,1,3,0,9,❌ None
143,144,7,42.6,32,8984,4,✅ Complete Match (1/1),Step 2: Best Match,7,8,10,55,3,47,70.0%,14.5%,❌ Diff: RDP=7 vs Santa=8,65,15,50,32_Recombination events.csv|8984,8984,32_Recombination events.csv,2817,10000,"['1', '12', '18', '19', '20', '21', '26', '3', '36', '37', '39', '4', '41', '47', '48', '50', '8']",1000,0.0002,0.02,0.1,5000,50,2962,9997,2962-9997,['39'],"['30', '6', '43', '15', '22', '33', '49', '28', '46', '42', '23']","['7', '40', '17', '14', '5', '44', '29', '45', '11', '31', '38', '24', '34', '27', '9', '35', '2']",145.0,3.0,148.0,97.9,,,,,🎯 Perfect (1/1),54.58,5.9,1/1,100.0,17.0,1.0,1/1,50,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,4,2817-10000,97.9%,100.0%,0,97.9,,,,,,,,,,0.0,85.2,0,1,3,0,4,❌ None
144,145,9,42.09209209209209,27,4595,2,✅ Complete Match (1/1),Step 2: Best Match,13,13,18,67,5,54,72.2%,19.4%,✅ Equal,85,26,59,27_Recombination events.csv|4595,4595,27_Recombination events.csv,3177,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0002,0.02,0.1,5000,50,2686,9999,2686-9999,"['9', '37', '10']","['18', '1', '22', '49', '3', '47']","['40', '6', '20', '26', '19', '41', '27', '13', '2', '50']",491.0,1.0,492.0,100.0,,,,,✅ Complete (3/3),55.0,6.0,3/3,100.0,50.0,3.0,3/3,50,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,2,3177-10000,100.0%,100.0%,0,100.0,,,,,,,,,,33.33333333333333,50.8,0,1,3,0,2,❌ None
145,146,8,40.909090909090914,32,9754,9,Case_E_Start_End,Step 1: Approximate,7,8,10,55,3,47,70.0%,14.5%,❌ Diff: RDP=7 vs Santa=8,65,15,50,32_Recombination events.csv|9754,9754,32_Recombination events.csv,5595,10000,"['11', '14', '2', '24', '27', '29', '31', '40', '45', '5', '7']",1000,0.0002,0.02,0.1,5000,50,5599,5984,5599-5984,"['7', '2', '40', '14', '5', '29', '45', '31', '24', '27', '11']","['30', '6', '43', '15', '22', '16', '33', '49', '28', '46', '25', '42', '23']","['44', '9', '34', '17', '35', '38']",4.0,4016.0,4020.0,8.740068104426788,4405.0,1101.2,25.0,Exact Recombinant Match,,29.293468166339903,,,,,,,30,,,,,,,,,,,,81.81818181818183,,,,,,,,,,,,,,,,,,,,,,9,5595-10000,8.7%,81.8%,0,8.740068104426788,,,,,,,,,,81.81818181818183,0.0,0,1,8,0,9,❌ None
146,147,7,40.62186559679037,30,8695,7,✅ Complete Match (1/1),Step 2: Best Match,9,9,10,34,1,25,90.0%,26.5%,✅ Equal,44,18,26,30_Recombination events.csv|8695,8695,30_Recombination events.csv,1533,3930,"['1', '15', '18', '19', '2', '24', '26', '28', '32', '33', '44']",1000,0.0002,0.02,0.1,5000,50,1721,3932,1721-3932,"['26', '15']","['37', '17', '43', '47', '8', '45', '16', '27', '3', '36', '9', '35', '20', '23']","['7', '30', '6', '18', '44', '1', '31', '24', '33', '19', '41', '28', '32', '2']",188.0,2.0,190.0,92.2,,,,,✅ Complete (2/2),53.44,18.2,2/2,100.0,11.0,2.0,2/2,50,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,7,1533-3930,92.2%,100.0%,0,92.2,,,,,,,,,,0.0,81.0,0,1,3,0,7,❌ None
147,148,7,40.0,40,9086,5,Case_E_Start_End,Step 1: Approximate,9,9,13,29,4,20,69.2%,31.0%,✅ Equal,42,18,24,40_Recombination events.csv|9086,9086,40_Recombination events.csv,4485,10000,"['10', '18', '19', '23', '25', '27', '29', '3', '33', '35', '37', '4', '42', '43', '47', '48', '5', '6', '8', '9']",1000,0.0002,0.02,0.1,5000,50,84,3844,84-3844,"['42', '8', '9', '37', '27', '43', '19', '25', '5', '4', '48', '10', '23', '3', '33', '35', '47', '6', '18', '29']","['14', '40', '45', '22', '21', '28', '46', '7', '34']","['41', '49', '12']",4401.0,6156.0,10557.0,0.0,4485.0,1121.2,25.0,Exact Recombinant Match,,27.0,,,,,,,30,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,5,4485-10000,,80.0%,0,0.0,,,,,,,,,,80.0,0.0,0,1,8,0,5,❌ None
148,149,2,38.702290076335885,43,6610,2,✅ Complete Match (1/1),Step 2: Best Match,2,2,2,49,0,47,100.0%,4.1%,✅ Equal,51,4,47,43_Recombination events.csv|6610,6610,43_Recombination events.csv,132,3660,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0002,0.02,0.1,5000,50,103,4124,103-4124,"['15', '36']","['32', '39', '5', '9', '22', '26']","['42', '2']",29.0,464.0,493.0,100.0,,,,,✅ Complete (2/2),55.0,4.0,2/2,100.0,50.0,2.0,2/2,50,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,2,132-3660,100.0%,100.0%,0,100.0,,,,,,,,,,0.0,50.7,0,1,3,0,2,❌ None
149,150,8,36.76744519272103,28,2505,3,✅ Complete Match (1/1),Step 2: Best Match,13,12,14,70,1,58,92.9%,17.1%,❌ Diff: RDP=13 vs Santa=12,84,25,59,28_Recombination events.csv|2505,2505,28_Recombination events.csv,1437,6534,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0002,0.02,0.1,5000,50,2364,6586,2364-6586,"['26', '24', '28', '32', '25', '50', '46']","['7', '37', '6', '12', '38', '21', '39', '42']","['40', '11', '2', '8']",927.0,52.0,979.0,81.8,,,,,✅ Complete (7/7),49.36,14.0,7/7,100.0,50.0,7.0,7/7,30,94.5,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,3,1437-6534,81.8%,100.0%,0,81.8,,,,,,,,,,71.42857142857143,2.1000000000000085,0,1,3,0,3,❌ None
150,151,8,36.65664662658651,38,3186,2,✅ Complete Match (1/1),Step 2: Best Match,8,8,10,33,2,25,80.0%,24.2%,✅ Equal,43,16,27,38_Recombination events.csv|3186,3186,38_Recombination events.csv,6747,10000,"['1', '11', '12', '13', '14', '15', '16', '17', '18', '2', '20', '21', '22', '23', '24', '25', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '43', '44', '45', '46', '48', '5', '50', '6', '7', '8', '9']",1000,0.0002,0.02,0.1,5000,50,7342,9994,7342-9994,"['20', '13', '43']","['42', '49', '10', '19', '26', '47']","['32', '1', '45', '22', '44', '17', '46', '7', '30', '2', '35', '11']",595.0,6.0,601.0,81.5,,,,,✅ Complete (3/3),49.3,6.8,3/3,100.0,44.0,3.0,3/3,30,90.6,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,2,6747-10000,81.5%,100.0%,0,81.5,,,,,,,,,,33.33333333333333,39.900000000000006,0,1,3,0,2,❌ None
151,152,9,33.33333333333333,28,9664,9,Case_E_Start_End,Step 1: Approximate,13,12,14,70,1,58,92.9%,17.1%,❌ Diff: RDP=13 vs Santa=12,84,25,59,28_Recombination events.csv|9664,9664,28_Recombination events.csv,2559,6585,"['24', '25', '26', '28', '32', '50']",1000,0.0002,0.02,0.1,5000,50,2364,2560,2364-2560,"['26', '24', '28', '32', '25', '50']","['43', '20', '1', '45', '16', '19', '34', '41', '9', '10', '13', '47']","['7', '37', '6', '12', '39', '21', '38', '42']",195.0,4025.0,4220.0,0.0248385494287133,4026.0,1006.5,25.0,Exact Recombinant Match,,23.00496770988574,,,,,,,30,,,,,,,,,,,,66.66666666666666,,,,,,,,,,,,,,,,,,,,,,9,2559-6585,0.0%,66.7%,0,0.0248385494287133,,,,,,,,,,66.66666666666666,0.0,0,1,8,0,9,❌ None
152,153,6,33.33333333333333,49,9292,9,Case_E_Start_End,Step 1: Approximate,6,6,11,48,5,42,54.5%,12.5%,✅ Equal,59,12,47,49_Recombination events.csv|9292,9292,49_Recombination events.csv,2664,10000,"['11', '13', '15', '16', '22', '25', '26', '33', '42']",1000,0.0002,0.02,0.1,5000,50,2119,2461,2119-2461,"['25', '42', '22', '33', '13', '15', '16', '26', '11']","['1', '45', '5', '9', '44', '21', '17', '7', '19', '2', '47']",['37'],545.0,7539.0,8084.0,0.0,2664.0,666.0,25.0,Exact Recombinant Match,,23.0,,,,,,,30,,,,,,,,,,,,66.66666666666666,,,,,,,,,,,,,,,,,,,,,,9,2664-10000,,66.7%,0,0.0,,,,,,,,,,66.66666666666666,0.0,0,1,8,0,9,❌ None
153,154,5,33.33333333333333,42,8950,5,Case_A_End_End,Step 1: Approximate,8,7,10,48,2,41,80.0%,14.6%,❌ Diff: RDP=8 vs Santa=7,58,15,43,42_Recombination events.csv|8950,8950,42_Recombination events.csv,6093,9663,"['32', '34', '35', '36', '39', '41']",1000,0.0002,0.02,0.1,5000,50,12,9167,12-9167,"['32', '39', '41', '36', '34', '35']","['1', '6', '37', '19', '2']","['40', '12', '47', '21', '3', '10', '30', '16', '11']",6081.0,496.0,6577.0,86.10644257703082,3570.0,892.5,25.0,Exact Recombinant Match,,40.22128851540616,,,,,,,30,,,,,,,,,,,,66.66666666666666,,,,,,,,,,,,,,,,,,,,,,5,6093-9663,86.1%,66.7%,0,86.10644257703082,,,,,,,,,,66.66666666666666,0.0,0,1,8,0,5,❌ None
154,155,6,33.33333333333333,42,9266,9,Case_A_End_End,Step 1: Approximate,8,7,10,48,2,41,80.0%,14.6%,❌ Diff: RDP=8 vs Santa=7,58,15,43,42_Recombination events.csv|9266,9266,42_Recombination events.csv,5511,10000,"['32', '34', '35', '36', '39', '41']",1000,0.0002,0.02,0.1,5000,50,1632,9153,1632-9153,"['32', '39', '41', '36', '34', '35']","['40', '12', '47', '21', '3', '10', '30', '16', '11']","['1', '6', '37', '19', '2']",3879.0,847.0,4726.0,81.13165515705056,4489.0,1122.2,25.0,Exact Recombinant Match,,39.22633103141011,,,,,,,30,,,,,,,,,,,,66.66666666666666,,,,,,,,,,,,,,,,,,,,,,9,5511-10000,81.1%,66.7%,0,81.13165515705056,,,,,,,,,,66.66666666666666,0.0,0,1,8,0,9,❌ None
155,156,10,32.83283283283283,27,644,3,✅ Complete Match (1/1),Step 2: Best Match,13,13,18,67,5,54,72.2%,19.4%,✅ Equal,85,26,59,27_Recombination events.csv|644,644,27_Recombination events.csv,3789,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0002,0.02,0.1,5000,50,3502,9943,3502-9943,['39'],"['30', '8', '33', '34', '28', '36', '11', '42']","['40', '6', '20', '26', '19', '41', '27', '13', '2', '50']",287.0,57.0,344.0,99.1,,,,,🎯 Perfect (1/1),54.82,2.0,1/1,100.0,50.0,1.0,1/1,50,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,3,3789-10000,99.1%,100.0%,0,99.1,,,,,,,,,,0.0,65.6,0,1,3,0,3,❌ None
156,157,7,30.0,42,9018,7,Case_A_End_End,Step 1: Approximate,8,7,10,48,2,41,80.0%,14.6%,❌ Diff: RDP=8 vs Santa=7,58,15,43,42_Recombination events.csv|9018,9018,42_Recombination events.csv,5319,10000,"['10', '11', '12', '16', '21', '23', '3', '30', '40', '47']",1000,0.0002,0.02,0.1,5000,50,9480,9999,9480-9999,"['40', '23', '12', '47', '21', '3', '10', '30', '16', '11']","['31', '5', '4', '8', '42', '44', '17', '18', '15', '20']","['1', '6', '37', '19', '2']",4161.0,1.0,4162.0,11.08737449262978,4681.0,1170.2,25.0,Exact Recombinant Match,,23.21747489852596,,,,,,,30,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,7,5319-10000,11.1%,60.0%,0,11.08737449262978,,,,,,,,,,60.0,0.0,0,1,8,0,7,❌ None
157,158,11,30.0,27,6310,"18, 9",Cluster (2 RDPs),Step 5: Cluster,13,13,18,67,5,54,72.2%,19.4%,✅ Equal,85,26,59,27_Recombination events.csv|6310,6310,27_Recombination events.csv,7245,9252,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0002,0.02,0.1,5000,50,369,9997,369-9997 | 1144-2568,"['43', '48', '17', '21', '25'] | ['43', '48', '17', '21', '25']","['18', '1', '22', '49', '3', '47'] | ['18', '1', '22', '49', '3', '47']","['30', '8', '33', '34', '28', '36', '11', '42'] | ['30', '8', '44', '33', '34', '28', '36', '11', '42']",,,,,,,,,,85.0,,,100.0,,,,50,,,,,,,,,,,,100.0,,,,,,,,,,,,,100.0,✅ Yes,✅ Yes,18.0,18.0,18.0,1.0,✅ Yes,✅ Yes,"18, 9",7245-9252,100.0%,100.0%,100,100.0,,,,,,,,,,60.0,0.0,0,3,5,100,"18,9",✅ Start+End
158,159,8,28.57142857142857,44,9623,8,Case_E_Start_End,Step 1: Approximate,9,9,12,35,3,26,75.0%,25.7%,✅ Equal,47,18,29,44_Recombination events.csv|9623,9623,44_Recombination events.csv,2748,8868,"['20', '23', '25', '26', '32', '41', '8']",1000,0.0002,0.02,0.1,5000,50,2747,3226,2747-3226,"['32', '41', '25', '23', '8', '26', '20']","['39', '40', '1', '12', '37', '44', '3', '17', '16', '2']","['49', '24']",1.0,5642.0,5643.0,7.810457516339869,3880.0,970.0,25.0,Exact Recombinant Match,,21.70494864612512,,,,,,,30,,,,,,,,,,,,57.14285714285714,,,,,,,,,,,,,,,,,,,,,,8,2748-8868,7.8%,57.1%,0,7.810457516339869,,,,,,,,,,57.14285714285714,0.0,0,1,8,0,8,❌ None
159,160,3,27.77777777777778,31,9605,6,Case_F_Start_Start,Step 1: Approximate,5,5,9,63,4,58,55.6%,7.9%,✅ Equal,72,10,62,31_Recombination events.csv|9605,9605,31_Recombination events.csv,5664,10000,"['15', '18', '21', '37', '39', '43', '44', '6', '9']",1000,0.0002,0.02,0.1,5000,50,6639,7632,6639-7632,"['37', '6', '18', '15', '43', '44', '9', '21', '39']","['8', '25', '31', '16', '28', '4', '32', '11', '50']","['35', '1', '29']",975.0,2368.0,3343.0,22.90129151291513,4336.0,1084.0,25.0,Exact Recombinant Match,,24.246924969249694,,,,,,,30,,,,,,,,,,,,55.55555555555556,,,,,,,,,,,,,,,,,,,,,,6,5664-10000,22.9%,55.6%,0,22.90129151291513,,,,,,,,,,55.55555555555556,0.0,0,1,8,0,6,❌ None
