Unnamed: 0,Global_Rank,Tag_Rank,Tag_Specific_Quality_Score,Tag,Santa_ID,RDP_Event_ID,Match_Type,Source_Tab,Tag_RDP_Count,Tag_Santa_Count,Tag_Original_RDP_Count,Tag_Original_Santa_Count,Tag_Remaining_RDP,Tag_Remaining_Santa,Tag_RDP_Match_Rate,Tag_Santa_Match_Rate,RDP_Santa_Equal,Tag_Total_Original,Tag_Total_Matched,Tag_Total_Remaining,SantaID,Santa_Event,Santa_Tag,Santa_INI,Santa_END,Santa_Recombinant,santa_popSize,santa_mutationRate,santa_recombProb,santa_dualInfectProb,santa_genCount,santa_sampleSize,RDP_INI,RDP_END,RDP_Breakpoints,RDP_Recombinant,RDP_Minor,RDP_Major,INI_Difference,END_Difference,Total_Difference,Overlap_Percentage,Fragment_Size,Dynamic_Tolerance,Tolerance_Percent,Validation,Recombinant_Match_Quality,Quality_Score,Jaccard_Similarity,Sequence_Ratio,Sequence_Coverage,Santa_Recombinant_Count,RDP_Recombinant_Count,Covered_Sequences,Breakpoint_Score,Overlap_Score,Santa_Breakpoint,Santa_Size,Santa_Seqs_Count,Tolerance,Max_End_Distance,Chain_Score,Start_Score,End_Score,Continuity_Score,Recombinant_Score,Seq_Ratio,Seq_Ratio_%,Reaches_Santa_End,RDP_Tags,Chain_Length,Chain_INI,Chain_END,Start_Distance,End_Distance,Total_Gap,Chain_Logic_Valid,Logic_Validation_Msg,Quality_Check,Coverage_Percentage,Valid,Minor/Major,Start_Anchor,End_Anchor,Full_Coverage,Pre_Start_RDPs,Reaches_Start,Reaches_End,RDP_Num,Santa_Breakpoints,Display_Coverage,Display_Seq_Ratio,Structural_Score,Coverage_Score,tag,Parent_Child_Type,Matched_Value,Breakpoint_Matches,Num_Breakpoint_Matches,Avg_Distance,Total_Distance,Start_Dist,End_Dist,Recombinant_Match_Score,Start_End_Diff_Score,Chain_Bonus,Step_Priority,Match_Type_Priority,Reaches_Priority,RDP_Set,Reaches_Status
145,146,6,81.19994994994994,48,9470,6,🎯 Perfect Match (1/1),Step 2: Best Match,14,14,18,73,4,59,77.8%,19.2%,✅ Equal,91,28,63,48_Recombination events.csv|9470,9470,48_Recombination events.csv,4323,8151,"['1', '13', '14', '18', '2', '21', '23', '24', '29', '3', '31', '34', '41', '42', '43', '44', '5', '50', '6']",1000,0.0001,0.02,0.1,5000,50,4324.0,8152.0,4324-8152,"['5', '41', '29', '6', '31', '2', '23', '44']","['18', '43', '34', '13', '50', '42']",['37'],1.0,1.0,2.0,100.0,,,,,✅ Complete (8/8),59.0,42.1,8/8,100.0,19.0,8.0,8/8,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,6,4323-8151,100.0%,100.0%,0,100.0,,,,,,,,,,62.5,99.8,0,1,1,0,6,❌ None
146,147,2,80.04638916750251,42,9808,4,⭐ Excellent Match (1/1),Step 2: Best Match,4,4,5,44,1,40,80.0%,9.1%,✅ Equal,49,8,41,42_Recombination events.csv|9808,9808,42_Recombination events.csv,630,7269,"['11', '26', '28', '33', '38', '4', '40', '49']",1000,0.0001,0.02,0.1,5000,50,616.0,7282.0,616-7282,"['49', '26', '11', '38', '33', '28', '40', '4']","['18', '19', '44', '27', '50', '24', '42']",['39'],14.0,13.0,27.0,100.0,,,,,✅ Complete (8/8),57.0,100.0,8/8,100.0,8.0,8.0,8/8,70,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,4,630-7269,100.0%,100.0%,0,100.0,,,,,,,,,,62.5,97.3,0,1,2,0,4,❌ None
147,148,2,79.84939759036145,73,9755,2,⭐ Excellent Match (1/1),Step 2: Best Match,7,7,17,31,10,24,41.2%,22.6%,✅ Equal,48,14,34,73_Recombination events.csv|9755,9755,73_Recombination events.csv,2043,5415,"['13', '16', '20', '31', '39']",1000,0.0001,0.02,0.1,5000,50,2040.0,5419.0,2040-5419,"['13', '31', '39', '20', '16']","['7', '21', '11', '3', '12']","['43', '47', '23']",3.0,4.0,7.0,100.0,,,,,✅ Complete (5/5),59.0,100.0,5/5,100.0,5.0,5.0,5/5,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,2,2043-5415,100.0%,100.0%,0,100.0,,,,,,,,,,60.0,99.3,0,1,2,0,2,❌ None
148,149,3,79.09819639278557,64,8150,8,⭐ Excellent Match (1/1),Step 2: Best Match,10,9,11,41,1,32,90.9%,22.0%,❌ Diff: RDP=10 vs Santa=9,52,19,33,64_Recombination events.csv|8150,8150,64_Recombination events.csv,5619,8217,"['10', '11', '12', '13', '15', '17', '2', '23', '24', '25', '26', '28', '3', '30', '34', '37', '40', '41', '42', '44', '45', '46', '47', '49', '5', '50', '6', '7', '8', '9']",1000,0.0001,0.02,0.1,5000,50,5618.0,8198.0,5618-8198,"['45', '34', '13', '6', '3']","['17', '33', '29', '50', '5', '19', '1', '28', '4', '16', '18', '35', '43', '27', '32', '36', '39', '20', '48']","['21', '38', '14', '15', '22', '31']",1.0,19.0,20.0,99.3,,,,,✅ Complete (5/5),56.86,16.7,5/5,100.0,30.0,5.0,5/5,70,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,8,5619-8217,99.3%,100.0%,0,99.3,,,,,,,,,,60.0,98.0,0,1,2,0,8,❌ None
149,150,5,78.94894894894895,84,3762,7,⭐ Excellent Match (1/1),Step 2: Best Match,7,7,8,58,1,51,87.5%,12.1%,✅ Equal,66,14,52,84_Recombination events.csv|3762,3762,84_Recombination events.csv,7524,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0001,0.02,0.1,5000,50,7525.0,9979.0,7525-9979,"['45', '38', '13', '12', '39']","['5', '18', '49', '21', '41', '36', '47', '9', '46', '10']","['28', '50', '30', '37']",1.0,21.0,22.0,99.1,,,,,✅ Complete (5/5),56.82,10.0,5/5,100.0,50.0,5.0,5/5,70,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,7,7524-10000,99.1%,100.0%,0,99.1,,,,,,,,,,60.0,97.8,0,1,2,0,7,❌ None
150,151,7,78.57142857142857,48,9613,2,🎯 Perfect Match (1/1),Step 2: Best Match,14,14,18,73,4,59,77.8%,19.2%,✅ Equal,91,28,63,48_Recombination events.csv|9613,9613,48_Recombination events.csv,1344,10000,"['15', '17', '19', '26', '28', '33', '36', '45']",1000,0.0001,0.02,0.1,5000,50,1344.0,9999.0,1344-9999,"['19', '45', '17', '26', '36', '33', '28']","['20', '49']","['35', '27', '32', '25', '15', '10', '4']",0.0,1.0,1.0,100.0,,,,,✅ Complete (7/7),59.0,87.5,7/7,100.0,8.0,7.0,7/7,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,2,1344-10000,100.0%,100.0%,0,100.0,,,,,,,,,,57.14285714285714,99.9,0,1,1,0,2,❌ None
151,152,2,78.52117731514716,44,9534,8,✅ Complete Match (1/1),Step 2: Best Match,8,8,8,36,0,28,100.0%,22.2%,✅ Equal,44,16,28,44_Recombination events.csv|9534,9534,44_Recombination events.csv,5604,5877,"['10', '17', '20', '36', '43', '5', '7']",1000,0.0001,0.02,0.1,5000,50,5599.0,5878.0,5599-5878,"['7', '5', '43', '17', '36', '10', '20']","['37', '11', '6', '22', '2', '42', '41', '21', '25', '8', '40', '1', '13', '28', '16', '35', '27', '47', '15', '3', '39', '48', '44']","['49', '34', '9', '33', '12', '29', '45', '46', '50', '30', '23', '19', '26', '24', '4', '18', '32', '38', '14', '31']",5.0,1.0,6.0,100.0,,,,,✅ Complete (7/7),59.0,100.0,7/7,100.0,7.0,7.0,7/7,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,8,5604-5877,100.0%,100.0%,0,100.0,,,,,,,,,,57.14285714285714,99.4,0,1,3,0,8,❌ None
152,153,3,78.42112797022617,66,9714,3,⭐ Excellent Match (1/1),Step 2: Best Match,6,6,6,42,0,36,100.0%,14.3%,✅ Equal,48,12,36,66_Recombination events.csv|9714,9714,66_Recombination events.csv,8793,10000,"['1', '12', '17', '22', '25', '38', '41']",1000,0.0001,0.02,0.1,5000,50,8794.0,9996.0,8794-9996,"['41', '17', '1', '25', '38', '22', '12']","['45', '37', '9']",['50'],1.0,4.0,5.0,99.6,,,,,✅ Complete (7/7),58.92,100.0,7/7,100.0,7.0,7.0,7/7,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,3,8793-10000,99.6%,100.0%,0,99.6,,,,,,,,,,57.14285714285714,99.5,0,1,2,0,3,❌ None
153,154,4,77.92012596621815,66,9293,2,⭐ Excellent Match (1/1),Step 2: Best Match,6,6,6,42,0,36,100.0%,14.3%,✅ Equal,48,12,36,66_Recombination events.csv|9293,9293,66_Recombination events.csv,5622,9459,"['11', '18', '20', '32', '40', '5', '7']",1000,0.0001,0.02,0.1,5000,50,5630.0,9466.0,5630-9466,"['7', '5', '18', '32', '11', '20', '40']","['29', '26', '46', '14', '6', '8', '3', '31', '16', '30', '33', '28', '39', '24', '4']","['19', '37', '45', '36', '9', '44']",8.0,7.0,15.0,99.8,,,,,✅ Complete (7/7),58.96,100.0,7/7,100.0,7.0,7.0,7/7,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,2,5622-9459,99.8%,100.0%,0,99.8,,,,,,,,,,57.14285714285714,98.5,0,1,2,0,2,❌ None
154,155,5,77.72762732642371,71,9600,3,🎯 Perfect Match (1/1),Step 2: Best Match,9,9,9,25,0,16,100.0%,36.0%,✅ Equal,34,18,16,71_Recombination events.csv|9600,9600,71_Recombination events.csv,7680,10000,"['1', '17', '19', '2', '24', '32', '35', '5', '8']",1000,0.0001,0.02,0.1,5000,50,7680.0,9996.0,7680-9996,"['5', '19', '35', '17', '32', '1', '8', '24', '2']","['13', '14', '21', '16']","['18', '43', '49', '45', '11', '46', '10', '39', '42']",0.0,4.0,4.0,99.8,,,,,✅ Complete (9/9),58.96,100.0,9/9,100.0,9.0,9.0,9/9,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,3,7680-10000,99.8%,100.0%,0,99.8,,,,,,,,,,55.55555555555556,99.6,0,1,1,0,3,❌ None
155,156,5,77.72757697456493,55,9601,7,⭐ Excellent Match (1/1),Step 2: Best Match,10,10,11,59,1,49,90.9%,16.9%,✅ Equal,70,20,50,55_Recombination events.csv|9601,9601,55_Recombination events.csv,2124,3204,"['3', '38', '4', '40', '43', '44', '47', '49', '8']",1000,0.0001,0.02,0.1,5000,50,2120.0,3205.0,2120-3205,"['43', '49', '44', '47', '38', '8', '3', '40', '4']","['37', '46', '10', '6', '2', '23']","['21', '34', '36', '28', '24']",4.0,1.0,5.0,100.0,,,,,✅ Complete (9/9),59.0,100.0,9/9,100.0,9.0,9.0,9/9,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,7,2124-3204,100.0%,100.0%,0,100.0,,,,,,,,,,55.55555555555556,99.5,0,1,2,0,7,❌ None
156,157,4,77.41975927783349,70,1934,9,✅ Complete Match (1/1),Step 2: Best Match,10,11,13,39,3,28,76.9%,28.2%,❌ Diff: RDP=10 vs Santa=11,52,21,31,70_Recombination events.csv|1934,1934,70_Recombination events.csv,8913,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0001,0.02,0.1,5000,50,8713.0,9996.0,8713-9996,"['37', '45', '17', '26', '33', '31', '39', '42']","['21', '34', '36', '11', '13', '6', '50', '12', '48', '2']","['7', '5', '18', '43', '29', '27', '38', '8', '30', '40', '16']",200.0,4.0,204.0,99.6,,,,,✅ Complete (8/8),54.92,16.0,8/8,100.0,50.0,8.0,8/8,50,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,9,8913-10000,99.6%,100.0%,0,99.6,,,,,,,,,,75.0,79.6,0,1,3,0,9,❌ None
157,158,6,77.3058773058773,79,8484,13,✅ Complete Match (1/1),Step 2: Best Match,13,12,14,56,1,44,92.9%,21.4%,❌ Diff: RDP=13 vs Santa=12,70,25,45,79_Recombination events.csv|8484,8484,79_Recombination events.csv,3081,5100,"['14', '23', '24', '25', '32', '33', '36', '41', '46', '48', '5', '50', '9']",1000,0.0001,0.02,0.1,5000,50,3092.0,4942.0,3092-4942,"['41', '5', '32', '25', '36', '33', '24']","['7', '49', '17', '11', '6', '12', '2', '29', '45', '46', '8', '23', '26', '10', '16', '43', '35', '27', '3', '39', '20']","['18', '21', '37', '44', '13', '30', '42', '28', '40', '4']",11.0,158.0,169.0,91.6,,,,,✅ Complete (7/7),53.32,53.8,7/7,100.0,13.0,7.0,7/7,50,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,13,3081-5100,91.6%,100.0%,0,91.6,,,,,,,,,,71.42857142857143,83.1,0,1,3,0,13,❌ None
158,159,4,77.24724724724724,59,9759,4,✅ Complete Match (1/1),Step 2: Best Match,5,5,5,35,0,30,100.0%,14.3%,✅ Equal,40,10,30,59_Recombination events.csv|9759,9759,59_Recombination events.csv,4995,8286,"['16', '18', '21', '31', '7']",1000,0.0001,0.02,0.1,5000,50,5048.0,8283.0,5048-8283,"['7', '18', '21', '31', '16']","['5', '49', '26', '11', '1', '46', '47', '33', '39', '20', '28', '44']","['41', '19', '43', '29', '45', '36', '9', '8', '48']",53.0,3.0,56.0,98.3,,,,,✅ Complete (5/5),56.66,100.0,5/5,100.0,5.0,5.0,5/5,70,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,4,4995-8286,98.3%,100.0%,0,98.3,,,,,,,,,,60.0,94.4,0,1,3,0,4,❌ None
159,160,4,75.9388888888889,65,2815,6,✅ Complete Match (1/1),Step 2: Best Match,6,5,10,42,4,37,60.0%,11.9%,❌ Diff: RDP=6 vs Santa=5,52,11,41,65_Recombination events.csv|2815,2815,65_Recombination events.csv,5679,8934,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0001,0.02,0.1,5000,50,5856.0,8852.0,5856-8852,"['41', '18', '29', '42', '10', '20', '28', '24', '16']","['5', '21', '43', '34', '26', '27', '1', '11', '14', '38', '6', '8', '30', '50', '39', '2', '23', '4']","['7', '19', '35', '49', '45', '17', '36', '25', '9', '46', '13', '15', '47', '12', '22', '48']",177.0,82.0,259.0,92.0,,,,,✅ Complete (9/9),53.400000000000006,18.0,9/9,100.0,50.0,9.0,9/9,50,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,6,5679-8934,92.0%,100.0%,0,92.0,,,,,,,,,,77.77777777777779,74.1,0,1,3,0,6,❌ None
160,161,3,75.0,81,9825,8,⭐ Excellent Match (1/1),Step 2: Best Match,7,7,10,32,3,25,70.0%,21.9%,✅ Equal,42,14,28,81_Recombination events.csv|9825,9825,81_Recombination events.csv,3384,5709,"['33', '4', '45']",1000,0.0001,0.02,0.1,5000,50,3380.0,5708.0,3380-5708,"['33', '4']","['6', '27', '44']","['19', '35', '37', '34', '26', '1', '9', '11', '13', '14', '10', '8', '3', '31', '38', '46', '28', '24']",4.0,1.0,5.0,100.0,,,,,✅ Complete (2/2),59.0,66.7,2/2,100.0,3.0,2.0,2/2,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,8,3384-5709,100.0%,100.0%,0,100.0,,,,,,,,,,50.0,99.5,0,1,2,0,8,❌ None
161,162,3,75.0,57,9765,2,🎯 Perfect Match (1/1),Step 2: Best Match,5,5,6,39,1,34,83.3%,12.8%,✅ Equal,45,10,35,57_Recombination events.csv|9765,9765,57_Recombination events.csv,1200,7536,"['14', '15', '23', '26', '44', '7']",1000,0.0001,0.02,0.1,5000,50,1201.0,7537.0,1201-7537,"['7', '26', '14', '15', '23', '44']","['3', '36', '4', '16']","['49', '47', '25', '8', '12', '2']",1.0,1.0,2.0,100.0,,,,,✅ Complete (6/6),59.0,100.0,6/6,100.0,6.0,6.0,6/6,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,2,1200-7536,100.0%,100.0%,0,100.0,,,,,,,,,,50.0,99.8,0,1,1,0,2,❌ None
162,163,7,75.0,78,9365,9,✅ Complete Match (1/1),Step 2: Best Match,10,10,14,64,4,54,71.4%,15.6%,✅ Equal,78,20,58,78_Recombination events.csv|9365,9365,78_Recombination events.csv,81,10000,"['1', '10', '11', '13', '14', '15', '17', '19', '21', '22', '29', '3', '35', '38', '7', '9']",1000,0.0001,0.02,0.1,5000,50,81.0,9999.0,81-9999,"['7', '35', '11', '1', '9', '14', '15', '22']","['43', '38', '33', '3', '48']","['17', '21', '29']",0.0,1.0,1.0,100.0,,,,,✅ Complete (8/8),59.0,50.0,8/8,100.0,16.0,8.0,8/8,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,9,81-10000,100.0%,100.0%,0,100.0,,,,,,,,,,50.0,99.9,0,1,3,0,9,❌ None
163,164,6,75.0,71,9687,2,🎯 Perfect Match (1/1),Step 2: Best Match,9,9,9,25,0,16,100.0%,36.0%,✅ Equal,34,18,16,71_Recombination events.csv|9687,9687,71_Recombination events.csv,246,2280,"['11', '31', '49', '50']",1000,0.0001,0.02,0.1,5000,50,244.0,2281.0,244-2281,"['11', '50', '31', '49']","['7', '29', '26', '27', '25', '36', '38', '15', '47', '6', '48', '40', '4']","['43', '18', '45', '46', '10', '39', '42']",2.0,1.0,3.0,100.0,,,,,✅ Complete (4/4),59.0,100.0,4/4,100.0,4.0,4.0,4/4,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,2,246-2280,100.0%,100.0%,0,100.0,,,,,,,,,,50.0,99.7,0,1,1,0,2,❌ None
164,165,2,74.89979959919839,86,9614,5,⭐ Excellent Match (1/1),Step 2: Best Match,5,5,16,45,11,40,31.2%,11.1%,✅ Equal,61,10,51,86_Recombination events.csv|9614,9614,86_Recombination events.csv,1740,10000,"['13', '37', '5']",1000,0.0001,0.02,0.1,5000,50,1742.0,9998.0,1742-9998,"['13', '5', '37']","['29', '26', '25', '38', '33', '48']",['1'],2.0,2.0,4.0,100.0,,,,,✅ Complete (3/3),59.0,100.0,3/3,100.0,3.0,3.0,3/3,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,5,1740-10000,100.0%,100.0%,0,100.0,,,,,,,,,,33.33333333333333,99.6,0,1,2,0,5,❌ None
165,166,4,74.84984984984985,50,9987,2,🎯 Perfect Match (1/1),Step 2: Best Match,9,8,13,42,4,34,69.2%,19.0%,❌ Diff: RDP=9 vs Santa=8,55,17,38,50_Recombination events.csv|9987,9987,50_Recombination events.csv,4110,6777,"['17', '19', '32', '4', '47', '5']",1000,0.0001,0.02,0.1,5000,50,4112.0,6775.0,4112-6775,"['5', '19', '17', '32', '47', '4']","['18', '46']",['24'],2.0,2.0,4.0,99.9,,,,,✅ Complete (6/6),58.98,100.0,6/6,100.0,6.0,6.0,6/6,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,2,4110-6777,99.9%,100.0%,0,99.9,,,,,,,,,,50.0,99.6,0,1,1,0,2,❌ None
166,167,5,74.8496993987976,66,9837,6,✅ Complete Match (1/1),Step 2: Best Match,6,6,6,42,0,36,100.0%,14.3%,✅ Equal,48,12,36,66_Recombination events.csv|9837,9837,66_Recombination events.csv,7089,7176,"['1', '12', '22', '25', '38', '41']",1000,0.0001,0.02,0.1,5000,50,7090.0,7180.0,7090-7180,"['41', '1', '38', '25', '22', '12']","['19', '37', '45', '36', '9', '44']",['17'],1.0,4.0,5.0,98.9,,,,,✅ Complete (6/6),58.78,100.0,6/6,100.0,6.0,6.0,6/6,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,6,7089-7176,98.9%,100.0%,0,98.9,,,,,,,,,,50.0,99.5,0,1,3,0,6,❌ None
167,168,5,74.74974974974975,50,9849,5,⭐ Excellent Match (1/1),Step 2: Best Match,9,8,13,42,4,34,69.2%,19.0%,❌ Diff: RDP=9 vs Santa=8,55,17,38,50_Recombination events.csv|9849,9849,50_Recombination events.csv,834,2004,"['12', '15', '29', '30', '36', '39', '45', '8']",1000,0.0001,0.02,0.1,5000,50,837.0,2007.0,837-2007,"['29', '45', '36', '15', '8', '30', '12', '39']",['14'],"['7', '35', '40', '1', '38', '3', '22', '28', '23', '42']",3.0,3.0,6.0,99.7,,,,,✅ Complete (8/8),58.94,100.0,8/8,100.0,8.0,8.0,8/8,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,5,834-2004,99.7%,100.0%,0,99.7,,,,,,,,,,50.0,99.4,0,1,2,0,5,❌ None
168,169,7,74.74974974974975,79,9908,6,⭐ Excellent Match (1/1),Step 2: Best Match,13,12,14,56,1,44,92.9%,21.4%,❌ Diff: RDP=13 vs Santa=12,70,25,45,79_Recombination events.csv|9908,9908,79_Recombination events.csv,1446,2439,"['21', '28', '37', '4']",1000,0.0001,0.02,0.1,5000,50,1447.0,2434.0,1447-2434,"['28', '21', '37', '4']","['6', '16']","['13', '30', '40', '44']",1.0,5.0,6.0,99.4,,,,,✅ Complete (4/4),58.88,100.0,4/4,100.0,4.0,4.0,4/4,90,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,6,1446-2439,99.4%,100.0%,0,99.4,,,,,,,,,,50.0,99.4,0,1,2,0,6,❌ None
169,170,4,74.4994994994995,61,9823,10,✅ Complete Match (1/1),Step 2: Best Match,6,6,11,36,5,30,54.5%,16.7%,✅ Equal,47,12,35,61_Recombination events.csv|9823,9823,61_Recombination events.csv,6951,7908,"['28', '35', '49', '9']",1000,0.0001,0.02,0.1,5000,50,6940.0,7908.0,6940-7908,"['49', '28', '35', '9']","['7', '18', '19', '34', '25', '47', '14', '13', '50', '31', '22', '2', '40', '16']","['41', '43', '46', '8', '20']",11.0,0.0,11.0,100.0,,,,,✅ Complete (4/4),57.0,100.0,4/4,100.0,4.0,4.0,4/4,70,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,10,6951-7908,100.0%,100.0%,0,100.0,,,,,,,,,,50.0,98.9,0,1,3,0,1,❌ None
170,171,3,74.24774322968906,49,9638,1,⭐ Excellent Match (1/1),Step 2: Best Match,8,8,10,39,2,31,80.0%,20.5%,✅ Equal,49,16,33,49_Recombination events.csv|9638,9638,49_Recombination events.csv,2571,10000,"['11', '33', '37', '44']",1000,0.0001,0.02,0.1,5000,50,2573.0,9984.0,2573-9984,"['33', '11', '37', '44']","['18', '26', '1', '31', '39']","['42', '4']",2.0,16.0,18.0,99.8,,,,,✅ Complete (4/4),56.96,100.0,4/4,100.0,4.0,4.0,4/4,70,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,1,2571-10000,99.8%,100.0%,0,99.8,,,,,,,,,,50.0,98.2,0,1,2,0,1,❌ None
171,172,1,73.78048780487805,68,971,1,✅ Complete Match (1/1),Step 2: Best Match,4,4,5,38,1,34,80.0%,10.5%,✅ Equal,43,8,35,68_Recombination events.csv|971,971,68_Recombination events.csv,2772,6750,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0001,0.02,0.1,5000,50,3022.0,6468.0,3022-6468,"['5', '41', '35', '43', '49', '32', '9', '10', '33', '12', '48', '4']","['18', '19', '26', '47', '3', '30', '20', '2', '42']","['7', '37', '34', '17', '11', '6', '22', '21', '29', '45', '25', '46', '8', '50', '23', '40', '1', '13', '28', '24', '16', '27', '36', '38', '14', '15', '31', '39', '44']",250.0,282.0,532.0,86.6,,,,,✅ Complete (12/12),52.32,24.0,12/12,100.0,50.0,12.0,12/12,50,96.3,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,1,2772-6750,86.6%,100.0%,0,86.6,,,,,,,,,,75.0,46.8,0,1,3,0,1,❌ None
172,173,3,73.64729458917836,86,9659,2,⭐ Excellent Match (1/1),Step 2: Best Match,5,5,16,45,11,40,31.2%,11.1%,✅ Equal,61,10,51,86_Recombination events.csv|9659,9659,86_Recombination events.csv,5592,10000,"['22', '36', '40']",1000,0.0001,0.02,0.1,5000,50,5615.0,9994.0,5615-9994,"['36', '22', '40']",['17'],"['41', '19', '11', '9', '24', '4']",23.0,6.0,29.0,99.3,,,,,✅ Complete (3/3),56.86,100.0,3/3,100.0,3.0,3.0,3/3,70,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,2,5592-10000,99.3%,100.0%,0,99.3,,,,,,,,,,33.33333333333333,97.1,0,1,2,0,2,❌ None
173,174,2,72.22222222222221,68,9854,4,✅ Complete Match (1/1),Step 2: Best Match,4,4,5,38,1,34,80.0%,10.5%,✅ Equal,43,8,35,68_Recombination events.csv|9854,9854,68_Recombination events.csv,147,10000,"['1', '24', '40']",1000,0.0001,0.02,0.1,5000,50,148.0,9985.0,148-9985,"['24', '1', '40']",['45'],"['21', '29', '27', '36', '38', '14', '13', '46', '6', '50', '22', '39', '28', '16']",1.0,15.0,16.0,99.8,,,,,✅ Complete (3/3),56.96,100.0,3/3,100.0,3.0,3.0,3/3,70,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,4,147-10000,99.8%,100.0%,0,99.8,,,,,,,,,,33.33333333333333,98.4,0,1,3,0,4,❌ None
174,175,6,71.7967967967968,50,9423,13,✅ Complete Match (1/1),Step 2: Best Match,9,8,13,42,4,34,69.2%,19.0%,❌ Diff: RDP=9 vs Santa=8,55,17,38,50_Recombination events.csv|9423,9423,50_Recombination events.csv,7644,10000,"['12', '14', '15', '2', '27', '29', '30', '36', '39', '44', '45', '8']",1000,0.0001,0.02,0.1,5000,50,7666.0,9957.0,7666-9957,"['27', '2', '44', '14']",['21'],['8'],22.0,43.0,65.0,97.2,,,,,✅ Complete (4/4),56.44,33.3,4/4,100.0,12.0,4.0,4/4,70,100.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,13,7644-10000,97.2%,100.0%,0,97.2,,,,,,,,,,50.0,93.5,0,1,3,0,13,❌ None
