,Global_Rank,Tag_Rank,Tag_Specific_Quality_Score,Tag,Santa_ID,RDP_Event_ID,Match_Type,Source_Tab,Tag_RDP_Count,Tag_Santa_Count,Tag_Original_RDP_Count,Tag_Original_Santa_Count,Tag_Remaining_RDP,Tag_Remaining_Santa,Tag_RDP_Match_Rate,Tag_Santa_Match_Rate,RDP_Santa_Equal,Tag_Total_Original,Tag_Total_Matched,Tag_Total_Remaining,SantaID,Santa_Event,Santa_Tag,Santa_INI,Santa_END,Santa_Recombinant,santa_popSize,santa_mutationRate,santa_recombProb,santa_dualInfectProb,santa_genCount,santa_sampleSize,RDP_INI,RDP_END,RDP_Breakpoints,RDP_Recombinant,RDP_Minor,RDP_Major,INI_Difference,END_Difference,Total_Difference,Overlap_Percentage,Fragment_Size,Dynamic_Tolerance,Tolerance_Percent,Validation,Recombinant_Match_Quality,Quality_Score,Jaccard_Similarity,Sequence_Ratio,Sequence_Coverage,Santa_Recombinant_Count,RDP_Recombinant_Count,Covered_Sequences,Breakpoint_Score,Overlap_Score,Santa_Breakpoint,Santa_Size,Santa_Seqs_Count,Tolerance,Max_End_Distance,Chain_Score,Start_Score,End_Score,Continuity_Score,Recombinant_Score,Seq_Ratio,Seq_Ratio_%,Reaches_Santa_End,RDP_Tags,Chain_Length,Chain_INI,Chain_END,Start_Distance,End_Distance,Total_Gap,Chain_Logic_Valid,Logic_Validation_Msg,Quality_Check,Coverage_Percentage,Valid,Minor/Major,Start_Anchor,End_Anchor,Full_Coverage,Pre_Start_RDPs,Reaches_Start,Reaches_End,RDP_Num,Santa_Breakpoints,Display_Coverage,Display_Seq_Ratio,Structural_Score,Coverage_Score,tag,Parent_Child_Type,Matched_Value,Breakpoint_Matches,Num_Breakpoint_Matches,Avg_Distance,Total_Distance,Start_Dist,End_Dist,Recombinant_Match_Score,Start_End_Diff_Score,Chain_Bonus,Step_Priority,Match_Type_Priority,Reaches_Priority,RDP_Set,Reaches_Status
75,76,1,99.74974974974975,46,2587,2,Standard_Match,Step 1: Approximate,5,5,10,9,5,4,50.0%,55.6%,✅ Equal,19,10,9,46_Recombination events.csv|2587,2587,46_Recombination events.csv,4836,7521,['11'],1000,0.0002,0.005,0.1,5000,50,4831,7522,4831-7522,['11'],"['16', '13', '30']","['29', '31']",5,1,6,100,2685,671.2,25,Exact Recombinant Match,,59,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,4836-7521,100.0%,100.0%,0,100,,,,,,,,,,100,99.4,0,1,7,0,2,❌ None
76,77,2,99.74974974974975,98,2308,1,Standard_Match,Step 1: Approximate,3,3,4,8,1,5,75.0%,37.5%,✅ Equal,12,6,6,98_Recombination events.csv|2308,2308,98_Recombination events.csv,2280,5004,['7'],1000,0.0002,0.005,0.1,5000,50,2282,5008,2282-5008,['7'],"['10', '28', '29', '33', '26', '35', '11', '48', '3', '5', '24', '45']","['12', '38', '30', '40', '15', '22', '41', '14', '31', '4', '8', '32', '16', '13', '17', '23', '2', '6', '18', '47', '43', '46', '1']",2,4,6,99.92657856093979,2724,681,25,Exact Recombinant Match,,58.985315712187955,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,2280-5004,99.9%,100.0%,0,99.92657856093979,,,,,,,,,,100,99.4,0,1,7,0,1,❌ None
77,78,1,99.749498997996,25,2434,3,⭐ Excellent Match (1/1),Step 2: Best Match,3,3,5,13,2,10,60.0%,23.1%,✅ Equal,18,6,12,25_Recombination events.csv|2434,2434,25_Recombination events.csv,8904,10000,['2'],1000,0.0002,0.005,0.1,5000,50,8905,9994,8905-9994,['2'],"['35', '39']",['27'],1,6,7,99.4,,,,,🎯 Perfect (1/1),58.88,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,8904-10000,99.4%,100.0%,0,99.4,,,,,,,,,,100,99.3,0,1,2,0,3,❌ None
78,79,2,99.64964964964965,4,2477,2,✅ Complete Match (1/1),Step 2: Best Match,7,7,7,12,0,5,100.0%,58.3%,✅ Equal,19,14,5,4_Recombination events.csv|2477,2477,4_Recombination events.csv,9639,10000,"['40', '43', '45']",1000,0.0002,0.005,0.1,5000,50,9640,9993,9640-9993,"['40', '43', '45']","['48', '50']",['18'],1,7,8,97.8,,,,,✅ Complete (3/3),58.56,100,3/3,100,3,3,3/3,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,9639-10000,97.8%,100.0%,0,97.8,,,,,,,,,,100,99.2,0,1,3,0,2,❌ None
79,80,1,99.64929859719439,56,2609,3,Standard_Match,Step 1: Approximate,4,4,10,8,6,4,40.0%,50.0%,✅ Equal,18,8,10,56_Recombination events.csv|2609,2609,56_Recombination events.csv,9237,10000,['42'],1000,0.0002,0.005,0.1,5000,50,9240,9994,9240-9994,['42'],"['50', '41', '4']","['44', '47', '5', '26']",3,6,9,98.82044560943643,763,190.8,25,Exact Recombinant Match,,58.76408912188729,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,9237-10000,98.8%,100.0%,0,98.82044560943643,,,,,,,,,,100,99.1,0,1,7,0,3,❌ None
80,81,2,99.64929859719439,100,2551,7,Standard_Match,Step 1: Approximate,8,7,10,15,2,8,80.0%,46.7%,❌ Diff: RDP=8 vs Santa=7,25,15,10,100_Recombination events.csv|2551,2551,100_Recombination events.csv,2919,10000,['34'],1000,0.0002,0.005,0.1,5000,50,2914,9996,2914-9996,['34'],"['17', '11']","['16', '3', '46', '21']",5,4,9,99.94351080355882,2919,729.8,25,Exact Recombinant Match,,58.98870216071177,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,7,2919-10000,99.9%,100.0%,0,99.94351080355882,,,,,,,,,,100,99.1,0,1,7,0,7,❌ None
81,82,2,99.59919839679358,45,2548,5,⭐ Excellent Match (1/1),Step 2: Best Match,4,4,11,13,7,9,36.4%,30.8%,✅ Equal,24,8,16,45_Recombination events.csv|2548,2548,45_Recombination events.csv,6624,10000,['18'],1000,0.0002,0.005,0.1,5000,50,6622,9992,6622-9992,['18'],"['25', '23']",['26'],2,8,10,99.8,,,,,🎯 Perfect (1/1),58.96,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,5,6624-10000,99.8%,100.0%,0,99.8,,,,,,,,,,100,99,0,1,2,0,5,❌ None
82,83,1,99.44944944944945,58,2394,2,⭐ Excellent Match (1/1),Step 2: Best Match,2,2,4,7,2,5,50.0%,28.6%,✅ Equal,11,4,7,58_Recombination events.csv|2394,2394,58_Recombination events.csv,1335,10000,"['11', '23', '26', '30', '40', '44']",1000,0.0002,0.005,0.1,5000,50,1326,9997,1326-9997,"['26', '44', '30', '40', '11', '23']","['29', '16', '41']","['6', '12', '33', '35', '8', '9', '32', '13', '1', '50']",9,3,12,100,,,,,✅ Complete (6/6),59,100,6/6,100,6,6,6/6,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,1335-10000,100.0%,100.0%,0,100,,,,,,,,,,33.33333333333333,98.8,0,1,2,0,2,❌ None
83,84,1,99.44500504540868,62,2425,1,Standard_Match,Step 1: Approximate,5,5,5,9,0,4,100.0%,55.6%,✅ Equal,14,10,4,62_Recombination events.csv|2425,2425,62_Recombination events.csv,7932,10000,['45'],1000,0.0002,0.005,0.1,5000,50,7936,9984,7936-9984,['45'],['34'],"['10', '25']",4,16,20,99.03288201160542,2068,517,25,Exact Recombinant Match,,56.806576402321085,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,7932-10000,99.0%,100.0%,0,99.03288201160542,,,,,,,,,,100,98,0,1,7,0,1,❌ None
84,85,3,99.34804413239719,31,2520,2,⭐ Excellent Match (1/1),Step 2: Best Match,4,4,5,6,1,2,80.0%,66.7%,✅ Equal,11,8,3,31_Recombination events.csv|2520,2520,31_Recombination events.csv,2145,10000,['7'],1000,0.0002,0.005,0.1,5000,50,2149,9988,2149-9988,['7'],"['8', '31', '50']","['28', '12', '4']",4,12,16,99.8,,,,,🎯 Perfect (1/1),56.96,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,2145-10000,99.8%,100.0%,0,99.8,,,,,,,,,,100,98.4,0,1,2,0,2,❌ None
85,86,1,99.34738955823293,73,2349,2,⭐ Excellent Match (1/1),Step 2: Best Match,2,2,2,4,0,2,100.0%,50.0%,✅ Equal,6,4,2,73_Recombination events.csv|2349,2349,73_Recombination events.csv,2571,8157,['26'],1000,0.0002,0.005,0.1,5000,50,2577,8168,2577-8168,['26'],['21'],"['47', '48', '16', '46', '34']",6,11,17,99.9,,,,,🎯 Perfect (1/1),56.980000000000004,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,2571-8157,99.9%,100.0%,0,99.9,,,,,,,,,,100,98.3,0,1,2,0,2,❌ None
86,87,2,99.34409687184663,62,2401,2,Standard_Match,Step 1: Approximate,5,5,5,9,0,4,100.0%,55.6%,✅ Equal,14,10,4,62_Recombination events.csv|2401,2401,62_Recombination events.csv,2595,10000,"['1', '14']",1000,0.0002,0.005,0.1,5000,50,2601,9984,2601-9984,"['1', '14']","['16', '39', '48', '23']","['32', '37', '26']",6,16,22,99.70290344361918,2595,648.8,25,Exact Recombinant Match,,56.94058068872384,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,2595-10000,99.7%,100.0%,0,99.70290344361918,,,,,,,,,,100,97.8,0,1,7,0,2,❌ None
87,88,2,99.2964824120603,52,2475,1,⭐ Excellent Match (1/1),Step 2: Best Match,5,5,5,11,0,6,100.0%,45.5%,✅ Equal,16,10,6,52_Recombination events.csv|2475,2475,52_Recombination events.csv,6291,10000,['40'],1000,0.0002,0.005,0.1,5000,50,6280,9992,6280-9992,['40'],"['10', '6', '38', '46', '5', '34']","['28', '35', '17', '4']",11,8,19,99.8,,,,,🎯 Perfect (1/1),56.96,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,6291-10000,99.8%,100.0%,0,99.8,,,,,,,,,,100,98.1,0,1,2,0,1,❌ None
88,89,2,99.14914914914914,89,2493,7,Standard_Match,Step 1: Approximate,4,4,7,9,3,5,57.1%,44.4%,✅ Equal,16,8,8,89_Recombination events.csv|2493,2493,89_Recombination events.csv,8259,8688,['13'],1000,0.0002,0.005,0.1,5000,50,8271,8682,8271-8682,['13'],['23'],['50'],12,6,18,95.8041958041958,429,107.2,25,Exact Recombinant Match,,56.16083916083916,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,7,8259-8688,95.8%,100.0%,0,95.8041958041958,,,,,,,,,,100,98.2,0,1,7,0,7,❌ None
89,90,3,99.09819639278557,100,2534,5,✅ Complete Match (1/1),Step 2: Best Match,8,7,10,15,2,8,80.0%,46.7%,❌ Diff: RDP=8 vs Santa=7,25,15,10,100_Recombination events.csv|2534,2534,100_Recombination events.csv,8100,10000,"['12', '25']",1000,0.0002,0.005,0.1,5000,50,8086,9994,8086-9994,"['12', '25']",['23'],"['21', '11', '16', '3', '46', '17', '34']",14,6,20,99.7,,,,,✅ Complete (2/2),56.94,100,2/2,100,2,2,2/2,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,5,8100-10000,99.7%,100.0%,0,99.7,,,,,,,,,,100,98,0,1,3,0,5,❌ None
90,91,1,98.94789579158316,20,2517,2,Standard_Match,Step 1: Approximate,2,2,2,6,0,4,100.0%,33.3%,✅ Equal,8,4,4,20_Recombination events.csv|2517,2517,20_Recombination events.csv,3480,10000,['30'],1000,0.0002,0.005,0.1,5000,50,3490,9987,3490-9987,['30'],"['38', '25']","['10', '2', '29', '37', '14', '1']",10,13,23,99.64723926380368,3480,870,25,Exact Recombinant Match,,56.92944785276074,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,3480-10000,99.6%,100.0%,0,99.64723926380368,,,,,,,,,,100,97.7,0,1,7,0,2,❌ None
91,92,1,98.89558232931728,38,2326,2,⭐ Excellent Match (1/1),Step 2: Best Match,5,4,5,10,0,6,100.0%,40.0%,❌ Diff: RDP=5 vs Santa=4,15,9,6,38_Recombination events.csv|2326,2326,38_Recombination events.csv,4236,10000,"['29', '3', '33', '35', '40', '45']",1000,0.0002,0.005,0.1,5000,50,4234,9976,4234-9976,"['29', '33', '35', '40', '3', '45']","['2', '6', '19', '4', '26', '30', '37', '11', '43', '20', '15', '9', '42', '32', '16', '13', '1', '23']","['28', '12', '22', '21', '47', '48', '41', '31', '50', '34']",2,24,26,99.6,,,,,✅ Complete (6/6),56.92,100,6/6,100,6,6,6/6,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,4236-10000,99.6%,100.0%,0,99.6,,,,,,,,,,100,97.4,0,1,2,0,2,❌ None
92,93,2,98.87640449438203,12,2463,2,Standard_Match,Step 1: Approximate,4,4,4,10,0,6,100.0%,40.0%,✅ Equal,14,8,6,12_Recombination events.csv|2463,2463,12_Recombination events.csv,8439,10000,['18'],1000,0.0002,0.005,0.1,5000,50,8430,9966,8430-9966,['18'],"['19', '5']","['29', '21', '44', '7', '25', '46', '1', '50']",9,34,43,97.82190903267136,1561,390.2,25,Exact Recombinant Match,,56.56438180653427,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,8439-10000,97.8%,100.0%,0,97.82190903267136,,,,,,,,,,100,95.7,0,1,7,0,2,❌ None
93,94,3,98.79759519038078,45,2524,10,✅ Complete Match (1/1),Step 2: Best Match,4,4,11,13,7,9,36.4%,30.8%,✅ Equal,24,8,16,45_Recombination events.csv|2524,2524,45_Recombination events.csv,8061,10000,['26'],1000,0.0002,0.005,0.1,5000,50,8079,9992,8079-9992,['26'],"['12', '38', '30', '40', '15', '22', '49', '9', '4', '37', '32', '16', '34', '10', '6', '23', '7', '25', '42', '39']","['19', '47', '48', '14', '1', '50']",18,8,26,98.7,,,,,🎯 Perfect (1/1),56.74,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,10,8061-10000,98.7%,100.0%,0,98.7,,,,,,,,,,100,97.4,0,1,3,0,1,❌ None
94,95,2,98.63773965691222,27,2428,2,Standard_Match,Step 1: Approximate,2,2,2,7,0,5,100.0%,28.6%,✅ Equal,9,4,5,27_Recombination events.csv|2428,2428,27_Recombination events.csv,615,1599,['2'],1000,0.0002,0.005,0.1,5000,50,620,1568,620-1568,['2'],"['6', '33', '18', '26', '38', '44', '32', '24']","['16', '8']",5,31,36,96.34146341463415,984,246,25,Exact Recombinant Match,,56.26829268292683,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,615-1599,96.3%,100.0%,0,96.34146341463415,,,,,,,,,,100,96.4,0,1,7,0,2,❌ None
95,96,2,98.6336032388664,16,2428,3,✅ Complete Match (1/1),Step 2: Best Match,2,2,3,14,1,12,66.7%,14.3%,✅ Equal,17,4,13,16_Recombination events.csv|2428,2428,16_Recombination events.csv,5073,6456,['6'],1000,0.0002,0.005,0.1,5000,50,5077,6421,5077-6421,['6'],['23'],"['28', '12', '22', '44', '30', '48', '46', '20', '25', '41', '42', '39', '31', '1', '24', '45']",4,35,39,97.2,,,,,🎯 Perfect (1/1),56.44,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,5073-6456,97.2%,100.0%,0,97.2,,,,,,,,,,100,96.1,0,1,3,0,3,❌ None
96,97,3,98.59859859859858,37,2450,3,⭐ Excellent Match (1/1),Step 2: Best Match,5,5,5,10,0,5,100.0%,50.0%,✅ Equal,15,10,5,37_Recombination events.csv|2450,2450,37_Recombination events.csv,6096,10000,['20'],1000,0.0002,0.005,0.1,5000,50,6100,9975,6100-9975,['20'],"['29', '46', '25']","['27', '41']",4,25,29,99.3,,,,,🎯 Perfect (1/1),56.86,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,6096-10000,99.3%,100.0%,0,99.3,,,,,,,,,,100,97.1,0,1,2,0,3,❌ None
97,98,3,98.49548645937813,14,2425,2,Standard_Match,Step 1: Approximate,3,3,6,9,3,6,50.0%,33.3%,✅ Equal,15,6,9,14_Recombination events.csv|2425,2425,14_Recombination events.csv,6738,7857,"['17', '21']",1000,0.0002,0.005,0.1,5000,50,6734,7886,6734-7886,"['17', '21']","['19', '12', '33', '38', '30', '49', '41', '4', '26', '8', '37', '24', '45', '6', '18', '47', '25', '39', '46', '1']","['34', '36', '27', '3', '14', '32', '13', '31', '5', '23']",4,29,33,100,1119,279.8,25,Exact Recombinant Match,,57,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,6738-7857,100.0%,100.0%,0,100,,,,,,,,,,100,96.7,0,1,7,0,2,❌ None
98,99,1,97.91666666666667,96,2371,1,✅ Complete Match (1/1),Step 2: Best Match,2,2,2,3,0,1,100.0%,66.7%,✅ Equal,5,4,1,96_Recombination events.csv|2371,2371,96_Recombination events.csv,6990,10000,['27'],1000,0.0002,0.005,0.1,5000,50,6986,9924,6986-9924,['27'],"['28', '10', '33', '4', '21', '26', '35', '49', '37', '9', '1']","['47', '14', '45']",4,76,80,97.5,,,,,🎯 Perfect (1/1),56.5,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,6990-10000,97.5%,100.0%,0,97.5,,,,,,,,,,100,92,0,1,3,0,1,❌ None
99,100,1,97.84136546184739,32,2413,"4, 8",Cross Match (Case_S1_E2E),Step 6: Cross Matches,6,5,8,12,2,7,75.0%,41.7%,❌ Diff: RDP=6 vs Santa=5,20,11,9,32_Recombination events.csv|2413,2413,32_Recombination events.csv,7548,10000,['13'],1000,0.0002,0.005,0.1,5000,50,7516,9985,7516-8012 | 8013-9985,['13'] | ['13'],"['21'] | ['2', '21', '38', '36', '23']","['43'] | ['45', '3', '43', '14']",,,,,,,,,,85.5,,,100,,,,50,,,,,,,100,,,,,100,,,,2,,,,,,,,,100,✅ Yes,✅ Yes,8,4,None,0.0,✅ Yes,✅ Yes,"4, 8",7548-10000,100.0%,100.0%,100,100,,,,,,,,,,100,95.3,5,3,4,100,"4,8",✅ Start+End
100,101,3,97.64764764764764,98,2417,3,✅ Complete Match (1/1),Step 2: Best Match,3,3,4,8,1,5,75.0%,37.5%,✅ Equal,12,6,6,98_Recombination events.csv|2417,2417,98_Recombination events.csv,6774,10000,['44'],1000,0.0002,0.005,0.1,5000,50,6736,9990,6736-9990,['44'],"['20', '19', '9', '21']","['42', '34']",38,10,48,99.7,,,,,🎯 Perfect (1/1),56.94,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,6774-10000,99.7%,100.0%,0,99.7,,,,,,,,,,100,95.2,0,1,3,0,3,❌ None
101,102,1,97.4059003051882,44,2490,2,✅ Complete Match (1/1),Step 2: Best Match,2,2,2,9,0,7,100.0%,22.2%,✅ Equal,11,4,7,44_Recombination events.csv|2490,2490,44_Recombination events.csv,5667,7983,['35'],1000,0.0002,0.005,0.1,5000,50,5602,7980,5602-7980,['35'],['16'],['22'],65,3,68,99.9,,,,,🎯 Perfect (1/1),56.980000000000004,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,5667-7983,99.9%,100.0%,0,99.9,,,,,,,,,,100,93.2,0,1,3,0,2,❌ None
102,103,1,97.20244150559512,80,990,2,✅ Complete Match (1/1),Step 2: Best Match,3,3,4,10,1,7,75.0%,30.0%,✅ Equal,14,6,8,80_Recombination events.csv|990,990,80_Recombination events.csv,9186,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0002,0.005,0.1,5000,50,9116,9998,9116-9998,"['29', '6', '33', '38', '44', '47', '7', '41', '16', '5', '24', '34']","['10', '12', '26', '8', '42', '32', '13', '31', '17', '45']","['19', '30', '40', '48', '20', '15', '22', '27', '35', '49', '11', '9', '14', '21', '23', '28', '2', '18', '39', '46', '1']",70,2,72,99.8,,,,,✅ Complete (12/12),56.96,24,12/12,100,50,12,12/12,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,9186-10000,99.8%,100.0%,0,99.8,,,,,,,,,,83.33333333333334,92.8,0,1,3,0,2,❌ None
103,104,3,96.88442211055276,52,2477,5,✅ Complete Match (1/1),Step 2: Best Match,5,5,5,11,0,6,100.0%,45.5%,✅ Equal,16,10,6,52_Recombination events.csv|2477,2477,52_Recombination events.csv,7809,9354,['30'],1000,0.0002,0.005,0.1,5000,50,7876,9354,7876-9354,['30'],['37'],['25'],67,0,67,95.7,,,,,🎯 Perfect (1/1),56.14,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,5,7809-9354,95.7%,100.0%,0,95.7,,,,,,,,,,100,93.3,0,1,3,0,5,❌ None
104,105,2,96.49298597194388,1,2369,2,Standard_Match,Step 1: Approximate,3,3,3,8,0,5,100.0%,37.5%,✅ Equal,11,6,5,1_Recombination events.csv|2369,2369,1_Recombination events.csv,4695,9909,"['29', '31']",1000,0.0002,0.005,0.1,5000,50,4756,9898,4756-9898,"['29', '31']","['13', '42']","['16', '15', '5']",61,11,72,98.61910241657077,4786,1196.5,25,Exact Recombinant Match,,56.72382048331416,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,4695-9909,98.6%,100.0%,0,98.61910241657077,,,,,,,,,,100,92.8,0,1,7,0,2,❌ None
105,106,2,94.69666329625885,55,2380,1,✅ Complete Match (1/1),Step 2: Best Match,2,2,3,5,1,3,66.7%,40.0%,✅ Equal,8,4,4,55_Recombination events.csv|2380,2380,55_Recombination events.csv,5862,7119,"['13', '19', '25', '30', '32', '33', '39', '44', '45', '8']",1000,0.0002,0.005,0.1,5000,50,5878,7120,5878-7120,"['19', '33', '44', '8', '30', '25', '32', '13', '39', '45']","['31', '35', '15', '16', '46', '50']","['2', '6', '21', '27', '49', '40', '11', '5']",16,1,17,98.7,,,,,✅ Complete (10/10),56.74,100,10/10,100,10,10,10/10,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,5862-7119,98.7%,100.0%,0,98.7,,,,,,,,,,60,98.3,0,1,3,0,1,❌ None
106,107,2,94.04641775983855,23,2526,5,Standard_Match,Step 1: Approximate,4,4,5,11,1,7,80.0%,36.4%,✅ Equal,16,8,8,23_Recombination events.csv|2526,2526,23_Recombination events.csv,1158,2727,['15'],1000,0.0002,0.005,0.1,5000,50,1132,2828,1132-2828,['15'],"['8', '36']","['2', '22', '26', '5', '48', '42', '41', '46', '1', '24', '34']",26,101,127,100,1569,392.2,25,Exact Recombinant Match,,55,,,,,,,50,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,5,1158-2727,100.0%,100.0%,0,100,,,,,,,,,,100,87.3,0,1,7,0,5,❌ None
107,108,4,93.60395728643216,52,2265,4,✅ Complete Match (1/1),Step 2: Best Match,5,5,5,11,0,6,100.0%,45.5%,✅ Equal,16,10,6,52_Recombination events.csv|2265,2265,52_Recombination events.csv,1422,2673,"['1', '10', '11', '12', '13', '14', '15', '17', '18', '19', '20', '22', '24', '25', '26', '28', '30', '34', '36', '37', '38', '39', '4', '40', '43', '46', '48', '5', '50', '6', '7', '8', '9']",1000,0.0002,0.005,0.1,5000,50,1388,2678,1388-2678,"['19', '12', '38', '30', '48', '20', '15', '5', '22', '11', '9', '14', '4', '26', '8', '37', '13', '24', '17', '34', '10', '6', '28', '50', '18', '36', '7', '43', '25', '39', '46', '1']","['33', '21', '27', '49', '41', '3', '31']","['29', '2', '44', '35', '47', '45', '42', '32', '16', '23']",34,5,39,100,,,,,✅ Complete (32/32),57,97,32/32,100,33,32,32/32,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,1422-2673,100.0%,100.0%,0,100,,,,,,,,,,90.625,96.1,0,1,3,0,4,❌ None
108,109,2,92.80627815724458,80,2436,3,⭐ Excellent Match (1/1),Step 2: Best Match,3,3,4,10,1,7,75.0%,30.0%,✅ Equal,14,6,8,80_Recombination events.csv|2436,2436,80_Recombination events.csv,813,4038,"['11', '21', '27', '30', '35', '36', '46']",1000,0.0002,0.005,0.1,5000,50,797,4040,797-4040,"['21', '27', '35', '36', '30', '11', '46']","['10', '12', '26', '8', '42', '32', '13', '31', '17', '45']","['19', '22', '18', '48', '39', '23']",16,2,18,100,,,,,✅ Complete (7/7),57,100,7/7,100,7,7,7/7,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,813-4038,100.0%,100.0%,0,100,,,,,,,,,,71.42857142857143,98.2,0,1,2,0,3,❌ None
109,110,2,92.7069927069927,41,2528,2,⭐ Excellent Match (1/1),Step 2: Best Match,3,3,3,11,0,8,100.0%,27.3%,✅ Equal,14,6,8,41_Recombination events.csv|2528,2528,41_Recombination events.csv,9129,9567,"['1', '10', '11', '13', '2', '34', '38']",1000,0.0002,0.005,0.1,5000,50,9132,9568,9132-9568,"['10', '2', '38', '11', '13', '1', '34']",['42'],['9'],3,1,4,99.3,,,,,✅ Complete (7/7),58.86,100,7/7,100,7,7,7/7,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,9129-9567,99.3%,100.0%,0,99.3,,,,,,,,,,42.857142857142854,99.6,0,1,2,0,2,❌ None
110,111,3,92.36947791164658,38,2321,4,Cross Match (Case_S2_E1E),Step 6: Cross Matches,5,4,5,10,0,6,100.0%,40.0%,❌ Diff: RDP=5 vs Santa=4,15,9,6,38_Recombination events.csv|2321,2321,38_Recombination events.csv,8622,10000,['38'],1000,0.0002,0.005,0.1,5000,50,8470,9996,8470-9996,['38'] | ['38'],"['6', '19', '26', '37', '11', '20', '15', '32', '16', '13', '1', '23'] | ['28', '12', '22', '21', '47', '40', '48', '41', '31', '50', '34']","['36', '8', '25', '39', '46', '17'] | ['36', '8', '25', '39', '46', '17']",,,,,,,,,,85.5,,,100,,,,50,,,,,,,100,,,,,100,,,,2,,,,,,,,,100,✅ Yes,✅ Yes,5,4,None,0.0,✅ Yes,✅ Yes,4,8622-10000,100.0%,100.0%,100,100,,,,,,,,,,100,84.4,5,3,4,100,4,✅ Start+End
111,112,2,92.36947791164658,38,2321,5,Standard_Match,Step 1: Approximate,5,4,5,10,0,6,100.0%,40.0%,❌ Diff: RDP=5 vs Santa=4,15,9,6,38_Recombination events.csv|2321,2321,38_Recombination events.csv,8622,10000,['38'],1000,0.0002,0.005,0.1,5000,50,8470,9996,8470-9996,['38'],"['6', '19', '26', '37', '11', '20', '15', '32', '16', '13', '1', '23']","['36', '8', '25', '39', '46', '17']",152,4,156,99.70972423802613,1378,344.5,25,Exact Recombinant Match,,54.94194484760523,,,,,,,50,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,5,8622-10000,99.7%,100.0%,0,99.70972423802613,,,,,,,,,,100,84.4,0,1,7,0,5,❌ None
