,Unnamed: 0,Global_Rank,Tag_Rank,Tag_Specific_Quality_Score,Tag,Santa_ID,RDP_Event_ID,Match_Type,Source_Tab,Tag_RDP_Count,Tag_Santa_Count,Tag_Original_RDP_Count,Tag_Original_Santa_Count,Tag_Remaining_RDP,Tag_Remaining_Santa,Tag_RDP_Match_Rate,Tag_Santa_Match_Rate,RDP_Santa_Equal,Tag_Total_Original,Tag_Total_Matched,Tag_Total_Remaining,SantaID,Santa_Event,Santa_Tag,Santa_INI,Santa_END,Santa_Recombinant,santa_popSize,santa_mutationRate,santa_recombProb,santa_dualInfectProb,santa_genCount,santa_sampleSize,RDP_INI,RDP_END,RDP_Breakpoints,RDP_Recombinant,RDP_Minor,RDP_Major,INI_Difference,END_Difference,Total_Difference,Overlap_Percentage,Fragment_Size,Dynamic_Tolerance,Tolerance_Percent,Validation,Recombinant_Match_Quality,Quality_Score,Jaccard_Similarity,Sequence_Ratio,Sequence_Coverage,Santa_Recombinant_Count,RDP_Recombinant_Count,Covered_Sequences,Breakpoint_Score,Overlap_Score,Santa_Breakpoint,Santa_Size,Santa_Seqs_Count,Tolerance,Max_End_Distance,Chain_Score,Start_Score,End_Score,Continuity_Score,Recombinant_Score,Seq_Ratio,Seq_Ratio_%,Reaches_Santa_End,RDP_Tags,Chain_Length,Chain_INI,Chain_END,Start_Distance,End_Distance,Total_Gap,Chain_Logic_Valid,Logic_Validation_Msg,Quality_Check,Reaches_Start,Reaches_End,Coverage_Percentage,Valid,Minor/Major,Start_Anchor,End_Anchor,Full_Coverage,Pre_Start_RDPs,RDP_Num,Santa_Breakpoints,Display_Coverage,Display_Seq_Ratio,Structural_Score,Coverage_Score,tag,Parent_Child_Type,Matched_Value,Breakpoint_Matches,Num_Breakpoint_Matches,Avg_Distance,Total_Distance,Start_Dist,End_Dist,Recombinant_Match_Score,Start_End_Diff_Score,Chain_Bonus,Step_Priority,Match_Type_Priority,Reaches_Priority,RDP_Set,Reaches_Status
256,11,12,1,100,43,9896,5,Standard_Match,Step 1: Approximate,8,8,11,54,3,46,72.7%,14.8%,✅ Equal,65,16,49,43_Recombination events.csv|9896,9896,43_Recombination events.csv,1575,6609,"['20', '33']",1000,0.000025,0.02,0.1,5000,50,1570,6604,1570-6604,"['20', '33']","['12', '8', '50', '9', '10', '48']","['42', '22', '16', '28']",5,5,10,99.90067540723084,4966,1241.5,25,Exact Recombinant Match,,58.98013508144616,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,5,1575-6609,99.9%,100.0%,0,99.90067540723084,,,,,,,,,,100,99,0,1,7,0,5,❌ None
257,14,15,2,99.94949494949496,43,9870,4,⭐ Excellent Match (1/1),Step 2: Best Match,8,8,11,54,3,46,72.7%,14.8%,✅ Equal,65,16,49,43_Recombination events.csv|9870,9870,43_Recombination events.csv,4071,5631,['34'],1000,0.000025,0.02,0.1,5000,50,4081,5632,4081-5632,['34'],"['39', '26', '4', '31', '15', '25', '29', '18', '19', '13', '48', '45', '7', '2', '30', '27', '38', '43', '3', '9', '35', '47', '41', '8', '36', '49', '6', '12', '32', '24', '44', '21', '50', '1', '37', '40', '17', '23', '46', '10', '14']","['16', '11', '42', '28', '22', '5']",10,1,11,99.4,,,,,🎯 Perfect (1/1),58.88,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,4071-5631,99.4%,100.0%,0,99.4,,,,,,,,,,100,98.9,0,1,2,0,4,❌ None
258,36,37,3,98.23232323232324,43,9909,7,Standard_Match,Step 1: Approximate,8,8,11,54,3,46,72.7%,14.8%,✅ Equal,65,16,49,43_Recombination events.csv|9909,9909,43_Recombination events.csv,3957,9351,['49'],1000,0.000025,0.02,0.1,5000,50,3921,9360,3921-9360,['49'],['35'],"['27', '44']",36,9,45,100,4606,1151.5,25,Exact Recombinant Match,,57,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,7,3957-9351,100.0%,100.0%,0,100,,,,,,,,,,100,95.5,0,1,7,0,7,❌ None
259,61,62,4,87.82828282828282,43,9962,10,Standard_Match,Step 1: Approximate,8,8,11,54,3,46,72.7%,14.8%,✅ Equal,65,16,49,43_Recombination events.csv|9962,9962,43_Recombination events.csv,7800,9459,['21'],1000,0.000025,0.02,0.1,5000,50,7874,9636,7874-9636,['21'],"['38', '30', '15', '29', '1', '43']","['39', '19']",74,177,251,95.539481615431,1659,414.8,25,Exact Recombinant Match,,54.107896323086194,,,,,,,50,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,10,7800-9459,95.5%,100.0%,0,95.539481615431,,,,,,,,,,100,74.9,0,1,7,0,1,❌ None
260,71,72,5,75,43,9762,9,⭐ Excellent Match (1/1),Step 2: Best Match,8,8,11,54,3,46,72.7%,14.8%,✅ Equal,65,16,49,43_Recombination events.csv|9762,9762,43_Recombination events.csv,3432,7533,"['11', '13', '16', '22', '28', '3', '40', '42', '5']",1000,0.000025,0.02,0.1,5000,50,3429,7526,3429-7526,"['42', '22', '16', '28']","['44', '30', '27', '38', '15', '29', '1', '46', '41', '43']",['26'],3,7,10,99.8,,,,,✅ Complete (4/4),58.96,44.4,4/4,100,9,4,4/4,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,9,3432-7533,99.8%,100.0%,0,99.8,,,,,,,,,,50,99,0,1,2,0,9,❌ None
261,135,136,6,44.84848484848485,43,9857,8,✅ Complete Match (1/1),Step 2: Best Match,8,8,11,54,3,46,72.7%,14.8%,✅ Equal,65,16,49,43_Recombination events.csv|9857,9857,43_Recombination events.csv,2265,10000,"['13', '3', '40']",1000,0.000025,0.02,0.1,5000,50,2263,9890,2263-9890,"['40', '13', '3']",['42'],"['8', '44', '30', '27', '38', '15', '29', '1', '46', '41', '43']",2,110,112,98.6,,,,,✅ Complete (3/3),54.72,100,3/3,100,3,3,3/3,50,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,8,2265-10000,98.6%,100.0%,0,98.6,,,,,,,,,,0,88.8,0,1,3,0,8,❌ None
262,144,145,7,37.97979797979798,43,2494,6,✅ Complete Match (1/1),Step 2: Best Match,8,8,11,54,3,46,72.7%,14.8%,✅ Equal,65,16,49,43_Recombination events.csv|2494,2494,43_Recombination events.csv,5355,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.000025,0.02,0.1,5000,50,5442,9839,5442-9839,"['5', '11']","['39', '26', '7', '21', '19', '35']","['42', '22', '16', '28']",87,161,248,94.7,,,,,✅ Complete (2/2),53.94,4,2/2,100,50,2,2/2,50,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,6,5355-10000,94.7%,100.0%,0,94.7,,,,,,,,,,0,75.2,0,1,3,0,6,❌ None
263,149,150,8,27.77777777777778,43,9925,11,✅ Complete Match (1/1),Step 2: Best Match,8,8,11,54,3,46,72.7%,14.8%,✅ Equal,65,16,49,43_Recombination events.csv|9925,9925,43_Recombination events.csv,3033,5415,"['11', '5']",1000,0.000025,0.02,0.1,5000,50,3446,5452,3446-5452,"['5', '11']","['12', '8', '36', '25', '20', '50', '18', '37', '9', '23', '10', '14', '48']","['39', '26', '7', '21', '19', '35', '47']",413,37,450,82.7,,,,,✅ Complete (2/2),51.540000000000006,100,2/2,100,2,2,2/2,50,91.8,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,11,3033-5415,82.7%,100.0%,0,82.7,,,,,,,,,,0,55,0,1,3,0,11,❌ None
264,44,45,1,97.33400402414486,44,9972,2,✅ Complete Match (1/1),Step 2: Best Match,7,7,9,30,2,23,77.8%,23.3%,✅ Equal,39,14,25,44_Recombination events.csv|9972,9972,44_Recombination events.csv,867,10000,['6'],1000,0.000025,0.02,0.1,5000,50,884,9958,884-9958,['6'],"['39', '25', '3', '19', '5']","['10', '43']",17,42,59,99.4,,,,,🎯 Perfect (1/1),56.88,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,867-10000,99.4%,100.0%,0,99.4,,,,,,,,,,100,94.1,0,1,3,0,2,❌ None
265,72,73,2,75,44,9865,4,⭐ Excellent Match (1/1),Step 2: Best Match,7,7,9,30,2,23,77.8%,23.3%,✅ Equal,39,14,25,44_Recombination events.csv|9865,9865,44_Recombination events.csv,996,2562,"['18', '23', '29', '8']",1000,0.000025,0.02,0.1,5000,50,1000,2560,1000-2560,"['18', '8', '29', '23']","['47', '46', '48']","['45', '39', '16', '25', '3', '37', '19', '40', '5', '13', '14']",4,2,6,99.6,,,,,✅ Complete (4/4),58.92,100,4/4,100,4,4,4/4,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,996-2562,99.6%,100.0%,0,99.6,,,,,,,,,,50,99.4,0,1,2,0,4,❌ None
266,81,82,3,69.16498993963782,44,9680,5,✅ Complete Match (1/1),Step 2: Best Match,7,7,9,30,2,23,77.8%,23.3%,✅ Equal,39,14,25,44_Recombination events.csv|9680,9680,44_Recombination events.csv,5640,8571,"['18', '19', '23', '29', '39', '5', '8']",1000,0.000025,0.02,0.1,5000,50,5645,8688,5645-8688,"['18', '8', '29', '23']",['36'],"['45', '39', '16', '25', '3', '37', '40', '19', '5', '13', '14']",5,117,122,99.8,,,,,✅ Complete (4/4),54.96,57.1,4/4,100,7,4,4/4,50,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,5,5640-8571,99.8%,100.0%,0,99.8,,,,,,,,,,50,87.8,0,1,3,0,5,❌ None
267,89,90,4,65.3085177733065,44,9925,1,⭐ Excellent Match (1/1),Step 2: Best Match,7,7,9,30,2,23,77.8%,23.3%,✅ Equal,39,14,25,44_Recombination events.csv|9925,9925,44_Recombination events.csv,3003,9318,"['11', '24', '9']",1000,0.000025,0.02,0.1,5000,50,3034,9320,3034-9320,"['9', '24', '11']","['45', '13', '14']","['12', '26', '32', '7', '2', '38', '31', '42', '21', '28', '1', '33', '41', '4']",31,2,33,99.5,,,,,✅ Complete (3/3),56.900000000000006,100,3/3,100,3,3,3/3,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,3003-9318,99.5%,100.0%,0,99.5,,,,,,,,,,33.33333333333333,96.7,0,1,2,0,1,❌ None
268,97,98,5,53.9403085177733,44,8678,8,✅ Complete Match (1/1),Step 2: Best Match,7,7,9,30,2,23,77.8%,23.3%,✅ Equal,39,14,25,44_Recombination events.csv|8678,8678,44_Recombination events.csv,7383,10000,"['1', '11', '12', '18', '2', '20', '21', '23', '24', '26', '27', '28', '29', '30', '31', '32', '33', '34', '38', '4', '41', '42', '46', '47', '48', '49', '7', '8', '9']",1000,0.000025,0.02,0.1,5000,50,7490,9848,7490-9848,"['47', '46', '48']","['12', '26', '7', '32', '2', '30', '42', '31', '38', '21', '28', '1', '33', '41', '4']","['27', '34', '20', '49']",107,152,259,90.1,,,,,✅ Complete (3/3),53.02,10.3,3/3,100,29,3,3/3,50,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,8,7383-10000,90.1%,100.0%,0,90.1,,,,,,,,,,33.33333333333333,74.1,0,1,3,0,8,❌ None
269,128,129,6,48.23943661971831,44,9897,3,✅ Complete Match (1/1),Step 2: Best Match,7,7,9,30,2,23,77.8%,23.3%,✅ Equal,39,14,25,44_Recombination events.csv|9897,9897,44_Recombination events.csv,9378,10000,"['19', '39', '5']",1000,0.000025,0.02,0.1,5000,50,9393,9974,9393-9974,"['5', '19', '39']",['29'],"['37', '25']",15,26,41,93.4,,,,,✅ Complete (3/3),55.68000000000001,100,3/3,100,3,3,3/3,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,9378-10000,93.4%,100.0%,0,93.4,,,,,,,,,,0,95.9,0,1,3,0,3,❌ None
270,154,155,7,16.666666666666664,44,1178,9,Cluster (2 RDPs),Step 5: Cluster,7,7,9,30,2,23,77.8%,23.3%,✅ Equal,39,14,25,44_Recombination events.csv|1178,1178,44_Recombination events.csv,8310,9474,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.000025,0.02,0.1,5000,50,974,9848,7490-9848,"['47', '46', '48'] | ['47', '46', '48']","['12', '26', '32', '7', '2', '30', '31', '38', '42', '21', '28', '1', '33', '41', '4'] | ['12', '26', '7', '32', '2', '30', '42', '31', '38', '21', '28', '1', '33', '41', '4']","['27', '34', '20', '49'] | ['27', '34', '20', '49']",,,,,,,,,,85,,,100,,,,50,,,,,,,,,,,,100,,,,,,,,,,,,,✅ Yes,✅ Yes,100,✅ Yes,✅ Yes,8,8,8,1,9,8310-9474,100.0%,100.0%,100,100,,,,,,,,,,33.33333333333333,0,0,3,5,100,9,✅ Start+End
271,65,66,1,81.17154811715481,45,5701,3,✅ Complete Match (1/1),Step 2: Best Match,5,5,5,39,0,34,100.0%,12.8%,✅ Equal,44,10,34,45_Recombination events.csv|5701,5701,45_Recombination events.csv,4902,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.000025,0.02,0.1,5000,50,4558,9940,4558-9940,"['12', '26', '2', '38', '42', '29', '21', '50', '37', '40', '19', '41']","['8', '44', '49', '30', '6', '31', '15', '25', '1', '9', '17', '47']","['45', '34', '7', '24', '43', '3', '18', '35', '5', '10', '14']",344,60,404,98.8,,,,,✅ Complete (12/12),54.760000000000005,24,12/12,100,50,12,12/12,50,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,4902-10000,98.8%,100.0%,0,98.8,,,,,,,,,,83.33333333333334,59.6,0,1,3,0,3,❌ None
272,94,95,2,62,45,9994,5,✅ Complete Match (1/1),Step 2: Best Match,5,5,5,39,0,34,100.0%,12.8%,✅ Equal,44,10,34,45_Recombination events.csv|9994,9994,45_Recombination events.csv,1698,1980,"['15', '17', '30', '49', '6']",1000,0.000025,0.02,0.1,5000,50,1662,1972,1662-1972,"['49', '30', '6', '15', '17']",['27'],"['47', '8']",36,8,44,97.2,,,,,✅ Complete (5/5),56.44,100,5/5,100,5,5,5/5,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,5,1698-1980,97.2%,100.0%,0,97.2,,,,,,,,,,20,95.6,0,1,3,0,5,❌ None
273,130,131,3,46.80962343096235,45,9060,1,✅ Complete Match (1/1),Step 2: Best Match,5,5,5,39,0,34,100.0%,12.8%,✅ Equal,44,10,34,45_Recombination events.csv|9060,9060,45_Recombination events.csv,2331,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.000025,0.02,0.1,5000,50,2398,9962,2398-9962,['23'],['35'],"['39', '8', '44', '49', '30', '6', '31', '15', '25', '1', '9', '17', '33', '47']",67,38,105,98.6,,,,,🎯 Perfect (1/1),56.72,2,1/1,100,50,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,2331-10000,98.6%,100.0%,0,98.6,,,,,,,,,,0,89.5,0,1,3,0,1,❌ None
274,133,134,4,45.65899581589959,45,3523,4,✅ Complete Match (1/1),Step 2: Best Match,5,5,5,39,0,34,100.0%,12.8%,✅ Equal,44,10,34,45_Recombination events.csv|3523,3523,45_Recombination events.csv,4587,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.000025,0.02,0.1,5000,50,4520,9940,4520-9940,['27'],"['8', '44', '49', '30', '6', '31', '15', '25', '1', '9', '17', '47']","['45', '34', '7', '24', '43', '3', '18', '35', '5', '10', '14']",67,60,127,98.9,,,,,🎯 Perfect (1/1),56.78,2,1/1,100,50,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,4587-10000,98.9%,100.0%,0,98.9,,,,,,,,,,0,87.3,0,1,3,0,4,❌ None
275,146,147,5,33.57740585774059,45,9903,2,✅ Complete Match (1/1),Step 2: Best Match,5,5,5,39,0,34,100.0%,12.8%,✅ Equal,44,10,34,45_Recombination events.csv|9903,9903,45_Recombination events.csv,5340,10000,"['33', '39']",1000,0.000025,0.02,0.1,5000,50,5190,9792,5190-9792,"['39', '33']","['12', '26', '2', '38', '42', '29', '21', '50', '37', '40', '19', '41']","['45', '34', '7', '10', '16', '24', '36', '43', '3', '18', '35', '46', '47', '5', '4', '14', '48']",150,208,358,95.5,,,,,✅ Complete (2/2),54.1,100,2/2,100,2,2,2/2,50,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,5340-10000,95.5%,100.0%,0,95.5,,,,,,,,,,0,64.2,0,1,3,0,2,❌ None
276,9,10,1,100,46,9894,1,Standard_Match,Step 1: Approximate,5,5,5,19,0,14,100.0%,26.3%,✅ Equal,24,10,14,46_Recombination events.csv|9894,9894,46_Recombination events.csv,1473,6078,"['1', '17', '22', '33', '43']",1000,0.000025,0.02,0.1,5000,50,1467,6078,1467-6078,"['1', '22', '17', '33', '43']",['24'],"['8', '16', '31', '25', '50', '35']",6,0,6,100,4605,1151.2,25,Exact Recombinant Match,,59,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,1473-6078,100.0%,100.0%,0,100,,,,,,,,,,100,99.4,0,1,7,0,1,❌ None
277,55,56,2,91.09657947686117,46,9457,4,Standard_Match,Step 1: Approximate,5,5,5,19,0,14,100.0%,26.3%,✅ Equal,24,10,14,46_Recombination events.csv|9457,9457,46_Recombination events.csv,3405,10000,"['18', '44', '46']",1000,0.000025,0.02,0.1,5000,50,3470,9882,3470-9882,"['18', '44', '46']","['26', '30', '6', '27', '3', '50', '37', '47']","['39', '7', '24', '11', '2', '36', '38', '29', '21', '20', '28', '9', '23', '41', '13', '48']",65,118,183,97.2251705837756,3405,851.2,25,Exact Recombinant Match,,54.44503411675512,,,,,,,50,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,3405-10000,97.2%,100.0%,0,97.2251705837756,,,,,,,,,,100,81.7,0,1,7,0,4,❌ None
278,106,107,4,50,46,10001,3,Case_E_Start_End,Step 1: Approximate,5,5,5,19,0,14,100.0%,26.3%,✅ Equal,24,10,14,46_Recombination events.csv|10001,10001,46_Recombination events.csv,2892,10000,"['34', '49']",1000,0.000025,0.02,0.1,5000,50,2892,3216,2892-3216,"['34', '49']",['28'],"['12', '15', '32']",0,6784,6784,4.558244231851435,2892,723,25,Exact Recombinant Match,,33.911648846370284,,,,,,,30,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,2892-10000,4.6%,100.0%,0,4.558244231851435,,,,,,,,,,100,0,0,1,8,0,3,❌ None
279,114,115,3,50,46,9621,5,✅ Complete Match (1/1),Step 2: Best Match,5,5,5,19,0,14,100.0%,26.3%,✅ Equal,24,10,14,46_Recombination events.csv|9621,9621,46_Recombination events.csv,9888,10000,"['11', '41', '7']",1000,0.000025,0.02,0.1,5000,50,9890,9996,9890-9996,"['41', '7', '11']","['26', '30', '3', '37', '47']","['45', '39', '24', '36', '2', '38', '29', '21', '20', '28', '9', '13', '48']",2,4,6,94.6,,,,,✅ Complete (3/3),57.92,100,3/3,100,3,3,3/3,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,5,9888-10000,94.6%,100.0%,0,94.6,,,,,,,,,,0,99.4,0,1,3,0,5,❌ None
280,129,130,5,47.63581488933601,46,9620,2,✅ Complete Match (1/1),Step 2: Best Match,5,5,5,19,0,14,100.0%,26.3%,✅ Equal,24,10,14,46_Recombination events.csv|9620,9620,46_Recombination events.csv,5796,9834,"['20', '21', '29', '36']",1000,0.000025,0.02,0.1,5000,50,5770,9310,5770-9310,"['36', '29', '21', '20']","['5', '4']","['45', '39', '38', '28', '23', '14', '48']",26,524,550,87,,,,,✅ Complete (4/4),50.400000000000006,100,4/4,100,4,4,4/4,30,96.7,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,5796-9834,87.0%,100.0%,0,87,,,,,,,,,,50,44.99999999999999,0,1,3,0,2,❌ None
281,4,5,1,100,47,9879,2,Standard_Match,Step 1: Approximate,5,4,6,45,1,41,83.3%,8.9%,❌ Diff: RDP=5 vs Santa=4,51,9,42,47_Recombination events.csv|9879,9879,47_Recombination events.csv,2574,10000,['5'],1000,0.000025,0.02,0.1,5000,50,2616,9968,2616-9968,['5'],['22'],"['29', '16', '33']",42,32,74,99.003501211958,2574,643.5,25,Exact Recombinant Match,,56.8007002423916,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,2574-10000,99.0%,100.0%,0,99.003501211958,,,,,,,,,,100,92.6,0,1,7,0,2,❌ None
282,51,52,2,93.08855291576674,47,9945,3,✅ Complete Match (1/1),Step 2: Best Match,5,4,6,45,1,41,83.3%,8.9%,❌ Diff: RDP=5 vs Santa=4,51,9,42,47_Recombination events.csv|9945,9945,47_Recombination events.csv,5433,10000,['15'],1000,0.000025,0.02,0.1,5000,50,5518,9883,5518-9883,['15'],"['47', '42']",['44'],85,117,202,95.6,,,,,🎯 Perfect (1/1),54.120000000000005,100,1/1,100,1,1,1/1,50,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,5433-10000,95.6%,100.0%,0,95.6,,,,,,,,,,100,79.8,0,1,3,0,3,❌ None
283,84,85,3,68.08855291576674,47,9827,4,Standard_Match,Step 1: Approximate,5,4,6,45,1,41,83.3%,8.9%,❌ Diff: RDP=5 vs Santa=4,51,9,42,47_Recombination events.csv|9827,9827,47_Recombination events.csv,3945,5931,['15'],1000,0.000025,0.02,0.1,5000,50,4196,5517,4196-5517,['15'],['44'],"['18', '26', '19', '40']",251,414,665,66.51560926485398,1986,496.5,25,Exact Recombinant Match,,48.3031218529708,,,,,,,50,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,3945-5931,66.5%,100.0%,0,66.51560926485398,,,,,,,,,,100,33.5,0,1,7,0,4,❌ None
284,104,105,4,50,47,9945,5,Case_A_End_End,Step 1: Approximate,5,4,6,45,1,41,83.3%,8.9%,❌ Diff: RDP=5 vs Santa=4,51,9,42,47_Recombination events.csv|9945,9945,47_Recombination events.csv,5433,10000,['15'],1000,0.000025,0.02,0.1,5000,50,776,9917,776-9917,['15'],['44'],"['45', '39', '34', '16', '2', '30', '49', '29', '3', '1', '23', '33', '47', '43', '13', '14']",4657,83,4740,98.18261440770748,4567,1141.8,25,Exact Recombinant Match,,52.636522881541495,,,,,,,30,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,5,5433-10000,98.2%,100.0%,0,98.18261440770748,,,,,,,,,,100,0,0,1,8,0,5,❌ None
285,150,151,5,25,47,9867,1,Case_F_Start_Start,Step 1: Approximate,5,4,6,45,1,41,83.3%,8.9%,❌ Diff: RDP=5 vs Santa=4,51,9,42,47_Recombination events.csv|9867,9867,47_Recombination events.csv,1164,10000,"['18', '19', '26', '40']",1000,0.000025,0.02,0.1,5000,50,1160,8231,1160-8231,"['18', '40', '19', '26']",['44'],"['39', '46']",4,1769,1773,79.97962879130829,1164,291,25,Exact Recombinant Match,,33.995925758261656,,,,,,,30,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,1,1164-10000,80.0%,50.0%,0,79.97962879130829,,,,,,,,,,50,0,0,1,8,0,1,❌ None
286,27,28,1,99.19597989949747,48,9878,6,Standard_Match,Step 1: Approximate,14,12,16,45,2,33,87.5%,26.7%,❌ Diff: RDP=14 vs Santa=12,61,26,35,48_Recombination events.csv|9878,9878,48_Recombination events.csv,2079,10000,['19'],1000,0.000025,0.02,0.1,5000,50,2078,9980,2078-9980,['19'],"['7', '36']",['25'],1,20,21,99.74750662795104,2079,519.8,25,Exact Recombinant Match,,56.949501325590205,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,6,2079-10000,99.7%,100.0%,0,99.74750662795104,,,,,,,,,,100,97.9,0,1,7,0,6,❌ None
287,31,32,2,98.99497487437186,48,9608,10,Standard_Match,Step 1: Approximate,14,12,16,45,2,33,87.5%,26.7%,❌ Diff: RDP=14 vs Santa=12,61,26,35,48_Recombination events.csv|9608,9608,48_Recombination events.csv,6228,10000,['8'],1000,0.000025,0.02,0.1,5000,50,6237,9984,6237-9984,['8'],['10'],"['45', '30', '37', '22', '47']",9,16,25,99.33722163308587,3772,943,25,Exact Recombinant Match,,56.867444326617175,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,10,6228-10000,99.3%,100.0%,0,99.33722163308587,,,,,,,,,,100,97.5,0,1,7,0,1,❌ None
288,33,34,3,98.79396984924622,48,9731,15,✅ Complete Match (1/1),Step 2: Best Match,14,12,16,45,2,33,87.5%,26.7%,❌ Diff: RDP=14 vs Santa=12,61,26,35,48_Recombination events.csv|9731,9731,48_Recombination events.csv,9741,10000,['16'],1000,0.000025,0.02,0.1,5000,50,9717,9995,9717-9995,['16'],"['34', '39', '7', '36', '38', '42', '17', '10']","['25', '23', '20', '50']",24,5,29,98.1,,,,,🎯 Perfect (1/1),56.620000000000005,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,15,9741-10000,98.1%,100.0%,0,98.1,,,,,,,,,,100,97.1,0,1,3,0,15,❌ None
289,48,49,4,95.57788944723616,48,9788,16,✅ Complete Match (1/1),Step 2: Best Match,14,12,16,45,2,33,87.5%,26.7%,❌ Diff: RDP=14 vs Santa=12,61,26,35,48_Recombination events.csv|9788,9788,48_Recombination events.csv,1617,5568,['16'],1000,0.000025,0.02,0.1,5000,50,1708,5566,1708-5566,['16'],['4'],"['32', '6', '27', '40', '9']",91,2,93,97.6,,,,,🎯 Perfect (1/1),56.52,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,16,1617-5568,97.6%,100.0%,0,97.6,,,,,,,,,,100,90.7,0,1,3,0,16,❌ None
