,Global_Rank,Tag_Rank,Tag_Specific_Quality_Score,Tag,Santa_ID,RDP_Event_ID,Match_Type,Source_Tab,Tag_RDP_Count,Tag_Santa_Count,Tag_Original_RDP_Count,Tag_Original_Santa_Count,Tag_Remaining_RDP,Tag_Remaining_Santa,Tag_RDP_Match_Rate,Tag_Santa_Match_Rate,RDP_Santa_Equal,Tag_Total_Original,Tag_Total_Matched,Tag_Total_Remaining,SantaID,Santa_Event,Santa_Tag,Santa_INI,Santa_END,Santa_Recombinant,santa_popSize,santa_mutationRate,santa_recombProb,santa_dualInfectProb,santa_genCount,santa_sampleSize,RDP_INI,RDP_END,RDP_Breakpoints,RDP_Recombinant,RDP_Minor,RDP_Major,INI_Difference,END_Difference,Total_Difference,Overlap_Percentage,Fragment_Size,Dynamic_Tolerance,Tolerance_Percent,Validation,Recombinant_Match_Quality,Quality_Score,Jaccard_Similarity,Sequence_Ratio,Sequence_Coverage,Santa_Recombinant_Count,RDP_Recombinant_Count,Covered_Sequences,Breakpoint_Score,Overlap_Score,Santa_Breakpoint,Santa_Size,Santa_Seqs_Count,Tolerance,Max_End_Distance,Chain_Score,Start_Score,End_Score,Continuity_Score,Recombinant_Score,Seq_Ratio,Seq_Ratio_%,Reaches_Santa_End,RDP_Tags,Chain_Length,Chain_INI,Chain_END,Start_Distance,End_Distance,Total_Gap,Chain_Logic_Valid,Logic_Validation_Msg,Quality_Check,Coverage_Percentage,Valid,Minor/Major,Start_Anchor,End_Anchor,Full_Coverage,Pre_Start_RDPs,Reaches_Start,Reaches_End,RDP_Num,Santa_Breakpoints,Display_Coverage,Display_Seq_Ratio,Structural_Score,Coverage_Score,tag,Parent_Child_Type,Matched_Value,Breakpoint_Matches,Num_Breakpoint_Matches,Avg_Distance,Total_Distance,Start_Dist,End_Dist,Recombinant_Match_Score,Start_End_Diff_Score,Chain_Bonus,Step_Priority,Match_Type_Priority,Reaches_Priority,RDP_Set,Reaches_Status
186,187,3,79.28496319663512,20,4921,2,Standard_Match,Step 1: Approximate,5,4,5,14,0,10,100.0%,28.6%,❌ Diff: RDP=5 vs Santa=4,19,9,10,20_Recombination events.csv|4921,4921,20_Recombination events.csv,7728,10000,"['27', '42']",1000,0.000025,0.01,0.1,5000,50,7737,9566,7737-9566,"['27', '42']","['15', '26', '31', '17', '36', '40', '18', '34', '10', '12', '38', '19', '46', '28', '11', '9', '37']","['24', '25', '7', '13', '21', '45', '1', '23']",9,434,443,80.50176056338029,2272,568,25,Exact Recombinant Match,,51.10035211267606,,,,,,,50,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,7728-10000,80.5%,100.0%,0,80.50176056338029,,,,,,,,,,100,55.7,0,1,7,0,2,❌ None
187,188,3,78.96690070210633,57,4318,5,✅ Complete Match (1/1),Step 2: Best Match,5,5,8,29,3,24,62.5%,17.2%,✅ Equal,37,10,27,57_Recombination events.csv|4318,4318,57_Recombination events.csv,4146,5892,"['11', '13', '14', '18', '19', '2', '20', '25', '27', '28', '30', '32', '38', '40', '41', '46', '48', '5', '50', '7', '8']",1000,0.000025,0.01,0.1,5000,50,4127,5688,4127-5688,"['32', '19', '20', '28', '27', '40', '2', '18', '11', '48', '25', '7', '41', '38', '46', '13', '8', '30', '14', '5']","['15', '4', '31', '34', '35', '44']","['50', '49', '47', '16', '36', '37', '33', '24', '3', '1', '26', '6', '12', '29', '45', '43', '23', '42', '17', '9']",19,204,223,88.3,,,,,✅ Complete (20/20),52.66,95.2,20/20,100,21,20,20/20,50,98.1,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,5,4146-5892,88.3%,100.0%,0,88.3,,,,,,,,,,80,77.7,0,1,3,0,5,❌ None
188,189,4,78.500334001336,97,4538,13,✅ Complete Match (1/1),Step 2: Best Match,10,10,13,23,3,13,76.9%,43.5%,✅ Equal,36,20,16,97_Recombination events.csv|4538,4538,97_Recombination events.csv,4827,10000,"['11', '12', '15', '17', '20', '26', '3', '31', '32', '37', '38', '41', '44', '45', '47', '48', '49', '7']",1000,0.000025,0.01,0.1,5000,50,4828,9836,4828-9836,"['15', '26', '31', '17', '3', '7', '32', '41', '12', '38', '20', '45', '47', '11', '44']","['50', '30', '40', '10', '46', '21', '27', '16', '43', '42']","['19', '5']",1,164,165,96.8,,,,,✅ Complete (15/15),54.36,83.3,15/15,100,18,15,15/15,50,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,13,4827-10000,96.8%,100.0%,0,96.8,,,,,,,,,,73.33333333333333,83.5,0,1,3,0,13,❌ None
189,190,4,78.38333333333333,85,2078,"4, 6",Cluster (2 RDPs),Step 5: Cluster,7,6,8,23,1,17,87.5%,26.1%,❌ Diff: RDP=7 vs Santa=6,31,13,18,85_Recombination events.csv|2078,2078,85_Recombination events.csv,3123,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.000025,0.01,0.1,5000,50,3218,9996,3218-9996 | 8351-9995,"['33', '6', '27', '47', '16', '37'] | ['33', '6', '27', '47', '16', '37']","['15', '31', '7', '18', '1'] | ['32', '50', '34', '49', '19', '20', '36', '24', '40', '2', '10', '11', '48', '4', '25', '41', '12', '29', '38', '45', '8', '43', '23', '22', '42', '30', '14', '5', '9', '44']","['32', '50', '34', '49', '36', '2', '10', '11', '26', '25', '41', '12', '29', '38', '46', '45', '21', '8', '43', '22', '42', '30', '14', '5', '9', '44'] | ['15', '31', '7', '18', '1']",,,,,,,,,,85,,,100,,,,50,,,,,,,,,,,,100,,,,,,,,,,,,,100,✅ Yes,✅ Yes,4,6,None,0.0,✅ Yes,✅ Yes,"4, 6",3123-10000,100.0%,100.0%,100,100,,,,,,,,,,66.66666666666666,90.1,0,3,5,100,"4,6",✅ Start+End
190,191,2,77.77777777777777,40,4871,1,🎯 Perfect Match (1/1),Step 2: Best Match,3,3,3,15,0,12,100.0%,20.0%,✅ Equal,18,6,12,40_Recombination events.csv|4871,4871,40_Recombination events.csv,1767,6168,"['13', '19', '25', '28', '29', '33', '35', '39', '41']",1000,0.000025,0.01,0.1,5000,50,1766,6161,1766-6161,"['33', '25', '41', '29', '35', '19', '13', '28', '39']","['2', '5']","['36', '20', '50']",1,7,8,99.8,,,,,✅ Complete (9/9),58.96,100,9/9,100,9,9,9/9,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,1767-6168,99.8%,100.0%,0,99.8,,,,,,,,,,55.55555555555556,99.2,0,1,1,0,1,❌ None
191,192,2,77.6036720481165,59,2430,2,✅ Complete Match (1/1),Step 2: Best Match,4,4,4,23,0,19,100.0%,17.4%,✅ Equal,27,8,19,59_Recombination events.csv|2430,2430,59_Recombination events.csv,2280,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.000025,0.01,0.1,5000,50,1872,9982,1872-9982,"['32', '50', '34', '49', '28', '27', '47', '16', '36', '37', '15', '18', '10', '48', '25', '41', '12', '29', '38', '46', '45', '21', '8', '43', '22', '9']","['20', '33', '24', '31', '3', '40', '2', '11', '26', '7', '6', '35', '13', '23', '17', '30', '5', '39', '44']","['1', '19', '14', '42']",408,18,426,99.8,,,,,✅ Complete (26/26),54.96,52,26/26,100,50,26,26/26,50,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,2280-10000,99.8%,100.0%,0,99.8,,,,,,,,,,96.15384615384616,57.4,0,1,3,0,2,❌ None
192,193,2,76.3673057517659,74,4692,3,✅ Complete Match (1/1),Step 2: Best Match,3,3,3,26,0,23,100.0%,11.5%,✅ Equal,29,6,23,74_Recombination events.csv|4692,4692,74_Recombination events.csv,2886,6345,"['18', '25', '29', '35', '38', '42', '45', '48', '50', '6']",1000,0.000025,0.01,0.1,5000,50,2955,6357,2955-6357,"['50', '25', '18', '6', '29', '35', '38', '45', '48', '42']","['33', '4', '31', '32', '3', '47', '14', '10', '21', '46', '28', '20', '5', '8', '16', '36', '22']",['41'],69,12,81,98,,,,,✅ Complete (10/10),56.6,100,10/10,100,10,10,10/10,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,2886-6345,98.0%,100.0%,0,98,,,,,,,,,,60,91.9,0,1,3,0,3,❌ None
193,194,3,75,15,4562,3,⭐ Excellent Match (1/1),Step 2: Best Match,6,6,8,14,2,8,75.0%,42.9%,✅ Equal,22,12,10,15_Recombination events.csv|4562,4562,15_Recombination events.csv,2820,4422,"['17', '18', '2', '37']",1000,0.000025,0.01,0.1,5000,50,2833,4422,2833-4422,"['37', '18', '2', '17']","['40', '34', '10', '5', '46', '28', '45', '21', '16']","['30', '12']",13,0,13,99.2,,,,,✅ Complete (4/4),56.84,100,4/4,100,4,4,4/4,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,2820-4422,99.2%,100.0%,0,99.2,,,,,,,,,,50,98.7,0,1,2,0,3,❌ None
194,195,2,75,69,4842,1,🎯 Perfect Match (1/1),Step 2: Best Match,5,4,5,13,0,9,100.0%,30.8%,❌ Diff: RDP=5 vs Santa=4,18,9,9,69_Recombination events.csv|4842,4842,69_Recombination events.csv,1647,9141,"['12', '14', '2', '26', '4', '44', '46', '47']",1000,0.000025,0.01,0.1,5000,50,1649,9140,1649-9140,"['4', '26', '14', '2', '12', '46', '47', '44']","['31', '17', '7', '40', '18', '49', '28', '16', '36']","['3', '1', '41']",2,1,3,100,,,,,✅ Complete (8/8),59,100,8/8,100,8,8,8/8,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,1647-9141,100.0%,100.0%,0,100,,,,,,,,,,50,99.7,0,1,1,0,1,❌ None
195,196,2,75,83,4786,1,⭐ Excellent Match (1/1),Step 2: Best Match,2,2,2,14,0,12,100.0%,14.3%,✅ Equal,16,4,12,83_Recombination events.csv|4786,4786,83_Recombination events.csv,5652,7881,"['11', '24', '28', '31', '4', '49']",1000,0.000025,0.01,0.1,5000,50,5658,7884,5658-7884,"['24', '4', '31', '49', '28', '11']","['7', '30', '6']","['39', '15']",6,3,9,99.7,,,,,✅ Complete (6/6),58.94,100,6/6,100,6,6,6/6,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,5652-7881,99.7%,100.0%,0,99.7,,,,,,,,,,50,99.1,0,1,2,0,1,❌ None
196,197,3,74.73420260782348,69,4938,3,✅ Complete Match (1/1),Step 2: Best Match,5,4,5,13,0,9,100.0%,30.8%,❌ Diff: RDP=5 vs Santa=4,18,9,9,69_Recombination events.csv|4938,4938,69_Recombination events.csv,7602,9219,"['15', '27', '37', '43', '45']",1000,0.000025,0.01,0.1,5000,50,7575,9138,7575-9138,"['15', '45', '27', '43', '37']","['50', '25', '13', '8', '11']","['31', '17', '7', '40', '18', '49', '28', '16', '36']",27,81,108,95,,,,,✅ Complete (5/5),56,100,5/5,100,5,5,5/5,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,7602-9219,95.0%,100.0%,0,95,,,,,,,,,,60,89.2,0,1,3,0,3,❌ None
197,198,3,74.49392712550608,42,4855,1,⭐ Excellent Match (1/1),Step 2: Best Match,4,4,5,20,1,16,80.0%,20.0%,✅ Equal,25,8,17,42_Recombination events.csv|4855,4855,42_Recombination events.csv,1176,8598,"['23', '25', '4', '41', '42', '48', '6', '9']",1000,0.000025,0.01,0.1,5000,50,1176,8576,1176-8576,"['4', '25', '41', '6', '48', '9', '23', '42']","['50', '49', '28', '39', '11', '37']",['5'],0,22,22,99.7,,,,,✅ Complete (8/8),56.94,100,8/8,100,8,8,8/8,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,1176-8598,99.7%,100.0%,0,99.7,,,,,,,,,,50,97.8,0,1,2,0,1,❌ None
198,199,5,74.43201085113597,87,1988,6,✅ Complete Match (1/1),Step 2: Best Match,8,8,10,25,2,17,80.0%,32.0%,✅ Equal,35,16,19,87_Recombination events.csv|1988,1988,87_Recombination events.csv,597,8679,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.000025,0.01,0.1,5000,50,782,8686,782-8686,"['31', '3', '7', '34', '39', '11']","['24', '42']","['50', '49', '19', '20', '28', '27', '47', '36', '37', '33', '15', '40', '18', '10', '1', '48', '4', '25', '12', '29', '35', '38', '46', '13', '45', '43', '23', '17', '30', '14', '9', '44']",185,7,192,97.7,,,,,✅ Complete (6/6),54.540000000000006,12,6/6,100,50,6,6/6,50,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,6,597-8679,97.7%,100.0%,0,97.7,,,,,,,,,,66.66666666666666,80.8,0,1,3,0,6,❌ None
199,200,3,74.24395161290323,66,4766,1,✅ Complete Match (1/1),Step 2: Best Match,3,3,4,22,1,19,75.0%,13.6%,✅ Equal,26,6,20,66_Recombination events.csv|4766,4766,66_Recombination events.csv,7869,10000,"['2', '21', '41', '8']",1000,0.000025,0.01,0.1,5000,50,7880,9988,7880-9988,"['41', '8']","['24', '31', '26', '50', '2', '34', '38', '46', '27', '37']","['44', '3', '6', '11', '29', '35', '19', '20', '13', '28', '36', '23']",11,12,23,98.9,,,,,✅ Complete (2/2),56.78,50,2/2,100,4,2,2/2,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,7869-10000,98.9%,100.0%,0,98.9,,,,,,,,,,50,97.7,0,1,3,0,1,❌ None
200,201,3,73.76796714579055,64,4243,1,✅ Complete Match (1/1),Step 2: Best Match,4,4,4,16,0,12,100.0%,25.0%,✅ Equal,20,8,12,64_Recombination events.csv|4243,4243,64_Recombination events.csv,5973,10000,"['11', '13', '19', '21', '22', '24', '27', '29', '32', '36', '39', '41', '42', '44', '47', '48', '49', '50']",1000,0.000025,0.01,0.1,5000,50,5938,9985,5938-9985,"['19', '21', '39', '11', '22', '42']","['24', '32', '50', '41', '29', '49', '48', '13', '27', '47', '36', '44']","['4', '31', '3', '7', '14', '6', '10', '18', '34', '35', '46', '20', '1', '8', '16', '9', '37']",35,15,50,99.6,,,,,✅ Complete (6/6),56.92,33.3,6/6,100,18,6,6/6,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,5973-10000,99.6%,100.0%,0,99.6,,,,,,,,,,50,95,0,1,3,0,1,❌ None
201,202,4,73.59154929577464,4,4765,4,⭐ Excellent Match (1/1),Step 2: Best Match,4,4,4,7,0,3,100.0%,57.1%,✅ Equal,11,8,3,4_Recombination events.csv|4765,4765,4_Recombination events.csv,564,5667,"['1', '18', '25', '32', '34', '46']",1000,0.000025,0.01,0.1,5000,50,590,5675,590-5675,"['32', '25', '18', '34', '46', '1']",['49'],"['43', '15', '11', '42']",26,8,34,99.5,,,,,✅ Complete (6/6),56.900000000000006,100,6/6,100,6,6,6/6,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,564-5667,99.5%,100.0%,0,99.5,,,,,,,,,,50,96.6,0,1,2,0,4,❌ None
202,203,3,72.57820383451059,36,4901,3,✅ Complete Match (1/1),Step 2: Best Match,4,4,4,25,0,21,100.0%,16.0%,✅ Equal,29,8,21,36_Recombination events.csv|4901,4901,36_Recombination events.csv,5298,6234,"['14', '2', '23', '25', '31', '38', '46', '9']",1000,0.000025,0.01,0.1,5000,50,5261,6214,5261-6214,"['31', '25', '2', '14', '38', '46', '9', '23']","['36', '30', '41', '40', '10', '21', '8', '11', '22']","['15', '4', '26', '7', '6', '12', '29', '49', '13', '39', '47', '16', '43']",37,20,57,97.9,,,,,✅ Complete (8/8),56.58,100,8/8,100,8,8,8/8,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,5298-6234,97.9%,100.0%,0,97.9,,,,,,,,,,50,94.3,0,1,3,0,3,❌ None
203,204,6,72.40821233700176,87,4875,3,✅ Complete Match (1/1),Step 2: Best Match,8,8,10,25,2,17,80.0%,32.0%,✅ Equal,35,16,19,87_Recombination events.csv|4875,4875,87_Recombination events.csv,2262,4254,"['1', '10', '14', '19', '27', '35', '36', '43', '47', '48', '49']",1000,0.000025,0.01,0.1,5000,50,2104,4298,2104-4298,"['14', '10', '35', '19', '49', '27', '47', '1', '36', '48', '43']","['24', '42']","['33', '4', '40', '18', '12', '29', '38', '46', '20', '16', '9']",158,44,202,100,,,,,✅ Complete (11/11),55,100,11/11,100,11,11,11/11,50,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,2262-4254,100.0%,100.0%,0,100,,,,,,,,,,63.63636363636363,79.8,0,1,3,0,3,❌ None
204,205,5,71.9939879759519,97,4881,5,Standard_Match,Step 1: Approximate,10,10,13,23,3,13,76.9%,43.5%,✅ Equal,36,20,16,97_Recombination events.csv|4881,4881,97_Recombination events.csv,4731,10000,"['11', '20']",1000,0.000025,0.01,0.1,5000,50,4180,9990,4180-9990,"['11', '20']","['50', '30', '40', '18', '2', '10', '49', '46', '21', '27', '16', '43', '48', '42']","['3', '12']",551,10,561,99.81021066616056,4731,1182.8,25,Exact Recombinant Match,,52.96204213323212,,,,,,,30,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,5,4731-10000,99.8%,100.0%,0,99.81021066616056,,,,,,,,,,100,43.89999999999999,0,1,7,0,5,❌ None
205,206,2,71.42857142857143,22,4656,1,✅ Complete Match (1/1),Step 2: Best Match,3,3,3,28,0,25,100.0%,10.7%,✅ Equal,31,6,25,22_Recombination events.csv|4656,4656,22_Recombination events.csv,1800,9684,"['1', '10', '27', '32', '37', '4', '48']",1000,0.000025,0.01,0.1,5000,50,1794,9700,1794-9700,"['4', '32', '27', '10', '1', '48', '37']","['33', '15', '17', '7', '41', '36']","['25', '14', '34', '19', '13']",6,16,22,100,,,,,✅ Complete (7/7),57,100,7/7,100,7,7,7/7,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,1800-9684,100.0%,100.0%,0,100,,,,,,,,,,42.857142857142854,97.8,0,1,3,0,1,❌ None
206,207,2,70,21,4865,1,🎯 Perfect Match (1/1),Step 2: Best Match,2,2,3,16,1,14,66.7%,12.5%,✅ Equal,19,4,15,21_Recombination events.csv|4865,4865,21_Recombination events.csv,3225,7563,"['10', '12', '22', '46', '6']",1000,0.000025,0.01,0.1,5000,50,3223,7558,3223-7558,"['6', '10', '12', '46', '22']",['7'],"['15', '50', '17', '3', '18', '13', '16', '43']",2,5,7,99.9,,,,,✅ Complete (5/5),58.980000000000004,100,5/5,100,5,5,5/5,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,3225-7563,99.9%,100.0%,0,99.9,,,,,,,,,,40,99.3,0,1,1,0,1,❌ None
207,208,4,69.76506639427987,68,4514,5,Standard_Match,Step 1: Approximate,7,7,8,26,1,19,87.5%,26.9%,✅ Equal,34,14,20,68_Recombination events.csv|4514,4514,68_Recombination events.csv,6753,10000,['1'],1000,0.000025,0.01,0.1,5000,50,7359,9993,7359-9993,['1'],['24'],"['4', '32', '17', '50', '41', '12', '49', '16', '44']",606,7,613,81.1210348013551,3247,811.8,25,Exact Recombinant Match,,49.22420696027102,,,,,,,30,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,5,6753-10000,81.1%,100.0%,0,81.1210348013551,,,,,,,,,,100,38.7,0,1,7,0,5,❌ None
208,209,2,69.57114170969594,98,4966,4,✅ Complete Match (1/1),Step 2: Best Match,4,4,4,23,0,19,100.0%,17.4%,✅ Equal,27,8,19,98_Recombination events.csv|4966,4966,98_Recombination events.csv,3810,10000,"['13', '24', '32', '35', '37', '43', '6', '9']",1000,0.000025,0.01,0.1,5000,50,3779,9990,3779-9990,"['24', '32', '6', '35', '13', '9', '37']","['4', '31', '30', '40', '18', '14', '39', '19', '28', '27', '16', '42']",['5'],31,10,41,99.8,,,,,✅ Complete (7/7),56.96,87.5,7/7,100,8,7,7/7,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,3810-10000,99.8%,100.0%,0,99.8,,,,,,,,,,42.857142857142854,95.9,0,1,3,0,4,❌ None
209,210,3,69.55852156057495,46,4851,6,Standard_Match,Step 1: Approximate,4,4,6,15,2,11,66.7%,26.7%,✅ Equal,21,8,13,46_Recombination events.csv|4851,4851,46_Recombination events.csv,660,3954,['14'],1000,0.000025,0.01,0.1,5000,50,196,4109,196-4109,['14'],"['49', '45']","['32', '50', '3', '18', '34', '10', '48']",464,155,619,100,3294,823.5,25,Exact Recombinant Match,,55,,,,,,,50,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,6,660-3954,100.0%,100.0%,0,100,,,,,,,,,,100,38.1,0,1,7,0,6,❌ None
210,211,1,69.33333333333333,93,3885,2,⭐ Excellent Match (1/1),Step 2: Best Match,2,2,2,12,0,10,100.0%,16.7%,✅ Equal,14,4,10,93_Recombination events.csv|3885,3885,93_Recombination events.csv,5640,7152,"['12', '17', '26', '39', '41', '7']",1000,0.000025,0.01,0.1,5000,50,5638,7140,5638-7140,"['26', '17', '7', '41', '12', '39']","['33', '4', '32', '50', '40', '47', '2', '6', '34', '49', '13', '28', '8', '36', '37']","['19', '20', '27', '16', '15', '24', '31', '3', '18', '10', '1', '11', '48', '25', '29', '35', '38', '46', '45', '21', '43', '22', '23', '42', '30', '14', '5', '9', '44']",2,12,14,99.2,,,,,✅ Complete (6/6),56.84,100,6/6,100,6,6,6/6,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,5640-7152,99.2%,100.0%,0,99.2,,,,,,,,,,33.33333333333333,98.6,0,1,2,0,2,❌ None
211,212,4,68.6151045729782,56,4975,6,✅ Complete Match (1/1),Step 2: Best Match,5,5,10,24,5,19,50.0%,20.8%,✅ Equal,34,10,24,56_Recombination events.csv|4975,4975,56_Recombination events.csv,8151,10000,"['15', '3', '45']",1000,0.000025,0.01,0.1,5000,50,8120,9993,8120-9993,"['3', '15', '45']",['10'],['5'],31,7,38,99.6,,,,,✅ Complete (3/3),56.92,100,3/3,100,3,3,3/3,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,6,8151-10000,99.6%,100.0%,0,99.6,,,,,,,,,,33.33333333333333,96.2,0,1,3,0,6,❌ None
212,213,6,66.73346693386773,97,4915,6,Standard_Match,Step 1: Approximate,10,10,13,23,3,13,76.9%,43.5%,✅ Equal,36,20,16,97_Recombination events.csv|4915,4915,97_Recombination events.csv,3363,6858,['4'],1000,0.000025,0.01,0.1,5000,50,4008,6879,4008-6879,['4'],['40'],"['2', '20']",645,21,666,81.54506437768241,3495,873.8,25,Exact Recombinant Match,,49.30901287553648,,,,,,,30,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,6,3363-6858,81.5%,100.0%,0,81.54506437768241,,,,,,,,,,100,33.39999999999999,0,1,7,0,6,❌ None
213,214,3,66.66666666666666,90,4878,2,⭐ Excellent Match (1/1),Step 2: Best Match,4,4,4,18,0,14,100.0%,22.2%,✅ Equal,22,8,14,90_Recombination events.csv|4878,4878,90_Recombination events.csv,3597,10000,"['11', '13', '22', '24', '36', '4']",1000,0.000025,0.01,0.1,5000,50,3593,9994,3593-9994,"['24', '4', '36', '13', '11', '22']","['27', '50', '6', '46', '21', '1', '16', '48']","['39', '32']",4,6,10,99.9,,,,,✅ Complete (6/6),58.980000000000004,100,6/6,100,6,6,6/6,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,3597-10000,99.9%,100.0%,0,99.9,,,,,,,,,,33.33333333333333,99,0,1,2,0,2,❌ None
214,215,4,66.66666666666666,8,4894,1,✅ Complete Match (1/1),Step 2: Best Match,6,6,6,29,0,23,100.0%,20.7%,✅ Equal,35,12,23,8_Recombination events.csv|4894,4894,8_Recombination events.csv,7461,10000,"['1', '39', '47']",1000,0.000025,0.01,0.1,5000,50,7462,9973,7462-9973,"['39', '1', '47']","['19', '20', '12']","['50', '17', '30', '14', '34', '49', '9']",1,27,28,98.9,,,,,✅ Complete (3/3),56.78,100,3/3,100,3,3,3/3,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,7461-10000,98.9%,100.0%,0,98.9,,,,,,,,,,33.33333333333333,97.2,0,1,3,0,1,❌ None
215,216,2,66.66666666666666,13,4862,1,⭐ Excellent Match (1/1),Step 2: Best Match,4,4,4,13,0,9,100.0%,30.8%,✅ Equal,17,8,9,13_Recombination events.csv|4862,4862,13_Recombination events.csv,6450,10000,"['22', '23', '34', '39', '44', '7']",1000,0.000025,0.01,0.1,5000,50,6434,9984,6434-9984,"['44', '7', '34', '39', '22', '23']",['8'],"['41', '19', '45', '21', '16', '36', '48', '43']",16,16,32,99.5,,,,,✅ Complete (6/6),56.900000000000006,100,6/6,100,6,6,6/6,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,6450-10000,99.5%,100.0%,0,99.5,,,,,,,,,,33.33333333333333,96.8,0,1,2,0,1,❌ None
216,217,3,66.66666666666666,59,5081,3,⭐ Excellent Match (1/1),Step 2: Best Match,4,4,4,23,0,19,100.0%,17.4%,✅ Equal,27,8,19,59_Recombination events.csv|5081,5081,59_Recombination events.csv,2013,6294,"['13', '2', '33']",1000,0.000025,0.01,0.1,5000,50,2019,6272,2019-6272,"['33', '2', '13']",['3'],"['26', '35', '24', '31']",6,22,28,99.3,,,,,✅ Complete (3/3),56.86,100,3/3,100,3,3,3/3,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,2013-6294,99.3%,100.0%,0,99.3,,,,,,,,,,33.33333333333333,97.2,0,1,2,0,3,❌ None
217,218,3,66.00542556798915,10,4971,3,✅ Complete Match (1/1),Step 2: Best Match,5,5,6,16,1,11,83.3%,31.2%,✅ Equal,22,10,12,10_Recombination events.csv|4971,4971,10_Recombination events.csv,6291,7509,"['19', '37', '45']",1000,0.000025,0.01,0.1,5000,50,6292,7538,6292-7538,"['19', '45', '37']","['30', '41', '9', '13']","['24', '50', '17', '25', '40', '2', '46', '20', '48']",1,29,30,99.9,,,,,✅ Complete (3/3),56.980000000000004,100,3/3,100,3,3,3/3,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,6291-7509,99.9%,100.0%,0,99.9,,,,,,,,,,33.33333333333333,97,0,1,3,0,3,❌ None
218,219,4,65.91289782244556,11,4964,2,⭐ Excellent Match (1/1),Step 2: Best Match,5,5,6,14,1,9,83.3%,35.7%,✅ Equal,20,10,10,11_Recombination events.csv|4964,4964,11_Recombination events.csv,2529,10000,"['20', '48', '9']",1000,0.000025,0.01,0.1,5000,50,2538,9989,2538-9989,"['20', '9', '48']","['14', '18', '12']","['4', '25', '17', '2', '42', '29', '35', '38', '5', '11', '44', '37']",9,11,20,99.7,,,,,✅ Complete (3/3),56.94,100,3/3,100,3,3,3/3,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,2529-10000,99.7%,100.0%,0,99.7,,,,,,,,,,33.33333333333333,98,0,1,2,0,2,❌ None
