SantaID,Santa_Event,Santa_Tag,Santa_INI,Santa_END,Santa_Recombinant,santa_popSize,santa_mutationRate,santa_recombProb,santa_dualInfectProb,santa_genCount,santa_sampleSize,RDP_Event_ID,RDP_INI,RDP_END,RDP_Breakpoints,RDP_Recombinant,RDP_Minor,RDP_Major,INI_Difference,END_Difference,Total_Difference,Overlap_Percentage,Fragment_Size,Dynamic_Tolerance,Tolerance_Percent,Source_Tab,Match_Type,Validation,Recombinant_Match_Quality,Quality_Score,Jaccard_Similarity,Sequence_Ratio,Sequence_Coverage,Santa_Recombinant_Count,RDP_Recombinant_Count,Covered_Sequences,Breakpoint_Score,Overlap_Score,Santa_Breakpoint,Santa_Size,Santa_Seqs_Count,Santa_Recombinant_Full,Santa_Recombinant_List,Chain_Score,Start_Score,End_Score,Continuity_Score,Recombinant_Score,Seq_Ratio,Seq_Ratio_%,Reaches_Santa_End,Reaches_End,Reaches_Start,RDP_Recombinant_Full,RDP_Recombinant_List,RDP_Tags,Chain_Length,Chain_INI,Chain_END,Start_Distance,End_Distance,Total_Gap,Chain_Logic_Valid,Logic_Validation_Msg,All_Collected_Recombinants,All_Collected_Recombinants_Count,Recombinants_List,Coverage_Percentage,Start_Gap,End_Gap,_Total_Distance,RDP_Match_Types,Tag,Santa_ID,Recombinant_Match_Score,Start_End_Diff_Score,RDP_Set,Tag_Specific_Quality_Score,Tag_Rank,Global_Rank,Tag_RDP_Count,Tag_Santa_Count,Tag_Original_RDP_Count,Tag_Original_Santa_Count,Tag_Remaining_RDP,Tag_Remaining_Santa,Tag_RDP_Match_Rate,Tag_Santa_Match_Rate,RDP_Santa_Equal,Tag_Total_Original,Tag_Total_Matched,Tag_Total_Remaining
10_Recombination events.csv|2371,2371,10_Recombination events.csv,6780,10000,"['18', '34']",1000,2.5e-05,0.005,0.1,5000,50,1,6778,9999,6778-9999,"['18', '34']",['38'],"['1', '29', '14', '17']",2.0,1.0,3.0,100.0,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,✅ Complete (2/2),59.0,100.0,2/2,100.0,2.0,2.0,2/2,99.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2371,100.0,99.7,1,100.0,1,1,1,1,1,8,0,7,100.0%,12.5%,✅ Equal,9,2,7
20_Recombination events.csv|2441,2441,20_Recombination events.csv,1758,4077,"['13', '29', '40', '49', '5', '9']",1000,2.5e-05,0.005,0.1,5000,50,1,1758,4146,1758-4146,"['40', '29', '49', '9', '5', '13']","['16', '6']",['2'],0.0,69.0,69.0,100.0,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (6/6),57.0,100.0,6/6,100.0,6.0,6.0,6/6,85.1,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2441,50.0,93.1,1,96.87814702920443,1,82,3,3,4,12,1,9,75.0%,25.0%,✅ Equal,16,6,10
36_Recombination events.csv|2447,2447,36_Recombination events.csv,7881,10000,['33'],1000,2.5e-05,0.005,0.1,5000,50,2,7842,9960,7842-9960,['33'],"['35', '38', '43', '36', '11', '9', '45']","['4', '23', '42', '19', '41', '39']",39.0,40.0,79.0,98.11231713072203,2119.0,529.8,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.62246342614441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,2447,100.0,92.1,2,96.65653495440729,2,83,5,4,5,7,0,3,100.0%,57.1%,❌ Diff: RDP=5 vs Santa=4,12,9,3
11_Recombination events.csv|2513,2513,11_Recombination events.csv,1674,10000,['18'],1000,2.5e-05,0.005,0.1,5000,50,3,1699,9924,1699-9924,['18'],"['38', '15', '37']","['1', '22']",25.0,76.0,101.0,98.8,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),56.760000000000005,100.0,1/1,100.0,1.0,1.0,1/1,69.8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2513,100.0,89.9,3,96.00818833162742,2,84,3,3,4,10,1,7,75.0%,30.0%,✅ Equal,14,6,8
36_Recombination events.csv|2440,2440,36_Recombination events.csv,6027,10000,"['21', '25']",1000,2.5e-05,0.005,0.1,5000,50,4,6074,9953,6074-9953,"['21', '25']","['40', '44', '35', '38', '43', '2', '36', '11', '9', '45']","['22', '32']",47.0,47.0,94.0,97.63402970047824,3973.0,993.2,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.52680594009565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,2440,100.0,90.6,4,95.8966565349544,3,85,5,4,5,7,0,3,100.0%,57.1%,❌ Diff: RDP=5 vs Santa=4,12,9,3
18_Recombination events.csv|2343,2343,18_Recombination events.csv,1797,5073,"['1', '12', '14', '15', '16', '18', '2', '21', '23', '24', '26', '27', '28', '3', '30', '31', '36', '37', '4', '40', '42', '43', '44', '49']",1000,2.5e-05,0.005,0.1,5000,50,2,1736,5056,1736-5056,"['1', '44', '24', '43', '15', '28', '3', '27', '2', '36', '16', '26', '42', '40', '31', '21', '18', '49', '23', '12', '14', '37', '4']","['41', '32', '46', '35', '34', '7', '11', '5', '9', '48', '17', '8', '10', '22', '19', '45']","['29', '25', '38', '6', '47', '50', '13']",61.0,17.0,78.0,99.5,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (23/23),56.900000000000006,95.8,23/23,100.0,24.0,23.0,23/23,88.1,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,2343,91.30434782608695,92.2,2,94.12746308233895,2,86,2,2,2,5,0,3,100.0%,40.0%,✅ Equal,7,4,3
61_Recombination events.csv|2210,2210,61_Recombination events.csv,7917,9900,"['10', '15', '16', '17', '22', '23', '25', '27', '3', '34', '35', '36', '38', '39', '41', '42', '45', '47', '50', '9']",1000,2.5e-05,0.005,0.1,5000,50,3,7872,9782,7872-9782,"['35', '15', '39', '3', '27', '36', '16', '50', '17', '42', '10', '25', '38', '23', '34', '47', '22', '9', '45', '41']","['21', '4', '43', '5', '26', '13', '20']","['1', '37', '40', '29', '24', '44', '46', '6', '11', '48', '8', '33', '12', '14']",45.0,118.0,163.0,94.0,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (20/20),53.8,100.0,20/20,100.0,20.0,20.0,20/20,58.9,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,2210,80.0,83.7,3,93.41286307053943,1,87,2,2,3,4,1,2,66.7%,50.0%,✅ Equal,7,4,3
91_Recombination events.csv|2315,2315,91_Recombination events.csv,9123,10000,"['1', '11', '14', '16', '21', '25', '3', '30', '31', '40', '42', '47', '48', '6', '7']",1000,2.5e-05,0.005,0.1,5000,50,2,9122,9950,9122-9950,"['1', '40', '21', '25', '31', '3', '6', '47', '7', '11', '16', '48', '42', '30', '14']","['45', '9', '17', '24']",['46'],1.0,50.0,51.0,94.3,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (15/15),55.86,100.0,15/15,100.0,15.0,15.0,15/15,70.9,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,2315,86.66666666666667,94.9,2,93.33333333333334,1,88,3,3,3,13,0,10,100.0%,23.1%,✅ Equal,16,6,10
32_Recombination events.csv|2526,2526,32_Recombination events.csv,3651,5133,"['10', '24']",1000,2.5e-05,0.005,0.1,5000,50,3,3751,5086,3751-5086,"['10', '24']","['11', '13']","['48', '7']",100.0,47.0,147.0,90.1,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (2/2),55.019999999999996,100.0,2/2,100.0,2.0,2.0,2/2,50.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,2526,100.0,85.3,3,92.99395161290323,2,89,3,3,3,9,0,6,100.0%,33.3%,✅ Equal,12,6,6
93_Recombination events.csv|2253,2253,93_Recombination events.csv,8646,9285,"['10', '16', '20', '22', '25', '28', '29', '3', '30', '34', '36', '37', '39', '40', '41', '44', '47', '48', '49', '5', '50', '6', '8']",1000,2.5e-05,0.005,0.1,5000,50,2,8656,9282,8656-9282,"['44', '29', '30', '39', '28', '3', '36', '16', '50', '8', '20', '40', '25', '6', '49', '34', '47', '22', '37', '5', '41']","['24', '35', '18', '27', '43', '26', '12', '42', '45']","['1', '11', '15', '2', '48', '17', '33', '10', '13', '19', '21', '31', '32', '38', '23', '14', '46', '4', '7', '9']",10.0,3.0,13.0,98.0,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (21/21),58.6,91.3,21/21,100.0,23.0,21.0,21/21,89.8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,2253,85.71428571428571,98.7,2,92.85714285714286,2,90,2,2,4,10,2,8,50.0%,20.0%,✅ Equal,14,4,10
89_Recombination events.csv|2423,2423,89_Recombination events.csv,2643,3876,['4'],1000,2.5e-05,0.005,0.1,5000,50,7,2806,3892,2806-3892,['4'],"['22', '49', '13', '19']","['5', '48', '34']",163.0,16.0,179.0,86.8,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),52.36,100.0,1/1,100.0,1.0,1.0,1/1,27.4,96.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,2423,100.0,82.1,7,91.54858299595142,5,91,7,7,8,12,1,5,87.5%,58.3%,✅ Equal,20,14,6
63_Recombination events.csv|2359,2359,63_Recombination events.csv,9279,10000,"['11', '12', '13', '14', '15', '17', '18', '19', '20', '21', '22', '23', '24', '25', '26', '27', '30', '32', '33', '34', '35', '37', '39', '41', '42', '47', '49', '50', '8']",1000,2.5e-05,0.005,0.1,5000,50,2,9274,9993,9274-9993,"['41', '21', '24', '25', '18', '35', '34', '30', '11', '17', '26', '8', '33', '13', '14', '19', '20']","['40', '44', '28', '31', '4', '7', '36', '16', '5', '10', '45']","['29', '3', '6', '38', '47', '48']",5.0,7.0,12.0,99.0,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (17/17),58.8,58.6,17/17,100.0,29.0,17.0,17/17,91.7,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,2359,76.47058823529412,98.8,2,88.23529411764706,1,92,3,3,3,12,0,9,100.0%,25.0%,✅ Equal,15,6,9
63_Recombination events.csv|2413,2413,63_Recombination events.csv,2139,6300,['47'],1000,2.5e-05,0.005,0.1,5000,50,3,2108,6557,2108-6557,['47'],"['25', '18', '17', '26', '13']","['38', '3', '48', '29']",31.0,257.0,288.0,100.0,4161.0,1040.2,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,2413,100.0,71.2,3,86.03238866396762,2,93,3,3,3,12,0,9,100.0%,25.0%,✅ Equal,15,6,9
61_Recombination events.csv|2178,2178,61_Recombination events.csv,3705,10000,"['18', '19', '28', '30', '31', '32', '49', '5', '7']",1000,2.5e-05,0.005,0.1,5000,50,1,3705,9964,3705-9964,"['28', '31', '32', '18', '49', '7', '5', '30', '19']","['1', '37', '40', '29', '24', '44', '46', '6', '11', '50', '48', '8', '33', '12', '14']","['21', '4', '43', '26', '13', '20']",0.0,36.0,36.0,99.4,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (9/9),56.88,100.0,9/9,100.0,9.0,9.0,9/9,95.1,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,2178,55.55555555555556,96.4,1,84.72222222222223,2,94,2,2,3,4,1,2,66.7%,50.0%,✅ Equal,7,4,3
16_Recombination events.csv|1968,1968,16_Recombination events.csv,3945,10000,"['12', '14', '15', '18', '25', '28', '31', '32', '34', '5', '9']",1000,2.5e-05,0.005,0.1,5000,50,3,3940,9988,3940-9988,"['18', '5', '25']","['44', '29', '24', '35', '11', '30', '3', '27', '2', '36', '16', '48', '26', '8', '33', '10', '42', '40', '21', '6', '47', '22', '37', '46', '7']","['1', '4', '38', '49', '50', '17', '45', '13', '19', '20', '39']",5.0,12.0,17.0,99.8,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (3/3),56.96,27.3,3/3,100.0,11.0,3.0,3/3,97.8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,1968,33.33333333333333,98.3,3,83.02999662959218,2,95,3,3,3,9,0,6,100.0%,33.3%,✅ Equal,12,6,6
17_Recombination events.csv|2444,2444,17_Recombination events.csv,5925,10000,['3'],1000,2.5e-05,0.005,0.1,5000,50,2,5614,9944,5614-9944,['3'],"['12', '46']","['25', '35', '49', '7', '5', '20']",311.0,56.0,367.0,98.62576687116564,4075.0,1018.8,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,54.72515337423313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,2444,100.0,63.3,2,81.77710843373494,1,96,2,2,4,14,2,12,50.0%,14.3%,✅ Equal,18,4,14
38_Recombination events.csv|2280,2280,38_Recombination events.csv,9693,10000,"['13', '30', '35', '4']",1000,2.5e-05,0.005,0.1,5000,50,2,9700,9990,9700-9990,"['30', '35', '4', '13']","['1', '44', '31', '3', '6', '43', '23', '7', '11', '16']","['24', '28', '27', '2', '48', '17', '42', '8', '33', '10', '20', '40', '21', '25', '38', '49', '34', '47', '22', '14', '5', '9', '45', '41']",7.0,10.0,17.0,94.5,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (4/4),57.900000000000006,100.0,4/4,100.0,4.0,4.0,4/4,72.3,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,2280,25.0,98.3,2,81.25,2,97,2,2,2,3,0,1,100.0%,66.7%,✅ Equal,5,4,1
86_Recombination events.csv|2339,2339,86_Recombination events.csv,1875,3114,"['13', '18', '19', '20', '30', '32', '4', '45', '50']",1000,2.5e-05,0.005,0.1,5000,50,3,1904,3120,1904-3120,"['32', '18', '4', '30', '45', '13', '19', '20']","['37', '40', '44', '21', '24', '46', '3', '43', '23', '2', '9', '12', '14', '39']","['1', '25', '6', '38', '34', '7', '36', '48', '17', '41']",29.0,6.0,35.0,97.7,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (8/8),56.540000000000006,88.9,8/8,100.0,9.0,8.0,8/8,85.9,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,2339,62.5,96.5,3,80.28455284552845,2,98,4,4,4,10,0,6,100.0%,40.0%,✅ Equal,14,8,6
13_Recombination events.csv|2463,2463,13_Recombination events.csv,1857,10000,"['16', '29', '48', '50', '8']",1000,2.5e-05,0.005,0.1,5000,50,2,1886,9976,1886-9976,"['29', '16', '50', '48', '8']","['44', '35', '11', '15', '27', '2', '36', '17', '42', '33', '10', '13', '19', '40', '25', '6', '23', '34', '22', '14', '7', '5', '9']","['46', '21', '24', '3', '4', '28', '32', '38', '47', '26', '12', '30', '20']",29.0,24.0,53.0,99.3,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (5/5),56.86,100.0,5/5,100.0,5.0,5.0,5/5,85.7,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2463,60.0,94.7,2,79.16926272066459,2,99,2,2,2,5,0,3,100.0%,40.0%,✅ Equal,7,4,3
60_Recombination events.csv|2307,2307,60_Recombination events.csv,4449,5952,"['12', '18', '22', '24', '25', '27', '33', '45', '46']",1000,2.5e-05,0.005,0.1,5000,50,2,4446,5946,4446-5946,"['25', '24', '46', '18', '27', '22', '33', '12', '45']","['1', '44', '29', '35', '43', '11', '30', '15', '39', '28', '3', '2', '36', '16', '48', '50', '17', '26', '10', '19', '20', '40', '21', '31', '6', '49', '23', '47', '34', '14', '4', '7', '9']","['37', '32', '42', '8', '13', '41']",3.0,6.0,9.0,99.6,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (9/9),58.92,100.0,9/9,100.0,9.0,9.0,9/9,97.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,2307,55.55555555555556,99.1,2,77.62687234518219,2,100,4,4,4,7,0,3,100.0%,57.1%,✅ Equal,11,8,3
86_Recombination events.csv|2240,2240,86_Recombination events.csv,6249,7203,"['11', '17', '27', '28', '29', '38', '50', '8']",1000,2.5e-05,0.005,0.1,5000,50,4,6320,7184,6320-7184,"['29', '28', '27', '11', '8']","['15', '37', '40', '44', '21', '24', '46', '3', '43', '23', '2', '16', '9', '42', '33', '12', '14', '39']","['1', '41', '25', '32', '4', '6', '18', '34', '7', '30', '36', '48', '45', '13', '19', '20']",71.0,19.0,90.0,90.6,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (5/5),55.120000000000005,62.5,5/5,100.0,8.0,5.0,5/5,52.8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,2240,60.0,91.0,4,76.23983739837398,3,101,4,4,4,10,0,6,100.0%,40.0%,✅ Equal,14,8,6
39_Recombination events.csv|2453,2453,39_Recombination events.csv,1668,10000,"['30', '35', '4', '44']",1000,2.5e-05,0.005,0.1,5000,50,1,1657,9990,1657-9990,"['35', '4', '30', '44']","['25', '27', '36', '42', '12', '13', '41']",['46'],11.0,10.0,21.0,99.9,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (4/4),56.980000000000004,100.0,4/4,100.0,4.0,4.0,4/4,93.7,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,2453,50.0,97.9,1,75.0,2,102,2,2,3,6,1,4,66.7%,33.3%,✅ Equal,9,4,5
57_Recombination events.csv|2452,2452,57_Recombination events.csv,2460,10000,"['1', '32', '7']",1000,2.5e-05,0.005,0.1,5000,50,1,2468,9994,2468-9994,"['1', '32']",['7'],['9'],8.0,6.0,14.0,99.8,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (2/2),58.96,66.7,2/2,100.0,3.0,2.0,2/2,97.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,2452,50.0,98.6,1,75.0,2,103,3,3,3,8,0,5,100.0%,37.5%,✅ Equal,11,6,5
96_Recombination events.csv|2465,2465,96_Recombination events.csv,6870,8397,"['10', '26', '29', '37', '6', '7']",1000,2.5e-05,0.005,0.1,5000,50,2,6874,8376,6874-8376,"['37', '29', '6', '7', '26', '10']","['43', '19', '17', '32']","['1', '44', '24', '35', '30', '39', '3', '27', '2', '16', '48', '50', '42', '8', '33', '13', '20', '40', '21', '31', '18', '38', '49', '47', '12', '14', '4', '9', '5', '45']",4.0,21.0,25.0,98.4,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (6/6),56.68000000000001,100.0,6/6,100.0,6.0,6.0,6/6,91.8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,2465,50.0,97.5,2,74.89764585465711,2,104,3,3,3,7,0,4,100.0%,42.9%,✅ Equal,10,6,4
63_Recombination events.csv|2143,2143,63_Recombination events.csv,2985,10000,"['11', '12', '13', '14', '15', '17', '18', '19', '20', '21', '22', '23', '24', '25', '26', '27', '30', '32', '33', '34', '35', '37', '39', '41', '42', '47', '49', '50', '8']",1000,2.5e-05,0.005,0.1,5000,50,1,3381,9990,3381-9990,"['37', '32', '27', '49', '23', '50', '42', '22', '12', '15', '39']","['41', '24', '21', '35', '34', '11', '8', '33', '30', '14', '19', '20']","['1', '46', '43', '2', '9']",396.0,10.0,406.0,94.2,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (11/11),53.84,37.9,11/11,100.0,29.0,11.0,11/11,32.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,2143,81.81818181818183,59.4,1,70.96981965403018,3,105,3,3,3,12,0,9,100.0%,25.0%,✅ Equal,15,6,9
98_Recombination events.csv|2498,2498,98_Recombination events.csv,3402,10000,['44'],1000,2.5e-05,0.005,0.1,5000,50,2,3946,9913,3946-9913,['44'],"['29', '31', '3', '27', '38', '47', '36', '9', '50', '22', '20']","['1', '21', '43', '2', '41']",544.0,87.0,631.0,90.43649590785087,3402.0,850.5,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,51.087299181570174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,2498,100.0,36.9,2,69.88146551724138,1,106,2,2,2,8,0,6,100.0%,25.0%,✅ Equal,10,4,6
28_Recombination events.csv|2386,2386,28_Recombination events.csv,8139,10000,"['16', '33', '40', '41', '43', '46', '8']",1000,2.5e-05,0.005,0.1,5000,50,2,8182,9980,8182-9980,"['40', '46', '43', '16', '8', '33', '41']","['35', '3', '23', '7', '11', '5', '17', '15', '19']","['1', '37', '25', '27', '30', '36', '42', '13', '20']",43.0,20.0,63.0,96.6,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (7/7),56.32,100.0,7/7,100.0,7.0,7.0,7/7,83.1,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,2386,42.857142857142854,93.7,2,68.32546832546832,2,107,3,3,3,7,0,4,100.0%,42.9%,✅ Equal,10,6,4
65_Recombination events.csv|2392,2392,65_Recombination events.csv,4326,8472,"['1', '20', '38']",1000,2.5e-05,0.005,0.1,5000,50,2,4323,8471,4323-8471,"['1', '38', '20']","['44', '29', '43', '11', '15', '39', '27', '36', '16', '17', '42', '33', '10', '13', '19', '40', '25', '32', '49', '23', '47', '7', '5', '9']","['3', '18']",3.0,1.0,4.0,100.0,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,✅ Complete (3/3),59.0,100.0,3/3,100.0,3.0,3.0,3/3,99.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,2392,33.33333333333333,99.6,2,66.66666666666666,2,108,4,4,4,14,0,10,100.0%,28.6%,✅ Equal,18,8,10
22_Recombination events.csv|2524,2524,22_Recombination events.csv,4641,9885,"['15', '18', '2', '20', '26', '3']",1000,2.5e-05,0.005,0.1,5000,50,2,4646,9881,4646-9881,"['18', '3', '2', '26', '15', '20']",['45'],['38'],5.0,4.0,9.0,99.8,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,✅ Complete (6/6),58.96,100.0,6/6,100.0,6.0,6.0,6/6,99.1,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,2524,33.33333333333333,99.1,2,66.66666666666666,2,109,2,2,2,6,0,4,100.0%,33.3%,✅ Equal,8,4,4
92_Recombination events.csv|2265,2265,92_Recombination events.csv,2139,10000,"['21', '26', '27', '37']",1000,2.5e-05,0.005,0.1,5000,50,2,2244,9936,2244-9936,"['26', '27', '37', '21']","['18', '10', '13', '14']","['1', '44', '29', '24', '35', '43', '11', '30', '15', '39', '28', '3', '2', '36', '16', '48', '50', '17', '42', '8', '33', '19', '20', '40', '25', '31', '32', '6', '38', '23', '34', '47', '49', '22', '12', '46', '4', '7', '5', '9', '45', '41']",105.0,64.0,169.0,97.9,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (4/4),54.58,100.0,4/4,100.0,4.0,4.0,4/4,60.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,2265,25.0,83.1,2,65.82638164754952,2,110,2,2,2,7,0,5,100.0%,28.6%,✅ Equal,9,4,5
89_Recombination events.csv|2447,2447,89_Recombination events.csv,6615,10000,"['14', '36', '44']",1000,2.5e-05,0.005,0.1,5000,50,3,6621,9971,6621-9971,"['36', '14', '44']","['1', '37', '25', '28', '32', '3', '27', '43', '46', '47', '2', '11', '17', '45', '30', '41', '20']","['8', '15']",6.0,29.0,35.0,99.0,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (3/3),56.8,100.0,3/3,100.0,3.0,3.0,3/3,94.8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,2447,33.33333333333333,96.5,3,65.50269905533062,6,111,7,7,8,12,1,5,87.5%,58.3%,✅ Equal,20,14,6
60_Recombination events.csv|2516,2516,60_Recombination events.csv,4224,10000,"['11', '16', '29']",1000,2.5e-05,0.005,0.1,5000,50,3,4234,9937,4234-9937,"['16', '11', '29']",['34'],"['1', '40']",10.0,63.0,73.0,98.7,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (3/3),56.74,100.0,3/3,100.0,3.0,3.0,3/3,91.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,2516,33.33333333333333,92.7,3,63.29644533869885,3,112,4,4,4,7,0,3,100.0%,57.1%,✅ Equal,11,8,3
32_Recombination events.csv|2437,2437,32_Recombination events.csv,5814,10000,"['35', '39', '44', '8']",1000,2.5e-05,0.005,0.1,5000,50,2,5813,9992,5813-9992,"['8', '35', '44', '39']","['30', '6', '28']","['23', '45', '12']",1.0,8.0,9.0,99.8,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (4/4),58.96,100.0,4/4,100.0,4.0,4.0,4/4,98.9,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,2437,25.0,99.1,2,62.449596774193544,3,113,3,3,3,9,0,6,100.0%,33.3%,✅ Equal,12,6,6
51_Recombination events.csv|2520,2520,51_Recombination events.csv,9630,10000,"['17', '23', '24', '35']",1000,2.5e-05,0.005,0.1,5000,50,3,9621,9983,9621-9983,"['35', '23', '17', '24']","['3', '10', '50', '21']","['8', '26', '12', '32']",9.0,17.0,26.0,95.4,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (4/4),56.08,100.0,4/4,100.0,4.0,4.0,4/4,64.9,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,2520,25.0,97.4,3,62.143221202854235,3,114,3,3,4,8,1,5,75.0%,37.5%,✅ Equal,12,6,6
57_Recombination events.csv|2383,2383,57_Recombination events.csv,5688,6309,"['15', '17', '30', '36']",1000,2.5e-05,0.005,0.1,5000,50,2,5730,6318,5730-6318,"['36', '30', '15', '17']","['21', '18', '4', '7', '42', '26', '41']","['1', '40', '28', '32', '27', '9', '22', '33', '45']",42.0,9.0,51.0,93.2,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (4/4),55.64,100.0,4/4,100.0,4.0,4.0,4/4,58.9,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,2383,25.0,94.9,2,60.623732251521304,3,115,3,3,3,8,0,5,100.0%,37.5%,✅ Equal,11,6,5
65_Recombination events.csv|2346,2346,65_Recombination events.csv,8040,10000,"['24', '26', '34', '37', '45', '48']",1000,2.5e-05,0.005,0.1,5000,50,1,8027,9980,8027-9980,"['37', '24', '34', '48', '45']","['29', '43', '11', '15', '39', '36', '17', '42', '33', '10', '13', '19', '40', '25', '32', '23', '47', '7', '5', '9']","['8', '41', '46']",13.0,20.0,33.0,99.0,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (5/5),56.8,83.3,5/5,100.0,6.0,5.0,5/5,91.6,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,2346,20.0,96.7,1,58.544176706827315,3,116,4,4,4,14,0,10,100.0%,28.6%,✅ Equal,18,8,10
